,id,B,S,Bl,Bt,Sl,St,0,1,2,3,4,5,6,7,8,9
28,28,"(0, 4)","(3, 6)",0,4,3,6,0.82,0.4,0.79,0.4,0.7,0.55,0.69,0.55,0.67,0.63
29,29,"(0, 8)","(5, 8)",0,8,5,8,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,30,"(0, 9)","(5, 6)",0,9,5,6,0.95,0.11,0.91,0.21,0.84,0.42,0.79,0.55,0.71,0.59
31,31,"(1, 8)","(0, 4)",1,8,0,4,0.56,0.67,0.44,0.61,0.49,0.6,0.45,0.66,0.44,0.62
32,32,"(6, 9)","(5, 7)",6,9,5,7,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,"(2, 9)","(6, 8)",2,9,6,8,0.13,0.25,0.39,0.48,0.5,0.5,0.5,0.5,0.5,0.5
34,34,"(6, 9)","(1, 6)",6,9,1,6,0.71,0.67,0.51,0.52,0.56,0.53,0.52,0.55,0.52,0.48
35,35,"(3, 8)","(2, 3)",3,8,2,3,0.38,0.54,0.55,0.35,0.59,0.39,0.52,0.51,0.53,0.6
36,36,"(3, 6)","(5, 6)",3,6,5,6,0.74,0.56,0.53,0.61,0.59,0.56,0.59,0.58,0.61,0.56
37,37,"(0, 8)","(4, 6)",0,8,4,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38,38,"(2, 8)","(3, 9)",2,8,3,9,0.11,0.13,0.26,0.47,0.67,0.85,0.98,1.0,1.0,1.0
39,39,"(3, 4)","(3, 5)",3,4,3,5,0.44,0.59,0.53,0.5,0.57,0.54,0.5,0.62,0.47,0.51
40,40,"(9, 9)","(7, 9)",9,9,7,9,0.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,"(2, 3)","(7, 9)",2,3,7,9,0.33,0.33,0.28,0.34,0.37,0.27,0.38,0.29,0.28,0.37
42,42,"(1, 5)","(2, 2)",1,5,2,2,0.43,0.61,0.32,0.46,0.46,0.49,0.44,0.54,0.41,0.51
43,43,"(5, 8)","(0, 4)",5,8,0,4,0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
44,44,"(5, 5)","(0, 8)",5,5,0,8,0.56,0.63,0.66,0.68,0.69,0.71,0.72,0.73,0.74,0.74
45,45,"(0, 1)","(3, 8)",0,1,3,8,0.06,0.88,0.89,0.88,0.89,0.88,0.89,0.88,0.89,0.88
46,46,"(4, 4)","(0, 9)",4,4,0,9,0.31,0.48,0.56,0.62,0.68,0.75,0.79,0.82,0.82,0.82
47,47,"(2, 3)","(1, 1)",2,3,1,1,0.4,0.27,0.31,0.35,0.29,0.32,0.45,0.26,0.31,0.32
48,48,"(2, 4)","(5, 5)",2,4,5,5,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,"(2, 5)","(5, 7)",2,5,5,7,0.14,0.24,0.4,0.45,0.49,0.38,0.46,0.53,0.41,0.47
50,50,"(1, 6)","(6, 7)",1,6,6,7,0.68,0.56,0.5,0.54,0.47,0.5,0.49,0.52,0.47,0.53
51,51,"(1, 3)","(5, 9)",1,3,5,9,0.66,0.47,0.6,0.51,0.47,0.53,0.49,0.45,0.41,0.59
52,52,"(0, 2)","(1, 9)",0,2,1,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,53,"(0, 6)","(0, 4)",0,6,0,4,0.02,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
54,54,"(3, 4)","(3, 8)",3,4,3,8,0.74,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
55,55,"(0, 7)","(3, 8)",0,7,3,8,0.23,0.85,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
56,56,"(1, 8)","(4, 7)",1,8,4,7,0.61,0.89,0.67,0.73,0.78,0.88,0.53,0.76,0.82,0.63
57,57,"(4, 9)","(0, 6)",4,9,0,6,0.33,0.52,0.47,0.58,0.66,0.85,0.46,0.45,0.63,0.49
58,58,"(2, 4)","(3, 6)",2,4,3,6,0.62,0.65,0.59,0.62,0.62,0.63,0.63,0.64,0.63,0.64
59,59,"(7, 8)","(0, 5)",7,8,0,5,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
60,60,"(4, 5)","(4, 7)",4,5,4,7,0.21,0.11,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
61,61,"(3, 3)","(2, 9)",3,3,2,9,0.2,0.22,0.26,0.33,0.41,0.48,0.54,0.63,0.73,0.77
62,62,"(3, 5)","(2, 7)",3,5,2,7,0.83,0.67,0.8,0.8,0.76,0.79,0.78,0.78,0.8,0.76
63,63,"(1, 6)","(0, 5)",1,6,0,5,0.5,0.85,0.22,0.39,0.79,0.31,0.63,0.61,0.55,0.61
64,64,"(0, 3)","(1, 9)",0,3,1,9,0.07,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
65,65,"(6, 9)","(6, 7)",6,9,6,7,0.75,0.61,0.4,0.11,0.01,0.0,0.0,0.0,0.0,0.0
66,66,"(7, 8)","(0, 8)",7,8,0,8,0.54,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
67,67,"(8, 9)","(3, 6)",8,9,3,6,0.84,0.36,0.26,0.19,0.15,0.11,0.1,0.08,0.08,0.08
68,68,"(4, 9)","(0, 2)",4,9,0,2,0.27,0.27,0.2,0.21,0.2,0.19,0.17,0.17,0.17,0.17
69,69,"(7, 8)","(4, 4)",7,8,4,4,0.42,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,"(6, 7)","(4, 9)",6,7,4,9,0.83,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
71,71,"(7, 9)","(1, 3)",7,9,1,3,0.16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
72,72,"(3, 6)","(6, 7)",3,6,6,7,0.51,0.5,0.49,0.49,0.51,0.49,0.51,0.49,0.51,0.49
73,73,"(6, 9)","(0, 3)",6,9,0,3,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
74,74,"(1, 4)","(0, 5)",1,4,0,5,0.55,0.66,0.42,0.63,0.45,0.64,0.43,0.72,0.33,0.73
75,75,"(1, 4)","(4, 4)",1,4,4,4,0.61,0.32,0.57,0.43,0.56,0.38,0.55,0.37,0.51,0.45
76,76,"(4, 8)","(6, 9)",4,8,6,9,0.78,0.78,0.77,0.77,0.74,0.74,0.71,0.71,0.7,0.7
77,77,"(3, 3)","(1, 2)",3,3,1,2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,"(1, 3)","(1, 4)",1,3,1,4,0.1,0.58,0.33,0.59,0.31,0.66,0.26,0.51,0.57,0.36
79,79,"(7, 8)","(3, 4)",7,8,3,4,0.79,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,"(2, 3)","(8, 9)",2,3,8,9,0.1,0.11,0.19,0.24,0.45,0.17,0.26,0.32,0.32,0.34
81,81,"(0, 4)","(3, 8)",0,4,3,8,0.26,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
82,82,"(1, 5)","(7, 8)",1,5,7,8,0.29,0.69,0.16,0.5,0.38,0.58,0.37,0.57,0.32,0.61
83,83,"(3, 7)","(3, 5)",3,7,3,5,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,"(3, 7)","(0, 5)",3,7,0,5,0.68,0.52,0.41,0.62,0.61,0.67,0.46,0.53,0.63,0.7
85,85,"(3, 9)","(5, 7)",3,9,5,7,0.27,0.27,0.34,0.39,0.44,0.45,0.5,0.5,0.53,0.5
86,86,"(0, 8)","(3, 8)",0,8,3,8,0.02,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,87,"(2, 3)","(0, 7)",2,3,0,7,0.23,0.62,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
88,88,"(0, 3)","(1, 6)",0,3,1,6,0.53,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
89,89,"(2, 9)","(4, 9)",2,9,4,9,0.51,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,90,"(1, 3)","(2, 4)",1,3,2,4,0.4,0.66,0.23,0.48,0.52,0.39,0.52,0.36,0.6,0.32
91,91,"(4, 7)","(4, 9)",4,7,4,9,0.5,0.61,0.69,0.81,0.89,0.95,1.0,1.0,1.0,1.0
92,92,"(2, 7)","(3, 9)",2,7,3,9,0.78,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
93,93,"(6, 6)","(2, 3)",6,6,2,3,0.31,0.17,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06
94,94,"(0, 8)","(0, 7)",0,8,0,7,0.21,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
95,95,"(5, 9)","(5, 6)",5,9,5,6,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,"(1, 7)","(2, 9)",1,7,2,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,97,"(5, 6)","(2, 4)",5,6,2,4,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,98,"(1, 2)","(0, 9)",1,2,0,9,0.31,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
99,99,"(3, 8)","(0, 8)",3,8,0,8,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,100,"(0, 5)","(2, 8)",0,5,2,8,0.61,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
101,101,"(3, 5)","(6, 8)",3,5,6,8,0.29,0.28,0.26,0.24,0.32,0.29,0.29,0.35,0.39,0.23
102,102,"(3, 6)","(2, 6)",3,6,2,6,0.72,0.66,0.61,0.76,0.59,0.57,0.8,0.45,0.66,0.53
103,103,"(5, 9)","(4, 6)",5,9,4,6,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,"(1, 3)","(3, 8)",1,3,3,8,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
105,105,"(5, 5)","(0, 6)",5,5,0,6,0.83,0.4,0.45,0.42,0.42,0.42,0.42,0.42,0.42,0.42
106,106,"(5, 7)","(1, 5)",5,7,1,5,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
107,107,"(6, 8)","(5, 7)",6,8,5,7,0.67,0.58,0.39,0.18,0.06,0.0,0.0,0.0,0.0,0.0
108,108,"(2, 3)","(9, 9)",2,3,9,9,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,"(2, 5)","(1, 4)",2,5,1,4,0.35,0.75,0.23,0.37,0.59,0.39,0.48,0.64,0.36,0.45
110,110,"(3, 8)","(5, 8)",3,8,5,8,0.33,0.39,0.47,0.48,0.52,0.52,0.52,0.52,0.52,0.52
111,111,"(1, 7)","(1, 8)",1,7,1,8,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
112,112,"(1, 7)","(0, 5)",1,7,0,5,0.26,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,"(1, 1)","(6, 6)",1,1,6,6,0.04,0.32,0.08,0.38,0.0,0.0,0.0,0.0,0.0,0.0
114,114,"(3, 7)","(2, 9)",3,7,2,9,0.4,0.8,0.94,0.99,0.99,0.99,0.99,0.99,0.99,0.99
115,115,"(0, 9)","(6, 9)",0,9,6,9,0.18,0.82,0.86,0.88,0.89,0.91,0.92,0.93,0.94,0.94
116,116,"(3, 7)","(0, 5)",3,7,0,5,0.46,0.84,0.26,0.35,0.47,0.42,0.62,0.76,0.41,0.54
117,117,"(0, 2)","(1, 3)",0,2,1,3,0.7,0.08,0.94,0.0,1.0,0.0,1.0,0.0,1.0,0.0
118,118,"(1, 3)","(1, 4)",1,3,1,4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,"(0, 2)","(4, 7)",0,2,4,7,0.58,0.5,0.52,0.55,0.51,0.46,0.51,0.52,0.49,0.47
120,120,"(6, 9)","(2, 4)",6,9,2,4,0.38,0.29,0.25,0.22,0.22,0.2,0.18,0.16,0.15,0.15
121,121,"(5, 9)","(4, 4)",5,9,4,4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,"(1, 8)","(5, 7)",1,8,5,7,0.91,0.58,0.68,0.87,0.67,0.81,0.76,0.61,0.73,0.78
123,123,"(1, 3)","(2, 9)",1,3,2,9,0.27,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
124,124,"(4, 8)","(2, 9)",4,8,2,9,0.63,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,125,"(2, 8)","(3, 3)",2,8,3,3,0.35,0.7,0.33,0.52,0.54,0.51,0.6,0.41,0.64,0.4
126,126,"(0, 3)","(3, 6)",0,3,3,6,0.38,0.54,0.65,0.57,0.55,0.62,0.59,0.6,0.62,0.61
127,127,"(2, 3)","(2, 2)",2,3,2,2,0.47,0.25,0.35,0.32,0.35,0.48,0.21,0.3,0.42,0.33
128,128,"(0, 6)","(4, 9)",0,6,4,9,0.91,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
129,129,"(1, 6)","(5, 7)",1,6,5,7,0.58,0.73,0.75,0.75,0.79,0.76,0.74,0.81,0.77,0.78
130,130,"(6, 6)","(6, 6)",6,6,6,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,"(2, 5)","(2, 3)",2,5,2,3,0.35,0.74,0.11,0.18,0.34,0.33,0.56,0.4,0.53,0.49
132,132,"(3, 9)","(5, 8)",3,9,5,8,0.37,0.46,0.51,0.54,0.54,0.56,0.54,0.57,0.53,0.58
133,133,"(1, 5)","(2, 8)",1,5,2,8,0.51,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
134,134,"(5, 9)","(4, 6)",5,9,4,6,0.6,0.69,0.31,0.09,0.0,0.0,0.0,0.0,0.0,0.0
135,135,"(5, 5)","(1, 5)",5,5,1,5,0.71,0.41,0.4,0.43,0.37,0.35,0.39,0.41,0.37,0.39
136,136,"(0, 0)","(0, 0)",0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
137,137,"(6, 7)","(3, 5)",6,7,3,5,0.42,0.31,0.16,0.05,0.02,0.0,0.0,0.0,0.0,0.0
138,138,"(4, 5)","(1, 3)",4,5,1,3,0.33,0.34,0.32,0.42,0.27,0.24,0.17,0.15,0.16,0.15
139,139,"(4, 7)","(0, 0)",4,7,0,0,0.51,0.26,0.12,0.05,0.03,0.03,0.03,0.03,0.03,0.03
140,140,"(3, 3)","(0, 0)",3,3,0,0,0.26,0.24,0.17,0.08,0.06,0.05,0.03,0.03,0.03,0.03
141,141,"(4, 5)","(8, 8)",4,5,8,8,0.41,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142,"(5, 9)","(6, 9)",5,9,6,9,0.87,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,143,"(0, 4)","(4, 7)",0,4,4,7,0.22,0.78,0.7,0.7,0.71,0.7,0.72,0.72,0.72,0.72
144,144,"(6, 7)","(2, 6)",6,7,2,6,0.3,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
145,145,"(2, 7)","(2, 7)",2,7,2,7,0.84,0.75,0.63,0.89,0.54,0.66,0.91,0.42,0.68,0.85
146,146,"(3, 7)","(0, 5)",3,7,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147,"(3, 5)","(0, 8)",3,5,0,8,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
148,148,"(1, 4)","(0, 5)",1,4,0,5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,"(6, 8)","(3, 4)",6,8,3,4,0.83,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,150,"(3, 6)","(5, 9)",3,6,5,9,0.16,0.16,0.13,0.14,0.15,0.15,0.16,0.15,0.16,0.15
151,151,"(1, 3)","(1, 8)",1,3,1,8,0.34,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
152,152,"(5, 8)","(0, 3)",5,8,0,3,0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
153,153,"(1, 7)","(0, 8)",1,7,0,8,0.89,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
154,154,"(9, 9)","(6, 8)",9,9,6,8,0.81,0.6,0.35,0.14,0.01,0.0,0.0,0.0,0.0,0.0
155,155,"(5, 9)","(0, 1)",5,9,0,1,0.25,0.11,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
156,156,"(5, 6)","(3, 6)",5,6,3,6,0.29,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
157,157,"(1, 7)","(0, 7)",1,7,0,7,0.05,0.39,0.74,0.87,0.51,0.74,0.9,0.5,0.87,0.65
158,158,"(0, 6)","(2, 4)",0,6,2,4,0.81,0.14,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0
159,159,"(2, 8)","(5, 6)",2,8,5,6,0.86,0.39,0.63,0.69,0.71,0.63,0.56,0.64,0.71,0.7
160,160,"(1, 5)","(4, 5)",1,5,4,5,0.56,0.59,0.6,0.42,0.74,0.33,0.62,0.6,0.5,0.68
161,161,"(3, 8)","(1, 4)",3,8,1,4,0.85,0.16,0.24,0.3,0.35,0.44,0.55,0.49,0.5,0.53
162,162,"(4, 7)","(1, 8)",4,7,1,8,0.45,0.69,0.84,0.93,0.99,0.99,0.99,0.99,0.99,0.99
163,163,"(3, 3)","(1, 4)",3,3,1,4,0.13,0.08,0.08,0.09,0.1,0.14,0.18,0.24,0.2,0.23
164,164,"(2, 5)","(4, 9)",2,5,4,9,0.15,0.36,0.52,0.64,0.65,0.81,0.81,0.81,0.81,0.81
165,165,"(4, 9)","(5, 7)",4,9,5,7,0.42,0.33,0.23,0.15,0.1,0.08,0.08,0.08,0.08,0.08
166,166,"(2, 2)","(1, 3)",2,2,1,3,0.76,0.04,0.06,0.11,0.15,0.24,0.24,0.38,0.33,0.3
167,167,"(1, 9)","(1, 6)",1,9,1,6,0.08,0.5,0.84,0.46,0.66,0.78,0.5,0.67,0.76,0.47
168,168,"(3, 6)","(0, 7)",3,6,0,7,0.67,0.96,0.3,0.45,0.64,0.85,0.74,0.72,0.87,0.59
169,169,"(2, 5)","(7, 9)",2,5,7,9,0.57,0.37,0.38,0.51,0.4,0.5,0.43,0.48,0.42,0.5
170,170,"(3, 4)","(6, 7)",3,4,6,7,0.69,0.32,0.22,0.2,0.15,0.13,0.12,0.08,0.04,0.02
171,171,"(6, 9)","(3, 7)",6,9,3,7,0.32,0.2,0.17,0.15,0.14,0.14,0.14,0.14,0.14,0.14
172,172,"(3, 7)","(8, 8)",3,7,8,8,0.54,0.44,0.45,0.48,0.52,0.48,0.52,0.48,0.52,0.48
173,173,"(3, 6)","(6, 9)",3,6,6,9,0.31,0.36,0.39,0.43,0.47,0.51,0.47,0.49,0.49,0.49
174,174,"(2, 9)","(3, 5)",2,9,3,5,0.06,0.05,0.1,0.2,0.29,0.38,0.46,0.52,0.6,0.62
175,175,"(0, 9)","(1, 7)",0,9,1,7,0.95,0.36,0.94,0.36,0.94,0.36,0.94,0.36,0.94,0.36
176,176,"(0, 5)","(8, 9)",0,5,8,9,0.18,0.82,0.19,0.81,0.41,0.61,0.44,0.52,0.44,0.56
177,177,"(3, 5)","(1, 7)",3,5,1,7,0.76,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
178,178,"(5, 8)","(1, 5)",5,8,1,5,0.87,0.19,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13
179,179,"(7, 9)","(1, 2)",7,9,1,2,0.42,0.13,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
180,180,"(0, 1)","(1, 1)",0,1,1,1,0.38,0.12,0.7,0.05,0.86,0.02,0.96,0.0,1.0,0.0
181,181,"(8, 8)","(2, 3)",8,8,2,3,0.35,0.22,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0
182,182,"(4, 6)","(0, 5)",4,6,0,5,0.18,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
183,183,"(3, 3)","(4, 9)",3,3,4,9,0.13,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184,"(5, 6)","(0, 3)",5,6,0,3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,"(0, 2)","(2, 2)",0,2,2,2,0.93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
186,186,"(7, 8)","(8, 9)",7,8,8,9,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,187,"(2, 4)","(7, 7)",2,4,7,7,0.32,0.43,0.39,0.27,0.46,0.26,0.27,0.39,0.38,0.39
188,188,"(5, 7)","(2, 4)",5,7,2,4,0.7,0.33,0.23,0.19,0.17,0.18,0.15,0.13,0.11,0.09
189,189,"(1, 1)","(7, 9)",1,1,7,9,0.78,0.35,0.13,0.41,0.09,0.31,0.12,0.24,0.2,0.2
190,190,"(0, 2)","(1, 4)",0,2,1,4,0.22,0.79,0.08,0.92,0.03,0.98,0.0,1.0,0.0,1.0
191,191,"(6, 6)","(2, 8)",6,6,2,8,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
192,192,"(2, 5)","(0, 5)",2,5,0,5,0.08,0.18,0.39,0.52,0.74,0.36,0.45,0.65,0.53,0.62
193,193,"(3, 9)","(7, 9)",3,9,7,9,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,194,"(0, 4)","(1, 3)",0,4,1,3,0.3,0.79,0.11,0.96,0.0,1.0,0.0,1.0,0.0,1.0
195,195,"(6, 7)","(2, 7)",6,7,2,7,0.82,0.65,0.59,0.64,0.6,0.63,0.6,0.63,0.6,0.63
196,196,"(7, 9)","(0, 0)",7,9,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
197,197,"(3, 5)","(0, 1)",3,5,0,1,0.75,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
198,198,"(3, 7)","(3, 9)",3,7,3,9,0.59,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
199,199,"(2, 4)","(4, 6)",2,4,4,6,0.08,0.11,0.17,0.24,0.34,0.41,0.61,0.55,0.66,0.51
200,200,"(6, 7)","(5, 5)",6,7,5,5,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,201,"(3, 6)","(8, 8)",3,6,8,8,0.49,0.43,0.42,0.54,0.44,0.53,0.46,0.53,0.46,0.53
202,202,"(1, 2)","(0, 8)",1,2,0,8,0.25,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
203,203,"(0, 7)","(4, 8)",0,7,4,8,0.65,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
204,204,"(5, 7)","(2, 4)",5,7,2,4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205,"(7, 9)","(0, 5)",7,9,0,5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
206,206,"(0, 4)","(2, 5)",0,4,2,5,0.75,0.29,0.84,0.1,0.94,0.0,1.0,0.0,1.0,0.0
