Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset12_density,RandomForest,vector,1000,5,0.7013167239364572,0.5440286487077969,"{'1': 0.7235150671147884, '2': 0.7033832323840216, '3': 0.7113387050916216, '4': 0.6853127754230303, '5': 0.6914016396403656, '6': 0.6819284111385981, '7': 0.7197389885393904, '8': 0.6983940907592848, '9': 0.6968376053370132}","{'1': 0.4991417763306988, '2': 0.5490694340310137, '3': 0.5262885471453078, '4': 0.5637672289065464, '5': 0.5573011941027113, '6': 0.5804376347107316, '7': 0.5214071933779152, '8': 0.5515335856089831, '9': 0.5473112441562653}"
dataset12_density,RandomForest,vector,1000,6,0.6079938302598362,0.5503014928122889,"{'1': 0.6806743216768735, '2': 0.6399776055803806, '3': 0.6240417254667486, '4': 0.5967126730811656, '5': 0.5737475622204157, '6': 0.5816517061798478, '7': 0.5922908694568954, '8': 0.5950893970096975, '9': 0.5877586116665015}","{'1': 0.4911636486508779, '2': 0.5006991510739061, '3': 0.5204890658165086, '4': 0.5534029406957577, '5': 0.5932236113878713, '6': 0.579072537145929, '7': 0.5768697558486051, '8': 0.5516135625328882, '9': 0.5861791621582564}"
dataset12_density,RandomForest,vector,1000,7,0.742577449077461,0.3838309147745241,"{'1': 0.6645630584542918, '2': 0.8385861038976804, '3': 0.6845324862336056, '4': 0.8212269879203568, '5': 0.679235584869806, '6': 0.8234118893305896, '7': 0.6887369653891118, '8': 0.8122105438332433, '9': 0.6706934217684649}","{'1': 0.5446513290298133, '2': 0.21325890408647608, '3': 0.4906438981835679, '4': 0.2173153190965651, '5': 0.5018619120772885, '6': 0.23581830831404949, '7': 0.48712763824739413, '8': 0.261545716563529, '9': 0.5022552073720337}"
dataset12_density,RandomForest,vector,1000,8,0.6907217068952649,0.5183615903743475,"{'1': 0.6280071188246971, '2': 0.6522439514536804, '3': 0.6923108639221391, '4': 0.7004386517048184, '5': 0.7196197429526479, '6': 0.7097006609886203, '7': 0.7003055851060851, '8': 0.7190155480869858, '9': 0.6948532390177088}","{'1': 0.5719073350008839, '2': 0.5677464603257887, '3': 0.515700056754363, '4': 0.5099796877649037, '5': 0.4887497773092683, '6': 0.5008571417012446, '7': 0.5094517098009141, '8': 0.490494033297342, '9': 0.5103681114144202}"
dataset12_density,RandomForest,vector,1000,9,0.713107422942306,0.5065522341605287,"{'1': 0.6727183552145412, '2': 0.7980113490908559, '3': 0.6469049704979487, '4': 0.7874841531922099, '5': 0.6387105316303548, '6': 0.7926260559589721, '7': 0.6512207115363843, '8': 0.7774818707245676, '9': 0.6528088086349203}","{'1': 0.5856038708995959, '2': 0.4352196176923736, '3': 0.5716861271932316, '4': 0.4282282427655625, '5': 0.5853748822473344, '6': 0.4111286904635688, '7': 0.5608321743160325, '8': 0.4304204096957849, '9': 0.5504760921712742}"
dataset12_density,NeuralNetwork,vector,1000,0,0.3484963702683035,0.884145950184646,"{'1': 0.27975326272002077, '2': 0.37212482255896, '3': 0.32138513135664043, '4': 0.3644800240222382, '5': 0.3343544952969529, '6': 0.3748845991705361, '7': 0.35412487484957234, '8': 0.3753691670530576, '9': 0.3599909553867535}","{'1': 0.9248178465779586, '2': 0.868451636680936, '3': 0.9005348916360044, '4': 0.8734689684422632, '5': 0.8958316815372557, '6': 0.8666908147114065, '7': 0.8837055213487032, '8': 0.8646645553504165, '9': 0.8791476353768685}"
dataset12_density,NeuralNetwork,vector,1000,1,0.3948932199061674,0.8324229992581659,"{'1': 0.19776312829844148, '2': 0.3210741698545335, '3': 0.3699854938838827, '4': 0.44018949745776464, '5': 0.4260464260905494, '6': 0.469417780148107, '7': 0.43371538796731446, '8': 0.45966825848711673, '9': 0.43617883696779647}","{'1': 0.9546630660920346, '2': 0.8858698965495889, '3': 0.8565093268188523, '4': 0.8011373007406604, '5': 0.8118395191864184, '6': 0.7788252829793327, '7': 0.8088806696531907, '8': 0.7865404057454065, '9': 0.8075415255580085}"
dataset12_density,NeuralNetwork,vector,1000,2,0.3219144639438525,0.8914923955745088,"{'1': 0.2251660924387981, '2': 0.31918742133562944, '3': 0.29737210527567376, '4': 0.32338931470067156, '5': 0.34444619556647854, '6': 0.323578196568845, '7': 0.34425258647395274, '8': 0.37004151042067573, '9': 0.34979675271394717}","{'1': 0.9484481904840256, '2': 0.8893964594011423, '3': 0.9091284513070265, '4': 0.889445328849781, '5': 0.8806312600804767, '6': 0.8907904864278562, '7': 0.8796778995870121, '8': 0.8587069950929237, '9': 0.8772064889403348}"
dataset12_density,NeuralNetwork,vector,1000,3,0.3811554097357958,0.8536438316764235,"{'1': 0.22826743238362332, '2': 0.3406346453116675, '3': 0.37882371232249, '4': 0.3915552586061698, '5': 0.37704009462525934, '6': 0.42926950606860736, '7': 0.4080506855816498, '8': 0.4769322176588326, '9': 0.39982513506386314}","{'1': 0.9495963549600565, '2': 0.8920509305079778, '3': 0.8601946923501702, '4': 0.8537529813728748, '5': 0.8564668556410839, '6': 0.8197788597180784, '7': 0.835185876602496, '8': 0.7749752207030782, '9': 0.8407927132319966}"
dataset12_density,NeuralNetwork,vector,1000,4,0.4130658026362868,0.8272520533897876,"{'1': 0.20829621587967645, '2': 0.38642986025264214, '3': 0.3959772694586442, '4': 0.48088330233204807, '5': 0.4385825052286826, '6': 0.4747874909959513, '7': 0.4614549537638742, '8': 0.44500269725922215, '9': 0.42617792855583997}","{'1': 0.9578707765034343, '2': 0.8581174706208674, '3': 0.845501494878256, '4': 0.7755071431181892, '5': 0.8121572512206379, '6': 0.7800110988084794, '7': 0.7916142121060947, '8': 0.8033129775460572, '9': 0.8211760557060714}"
dataset12_density,NeuralNetwork,vector,1000,5,0.3314935003935355,0.8959528676422589,"{'1': 0.19716715022921968, '2': 0.33875876863945353, '3': 0.315812221767767, '4': 0.314332563526915, '5': 0.3335855067614207, '6': 0.36271198238841595, '7': 0.38451299698369024, '8': 0.3725148791133927, '9': 0.364045434131545}","{'1': 0.9628046398399319, '2': 0.8954060069036907, '3': 0.9066275250087549, '4': 0.9082260591650652, '5': 0.8969467037574977, '6': 0.8813021749068077, '7': 0.8634039451159334, '8': 0.8724101694896478, '9': 0.8764485845930007}"
dataset12_density,NeuralNetwork,vector,1000,6,0.3619563417076226,0.835254708429468,"{'1': 0.2094240205023702, '2': 0.3394580113546647, '3': 0.37929970388012907, '4': 0.3736837535060368, '5': 0.37680813293466603, '6': 0.36774306079864816, '7': 0.4165089608883585, '8': 0.3926551435686714, '9': 0.4020262879350581}","{'1': 0.9518326913118582, '2': 0.8595231127439373, '3': 0.8228519957068959, '4': 0.8248566028593033, '5': 0.8245495180280724, '6': 0.8317441310404388, '7': 0.7907561550436293, '8': 0.804786150788682, '9': 0.8063920183423946}"
dataset12_density,NeuralNetwork,vector,1000,7,0.4184745109090153,0.8006801713158052,"{'1': 0.235722826550463, '2': 0.41247296876570366, '3': 0.4199958485831159, '4': 0.4409897838837748, '5': 0.42655293971364394, '6': 0.47887932267414796, '7': 0.4323574816225674, '8': 0.4830041166677225, '9': 0.43629530971999847}","{'1': 0.9427105093363789, '2': 0.8096611248297864, '3': 0.8082552942728425, '4': 0.774307324698389, '5': 0.8035487631468087, '6': 0.7415273877582085, '7': 0.7978896903346173, '8': 0.738851201273431, '9': 0.7893702461917842}"
dataset12_density,NeuralNetwork,vector,1000,8,0.3469178199571807,0.8768058300479208,"{'1': 0.21805248699450291, '2': 0.3603451907746199, '3': 0.32704451495233194, '4': 0.37405704559492187, '5': 0.3479992846003339, '6': 0.37554701765921983, '7': 0.35410187456107134, '8': 0.3831280676419326, '9': 0.38198489683569326}","{'1': 0.9483903704320824, '2': 0.8680662526144534, '3': 0.8919248457225585, '4': 0.8602507278407673, '5': 0.880440504762742, '6': 0.8602335040811553, '7': 0.8745810853675549, '8': 0.8553359400592133, '9': 0.8520292395507606}"
dataset12_density,NeuralNetwork,vector,1000,9,0.35706020326593885,0.8716580756650116,"{'1': 0.20448812396082527, '2': 0.30728622502134445, '3': 0.36654340431942856, '4': 0.3641257396223145, '5': 0.38422734354728466, '6': 0.4080815213290808, '7': 0.3758946684951969, '8': 0.42360024316223355, '9': 0.37929455993574146}","{'1': 0.9617100044469452, '2': 0.9162571664272402, '3': 0.8624907278779066, '4': 0.8777519858783724, '5': 0.8499541494312174, '6': 0.8439091070366123, '7': 0.8536790749061803, '8': 0.8309223206262917, '9': 0.8482481443543383}"
