Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset3_density,KNN,vector,100,0,0.4737229608504568,0.7054175020549187,"{'1': 0.3404745416782954, '2': 0.44654429214466107, '3': 0.4971711700664722, '4': 0.4906583580004114, '5': 0.5027284863390252, '6': 0.4865176675279088, '7': 0.5047583836321055, '8': 0.4888633415124298, '9': 0.5057904067528025}","{'1': 0.8491286953870755, '2': 0.7473423620212611, '3': 0.6881891571404815, '4': 0.6968640018294018, '5': 0.6754360399590327, '6': 0.6900885134338786, '7': 0.6629450696515675, '8': 0.6811336640475407, '9': 0.6576300150240288}"
dataset3_density,KNN,vector,100,1,0.4912320021941525,0.716145923080816,"{'1': 0.2898018928287318, '2': 0.3862496343334725, '3': 0.4219389570611913, '4': 0.47942926352540055, '5': 0.5138181321260522, '6': 0.5564348176606946, '7': 0.5715169898877366, '8': 0.5968481477704937, '9': 0.6050501845535995}","{'1': 0.9185860689099681, '2': 0.8421514128780359, '3': 0.8050235555178918, '4': 0.746287124066854, '5': 0.7004494156362533, '6': 0.6470542204741035, '7': 0.6212121212121212, '8': 0.589735424461959, '9': 0.5748139645701582}"
dataset3_density,DecisionTree,vector,100,0,0.098077731404293,0.9848060786291132,"{'1': 0.21317938560260183, '2': 0.14321769171762083, '3': 0.08441156070853637, '4': 0.07128114689320401, '5': 0.07347953224340326, '6': 0.0718203993081867, '7': 0.07533895118552227, '8': 0.07506620666931577, '9': 0.07490470831024652}","{'1': 0.940853674319882, '2': 0.9740105740854664, '3': 0.9910115832628359, '4': 0.993602232281363, '5': 0.9930662836613832, '6': 0.993246388534886, '7': 0.992491161868824, '8': 0.9924816477785559, '9': 0.992491161868824}"
dataset3_density,DecisionTree,vector,100,1,0.2791904574152776,0.907547496724894,"{'1': 0.21156979895353328, '2': 0.19726042110115252, '3': 0.22847001892527607, '4': 0.23725288346836568, '5': 0.2672198612464631, '6': 0.29891468913434655, '7': 0.32782409638943827, '8': 0.3598459377204646, '9': 0.3843564097984585}","{'1': 0.9566086026066168, '2': 0.9588296605122096, '3': 0.9428335357758255, '4': 0.9378678433147961, '5': 0.9189806438800429, '6': 0.8981469792905502, '7': 0.8753708802223945, '8': 0.8508684516113093, '9': 0.8284208733102996}"
dataset3_density,RandomForest,vector,100,0,0.143430614653697,0.972569322312968,"{'1': 0.17630617778324886, '2': 0.19846973206613203, '3': 0.15387073978679938, '4': 0.13482586097210478, '5': 0.1322287128258203, '6': 0.12420365145310609, '7': 0.12293849494162933, '8': 0.12282879576125771, '9': 0.12520336629317524}","{'1': 0.9595449801623253, '2': 0.9500895008068758, '3': 0.9701330122990824, '4': 0.9771110687162647, '5': 0.9775464587567694, '6': 0.9798019627444845, '7': 0.9800055534909426, '8': 0.9798704477235992, '9': 0.979020916116368}"
dataset3_density,RandomForest,vector,100,1,0.1944740141406675,0.957397261556943,"{'1': 0.17107943339913737, '2': 0.17285121331907435, '3': 0.18392907059725794, '4': 0.1829751871730416, '5': 0.19726053987275885, '6': 0.19460973555225716, '7': 0.20631268270088302, '8': 0.21319336528509894, '9': 0.22805489936649845}","{'1': 0.9716278729271635, '2': 0.968388187220816, '3': 0.9629503892937739, '4': 0.9630446065639127, '5': 0.9558498936665363, '6': 0.9568273682322221, '7': 0.9506383538264147, '8': 0.9476539773848447, '9': 0.9395947048968029}"
dataset3_density,NeuralNetwork,vector,100,0,0.0786610664974313,0.9847768189217364,"{'1': 0.27660531466551963, '2': 0.1160919359312653, '3': 0.07682400380958401, '4': 0.05561300765686989, '5': 0.039623021965522344, '6': 0.037259335544718324, '7': 0.03484836455268756, '8': 0.02696769704098091, '9': 0.04411691730973431}","{'1': 0.9004231465959004, '2': 0.9829231621854814, '3': 0.9925548540763575, '4': 0.9961056778293766, '5': 0.997983823748469, '6': 0.9981823483593893, '7': 0.9983934346167848, '8': 0.9990296655540704, '9': 0.997395257329797}"
dataset3_density,NeuralNetwork,vector,100,1,0.3055255274682531,0.8940318540441223,"{'1': 0.22764144930923708, '2': 0.26313374102813136, '3': 0.33281511310753054, '4': 0.30964326410645204, '5': 0.32633512308793994, '6': 0.3098033501401238, '7': 0.34003676311090664, '8': 0.2947586005558877, '9': 0.34556234276806863}","{'1': 0.9497658597593529, '2': 0.9267415683527706, '3': 0.8786921305932568, '4': 0.8941680729909235, '5': 0.8791688366100738, '6': 0.8905913603242357, '7': 0.8659121186193567, '8': 0.8999379744036474, '9': 0.8613087647434841}"
dataset3_density,KNN,vector,1000,0,0.1921086129418402,0.9598821594533844,"{'1': 0.14992300778790682, '2': 0.16415139820511135, '3': 0.17580935239451345, '4': 0.18238804384288093, '5': 0.19555905099139093, '6': 0.20504386905304894, '7': 0.2124244920582505, '8': 0.2191916860777331, '9': 0.22448661606572698}","{'1': 0.9755302200725551, '2': 0.9711832523038431, '3': 0.9668467918099737, '4': 0.9642298585734912, '5': 0.9591007453468009, '6': 0.9550756890718674, '7': 0.951856286509305, '8': 0.9487699921829641, '9': 0.9463465992096598}"
dataset3_density,KNN,vector,1000,1,0.1720438884337037,0.9685373699419564,"{'1': 0.14069990901499388, '2': 0.1590579396603313, '3': 0.16770625087407906, '4': 0.16200290033532247, '5': 0.17096564987494126, '6': 0.1761503304861491, '7': 0.18398591772199807, '8': 0.19046761484171862, '9': 0.19735848309379958}","{'1': 0.9789495476344473, '2': 0.9736669156500326, '3': 0.9706650901977847, '4': 0.9725225692937162, '5': 0.9692532154226676, '6': 0.9672819307881577, '7': 0.964180983689017, '8': 0.9616288984055775, '9': 0.9586871783962049}"
