,id,B,S,Bl,Bt,Sl,St,0,1,2,3,4,5,6,7,8,9
87,87,"(8, 9)","(3, 6)",8,9,3,6,0.49,0.4,0.33,0.3,0.27,0.25,0.22,0.21,0.2,0.19
88,88,"(1, 7)","(4, 9)",1,7,4,9,0.47,0.74,0.92,0.99,0.99,0.99,0.99,0.99,0.99,0.99
89,89,"(0, 2)","(2, 8)",0,2,2,8,0.51,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
90,90,"(7, 8)","(4, 4)",7,8,4,4,0.48,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,"(1, 7)","(6, 9)",1,7,6,9,0.53,0.67,0.56,0.52,0.49,0.51,0.49,0.51,0.49,0.51
92,92,"(1, 4)","(5, 9)",1,4,5,9,0.6,0.48,0.66,0.54,0.73,0.66,0.62,0.71,0.62,0.68
93,93,"(1, 7)","(3, 5)",1,7,3,5,0.4,0.91,0.12,0.34,0.53,0.76,0.41,0.68,0.5,0.57
94,94,"(3, 7)","(6, 6)",3,7,6,6,0.49,0.47,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49
95,95,"(7, 9)","(1, 9)",7,9,1,9,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
96,96,"(0, 6)","(3, 8)",0,6,3,8,0.55,0.9,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
97,97,"(1, 4)","(4, 5)",1,4,4,5,0.43,0.59,0.58,0.4,0.65,0.42,0.54,0.57,0.45,0.37
98,98,"(0, 3)","(1, 4)",0,3,1,4,0.57,0.35,0.7,0.2,0.88,0.05,1.0,0.0,1.0,0.0
99,99,"(4, 4)","(0, 0)",4,4,0,0,0.46,0.17,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03
100,100,"(4, 8)","(6, 9)",4,8,6,9,0.53,0.38,0.32,0.31,0.28,0.25,0.22,0.2,0.17,0.16
101,101,"(3, 3)","(1, 2)",3,3,1,2,0.53,0.18,0.17,0.16,0.21,0.21,0.18,0.19,0.2,0.19
102,102,"(1, 2)","(3, 4)",1,2,3,4,0.52,0.29,0.37,0.43,0.37,0.42,0.36,0.42,0.36,0.47
103,103,"(1, 1)","(0, 7)",1,1,0,7,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
104,104,"(4, 8)","(3, 5)",4,8,3,5,0.51,0.76,0.31,0.33,0.28,0.28,0.22,0.22,0.12,0.06
105,105,"(3, 6)","(2, 9)",3,6,2,9,0.53,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
106,106,"(1, 8)","(0, 4)",1,8,0,4,0.48,0.79,0.23,0.55,0.5,0.56,0.57,0.54,0.51,0.55
107,107,"(3, 8)","(5, 9)",3,8,5,9,0.45,0.56,0.59,0.64,0.72,0.79,0.82,0.86,0.91,0.95
108,108,"(1, 5)","(7, 8)",1,5,7,8,0.57,0.32,0.56,0.44,0.52,0.37,0.44,0.49,0.44,0.51
109,109,"(4, 6)","(3, 7)",4,6,3,7,0.35,0.4,0.38,0.44,0.47,0.47,0.54,0.54,0.65,0.64
110,110,"(3, 5)","(4, 6)",3,5,4,6,0.45,0.59,0.69,0.51,0.51,0.6,0.59,0.7,0.69,0.61
111,111,"(3, 7)","(0, 5)",3,7,0,5,0.46,0.79,0.33,0.35,0.62,0.49,0.67,0.5,0.55,0.62
112,112,"(3, 9)","(5, 7)",3,9,5,7,0.58,0.71,0.71,0.85,0.74,0.68,0.8,0.74,0.69,0.84
113,113,"(5, 8)","(0, 8)",5,8,0,8,0.57,0.8,0.91,0.98,1.0,1.0,1.0,1.0,1.0,1.0
114,114,"(3, 6)","(3, 9)",3,6,3,9,0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
115,115,"(2, 7)","(0, 3)",2,7,0,3,0.49,0.75,0.29,0.4,0.55,0.55,0.43,0.62,0.42,0.44
116,116,"(0, 3)","(1, 6)",0,3,1,6,0.52,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
117,117,"(2, 9)","(4, 9)",2,9,4,9,0.46,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,118,"(1, 9)","(2, 3)",1,9,2,3,0.57,0.51,0.67,0.35,0.55,0.46,0.63,0.35,0.71,0.3
119,119,"(4, 9)","(4, 7)",4,9,4,7,0.52,0.74,0.7,0.79,0.66,0.76,0.59,0.67,0.73,0.73
120,120,"(4, 9)","(1, 2)",4,9,1,2,0.44,0.31,0.3,0.24,0.22,0.19,0.18,0.14,0.13,0.1
121,121,"(2, 7)","(3, 9)",2,7,3,9,0.54,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
122,122,"(6, 7)","(2, 6)",6,7,2,6,0.53,0.58,0.52,0.49,0.51,0.42,0.45,0.44,0.47,0.44
123,123,"(3, 6)","(0, 8)",3,6,0,8,0.52,0.93,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
124,124,"(0, 7)","(5, 6)",0,7,5,6,0.51,0.61,0.64,0.59,0.61,0.62,0.61,0.59,0.6,0.66
125,125,"(6, 9)","(2, 5)",6,9,2,5,0.48,0.47,0.43,0.33,0.25,0.24,0.23,0.22,0.21,0.2
126,126,"(1, 7)","(2, 9)",1,7,2,9,0.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,127,"(2, 5)","(4, 6)",2,5,4,6,0.49,0.67,0.62,0.61,0.63,0.7,0.62,0.68,0.62,0.72
128,128,"(2, 2)","(0, 1)",2,2,0,1,0.54,0.05,0.14,0.1,0.23,0.18,0.29,0.26,0.18,0.21
129,129,"(0, 9)","(2, 8)",0,9,2,8,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,130,"(0, 3)","(8, 8)",0,3,8,8,0.51,0.16,0.82,0.3,0.59,0.46,0.41,0.57,0.27,0.69
131,131,"(0, 1)","(5, 8)",0,1,5,8,0.54,0.21,0.61,0.69,0.64,0.62,0.51,0.68,0.63,0.54
132,132,"(2, 3)","(3, 5)",2,3,3,5,0.58,0.45,0.46,0.58,0.5,0.59,0.56,0.52,0.58,0.57
133,133,"(6, 8)","(4, 6)",6,8,4,6,0.57,0.44,0.28,0.12,0.02,0.0,0.0,0.0,0.0,0.0
134,134,"(3, 6)","(2, 6)",3,6,2,6,0.51,0.81,0.47,0.64,0.72,0.56,0.67,0.65,0.65,0.63
135,135,"(5, 5)","(4, 9)",5,5,4,9,0.53,0.49,0.52,0.52,0.53,0.53,0.53,0.53,0.53,0.53
136,136,"(5, 6)","(1, 3)",5,6,1,3,0.5,0.27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
137,137,"(3, 8)","(5, 9)",3,8,5,9,0.54,0.68,0.76,0.85,0.92,0.97,1.0,1.0,1.0,1.0
138,138,"(5, 6)","(0, 9)",5,6,0,9,0.49,0.66,0.71,0.73,0.75,0.77,0.79,0.81,0.83,0.84
139,139,"(5, 7)","(1, 5)",5,7,1,5,0.48,0.56,0.41,0.38,0.4,0.38,0.38,0.39,0.39,0.39
140,140,"(6, 6)","(7, 8)",6,6,7,8,0.48,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,"(3, 5)","(2, 9)",3,5,2,9,0.53,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
142,142,"(3, 9)","(2, 5)",3,9,2,5,0.53,0.95,0.07,0.09,0.12,0.21,0.2,0.36,0.29,0.52
143,143,"(1, 4)","(5, 8)",1,4,5,8,0.55,0.45,0.68,0.68,0.65,0.69,0.73,0.71,0.74,0.76
144,144,"(3, 5)","(4, 8)",3,5,4,8,0.49,0.68,0.72,0.81,0.81,0.81,0.81,0.81,0.81,0.81
145,145,"(1, 7)","(1, 8)",1,7,1,8,0.5,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
146,146,"(1, 2)","(1, 7)",1,2,1,7,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
147,147,"(0, 5)","(1, 4)",0,5,1,4,0.51,0.77,0.18,0.95,0.02,1.0,0.0,1.0,0.0,1.0
148,148,"(1, 6)","(0, 6)",1,6,0,6,0.54,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,"(2, 3)","(7, 9)",2,3,7,9,0.5,0.16,0.21,0.34,0.34,0.25,0.31,0.28,0.41,0.28
150,150,"(2, 4)","(0, 9)",2,4,0,9,0.45,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
151,151,"(6, 9)","(2, 4)",6,9,2,4,0.52,0.37,0.3,0.24,0.19,0.18,0.18,0.18,0.18,0.18
152,152,"(3, 7)","(0, 5)",3,7,0,5,0.49,0.91,0.1,0.13,0.16,0.24,0.26,0.42,0.39,0.63
153,153,"(0, 4)","(2, 3)",0,4,2,3,0.41,0.64,0.28,0.74,0.22,0.8,0.18,0.84,0.16,0.84
154,154,"(1, 7)","(1, 3)",1,7,1,3,0.49,0.7,0.36,0.47,0.58,0.46,0.59,0.37,0.5,0.59
155,155,"(1, 4)","(4, 7)",1,4,4,7,0.47,0.64,0.69,0.7,0.71,0.71,0.71,0.71,0.71,0.71
156,156,"(0, 2)","(4, 7)",0,2,4,7,0.61,0.5,0.44,0.43,0.58,0.47,0.6,0.48,0.59,0.54
157,157,"(0, 2)","(6, 9)",0,2,6,9,0.52,0.12,0.84,0.8,0.71,0.76,0.57,0.65,0.32,0.57
158,158,"(2, 4)","(9, 9)",2,4,9,9,0.55,0.27,0.21,0.4,0.34,0.4,0.41,0.3,0.36,0.42
159,159,"(4, 5)","(4, 9)",4,5,4,9,0.48,0.52,0.56,0.6,0.64,0.7,0.78,0.86,0.96,0.96
160,160,"(1, 8)","(5, 7)",1,8,5,7,0.45,0.64,0.71,0.72,0.81,0.8,0.75,0.59,0.8,0.7
161,161,"(0, 1)","(3, 9)",0,1,3,9,0.52,0.45,0.58,0.57,0.56,0.57,0.54,0.6,0.6,0.6
162,162,"(2, 8)","(2, 4)",2,8,2,4,0.49,0.79,0.26,0.45,0.63,0.56,0.41,0.6,0.44,0.55
163,163,"(2, 8)","(8, 9)",2,8,8,9,0.44,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48
164,164,"(7, 8)","(2, 3)",7,8,2,3,0.52,0.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
165,165,"(3, 6)","(0, 3)",3,6,0,3,0.43,0.62,0.29,0.43,0.45,0.55,0.45,0.45,0.45,0.43
166,166,"(3, 6)","(6, 9)",3,6,6,9,0.52,0.5,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49
167,167,"(2, 3)","(2, 2)",2,3,2,2,0.47,0.23,0.29,0.4,0.38,0.24,0.42,0.33,0.38,0.39
168,168,"(4, 6)","(0, 6)",4,6,0,6,0.58,0.88,0.22,0.25,0.32,0.24,0.32,0.3,0.33,0.27
169,169,"(4, 9)","(1, 2)",4,9,1,2,0.39,0.35,0.31,0.32,0.23,0.21,0.2,0.13,0.12,0.13
170,170,"(1, 6)","(5, 7)",1,6,5,7,0.52,0.63,0.59,0.62,0.62,0.63,0.72,0.68,0.71,0.82
171,171,"(1, 6)","(6, 6)",1,6,6,6,0.52,0.53,0.48,0.52,0.47,0.51,0.47,0.51,0.47,0.51
172,172,"(6, 6)","(2, 5)",6,6,2,5,0.5,0.4,0.36,0.33,0.27,0.28,0.27,0.29,0.24,0.23
173,173,"(2, 2)","(2, 3)",2,2,2,3,0.48,0.26,0.35,0.41,0.3,0.33,0.33,0.36,0.38,0.36
174,174,"(3, 9)","(5, 8)",3,9,5,8,0.52,0.63,0.68,0.73,0.82,0.86,0.92,0.97,1.0,1.0
175,175,"(4, 5)","(1, 5)",4,5,1,5,0.58,0.65,0.41,0.42,0.53,0.44,0.57,0.54,0.52,0.54
176,176,"(2, 8)","(9, 9)",2,8,9,9,0.53,0.47,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49
177,177,"(5, 6)","(0, 4)",5,6,0,4,0.47,0.45,0.53,0.25,0.23,0.23,0.25,0.2,0.21,0.21
178,178,"(5, 8)","(5, 5)",5,8,5,5,0.48,0.23,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
179,179,"(0, 1)","(0, 0)",0,1,0,0,0.48,0.03,0.94,0.0,1.0,0.0,1.0,0.0,1.0,0.0
180,180,"(0, 0)","(6, 7)",0,0,6,7,0.53,0.14,0.52,0.18,0.14,0.47,0.25,0.06,0.66,0.29
181,181,"(3, 5)","(3, 4)",3,5,3,4,0.5,0.65,0.3,0.29,0.45,0.47,0.58,0.48,0.39,0.5
182,182,"(4, 5)","(1, 3)",4,5,1,3,0.43,0.51,0.27,0.37,0.25,0.28,0.27,0.31,0.23,0.18
183,183,"(6, 7)","(0, 4)",6,7,0,4,0.45,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
184,184,"(0, 7)","(3, 3)",0,7,3,3,0.48,0.69,0.26,0.78,0.23,0.78,0.22,0.79,0.21,0.8
185,185,"(0, 0)","(4, 9)",0,0,4,9,0.51,0.35,0.26,0.12,0.61,0.59,0.51,0.74,0.73,0.73
186,186,"(4, 5)","(8, 8)",4,5,8,8,0.47,0.29,0.17,0.09,0.03,0.0,0.0,0.0,0.0,0.0
187,187,"(0, 1)","(5, 9)",0,1,5,9,0.48,0.21,0.55,0.5,0.45,0.49,0.33,0.37,0.21,0.36
188,188,"(6, 9)","(1, 4)",6,9,1,4,0.52,0.39,0.34,0.35,0.33,0.32,0.31,0.32,0.31,0.32
189,189,"(0, 4)","(7, 7)",0,4,7,7,0.45,0.43,0.45,0.58,0.4,0.58,0.42,0.47,0.55,0.4
190,190,"(6, 7)","(2, 6)",6,7,2,6,0.4,0.43,0.42,0.43,0.44,0.43,0.44,0.43,0.44,0.43
191,191,"(0, 2)","(7, 7)",0,2,7,7,0.45,0.07,0.88,0.11,0.83,0.29,0.36,0.45,0.36,0.42
192,192,"(2, 6)","(1, 3)",2,6,1,3,0.5,0.6,0.37,0.52,0.49,0.48,0.55,0.46,0.4,0.57
193,193,"(0, 7)","(4, 5)",0,7,4,5,0.49,0.73,0.46,0.77,0.36,0.81,0.36,0.86,0.22,0.89
194,194,"(5, 5)","(3, 8)",5,5,3,8,0.48,0.5,0.46,0.46,0.47,0.47,0.47,0.47,0.47,0.47
195,195,"(0, 1)","(4, 5)",0,1,4,5,0.48,0.24,0.43,0.34,0.3,0.36,0.32,0.4,0.3,0.38
196,196,"(1, 5)","(0, 6)",1,5,0,6,0.48,0.93,0.11,0.46,0.6,0.83,0.34,0.59,0.76,0.52
197,197,"(8, 8)","(3, 6)",8,8,3,6,0.49,0.42,0.39,0.37,0.35,0.33,0.31,0.29,0.28,0.27
198,198,"(4, 4)","(3, 6)",4,4,3,6,0.45,0.5,0.54,0.54,0.53,0.55,0.57,0.54,0.57,0.6
199,199,"(5, 9)","(1, 8)",5,9,1,8,0.56,0.8,0.9,0.96,1.0,1.0,1.0,1.0,1.0,1.0
200,200,"(3, 8)","(1, 5)",3,8,1,5,0.58,0.82,0.25,0.37,0.46,0.62,0.52,0.53,0.67,0.59
201,201,"(0, 8)","(3, 7)",0,8,3,7,0.52,0.92,0.54,0.85,0.54,0.85,0.54,0.85,0.54,0.85
202,202,"(1, 7)","(0, 8)",1,7,0,8,0.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,203,"(5, 7)","(9, 9)",5,7,9,9,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204,"(6, 8)","(5, 7)",6,8,5,7,0.49,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205,"(1, 9)","(0, 0)",1,9,0,0,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52
