,id,B,S,Bl,Bt,Sl,St,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
5662,5662,"(0, 4)","(4, 4)",0,4,4,4,0.07,0.93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5663,5663,"(6, 7)","(4, 7)",6,7,4,7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5664,5664,"(0, 3)","(1, 6)",0,3,1,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5665,5665,"(1, 4)","(7, 8)",1,4,7,8,0.24,0.58,0.26,0.5,0.34,0.54,0.33,0.58,0.26,0.6,0.27,0.5,0.27,0.52,0.22,0.35,0.41,0.46,0.38,0.46,0.41,0.55,0.22,0.48,0.34,0.52,0.35,0.59,0.33,0.56,0.3,0.49,0.47,0.38,0.5,0.29,0.37,0.41,0.49,0.42,0.5,0.44,0.54,0.27,0.6,0.21,0.62,0.25,0.55,0.19
5666,5666,"(6, 6)","(3, 6)",6,6,3,6,0.94,0.11,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5667,5667,"(0, 2)","(1, 3)",0,2,1,3,0.14,0.88,0.01,0.99,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5668,5668,"(2, 5)","(5, 6)",2,5,5,6,0.74,0.47,0.52,0.5,0.54,0.57,0.53,0.56,0.63,0.55,0.6,0.52,0.49,0.58,0.47,0.61,0.54,0.57,0.48,0.7,0.44,0.57,0.54,0.55,0.45,0.6,0.62,0.5,0.6,0.5,0.51,0.48,0.54,0.48,0.54,0.49,0.5,0.57,0.56,0.5,0.56,0.52,0.58,0.5,0.53,0.54,0.53,0.5,0.53,0.56
5669,5669,"(2, 3)","(2, 7)",2,3,2,7,0.55,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
5670,5670,"(5, 7)","(3, 6)",5,7,3,6,0.36,0.27,0.21,0.21,0.21,0.2,0.22,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.2
5671,5671,"(0, 1)","(5, 5)",0,1,5,5,0.38,0.07,0.84,0.05,0.87,0.06,0.84,0.09,0.78,0.14,0.66,0.22,0.49,0.28,0.45,0.17,0.46,0.35,0.39,0.24,0.43,0.17,0.53,0.31,0.23,0.54,0.19,0.42,0.37,0.25,0.43,0.36,0.26,0.41,0.32,0.41,0.22,0.42,0.32,0.28,0.32,0.42,0.29,0.34,0.4,0.25,0.34,0.36,0.23,0.53
5672,5672,"(3, 8)","(0, 1)",3,8,0,1,0.33,0.37,0.44,0.41,0.42,0.55,0.42,0.55,0.45,0.53,0.47,0.5,0.51,0.48,0.5,0.51,0.49,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48
5673,5673,"(1, 3)","(3, 5)",1,3,3,5,0.33,0.64,0.4,0.45,0.66,0.39,0.53,0.57,0.52,0.49,0.54,0.54,0.44,0.6,0.52,0.53,0.55,0.48,0.55,0.58,0.57,0.53,0.5,0.59,0.53,0.56,0.55,0.52,0.57,0.55,0.52,0.59,0.54,0.54,0.57,0.6,0.58,0.56,0.54,0.57,0.59,0.58,0.56,0.54,0.57,0.59,0.58,0.56,0.54,0.57
5674,5674,"(0, 1)","(2, 6)",0,1,2,6,0.22,0.44,0.48,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52,0.51,0.52
5675,5675,"(0, 8)","(2, 3)",0,8,2,3,0.58,0.6,0.47,0.58,0.43,0.58,0.43,0.58,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57,0.43,0.57
5676,5676,"(3, 7)","(1, 3)",3,7,1,3,0.87,0.12,0.2,0.14,0.23,0.26,0.37,0.35,0.49,0.45,0.44,0.42,0.57,0.47,0.38,0.45,0.57,0.47,0.41,0.5,0.52,0.57,0.41,0.5,0.52,0.4,0.48,0.46,0.57,0.38,0.48,0.5,0.47,0.47,0.48,0.51,0.55,0.5,0.55,0.42,0.61,0.45,0.42,0.46,0.42,0.52,0.48,0.47,0.58,0.42
5677,5677,"(3, 3)","(3, 6)",3,3,3,6,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,5678,"(0, 0)","(1, 2)",0,0,1,2,0.47,0.07,0.55,0.13,0.55,0.11,0.6,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12,0.57,0.12
5679,5679,"(0, 2)","(3, 6)",0,2,3,6,0.85,0.34,0.61,0.45,0.42,0.49,0.49,0.53,0.56,0.57,0.55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
5680,5680,"(3, 8)","(0, 7)",3,8,0,7,0.94,0.42,0.52,0.8,0.58,0.74,0.71,0.65,0.69,0.72,0.75,0.88,0.44,0.5,0.72,0.65,0.8,0.84,0.46,0.58,0.79,0.53,0.78,0.68,0.55,0.72,0.77,0.62,0.67,0.79,0.52,0.67,0.79,0.65,0.73,0.72,0.79,0.7,0.77,0.65,0.74,0.66,0.71,0.8,0.75,0.73,0.89,0.51,0.65,0.84
5681,5681,"(2, 3)","(1, 6)",2,3,1,6,0.52,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
5682,5682,"(1, 7)","(2, 8)",1,7,2,8,0.21,0.83,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
5683,5683,"(2, 3)","(4, 5)",2,3,4,5,0.87,0.05,0.06,0.08,0.16,0.12,0.2,0.2,0.47,0.18,0.27,0.24,0.32,0.44,0.49,0.46,0.56,0.47,0.15,0.18,0.28,0.37,0.42,0.34,0.46,0.32,0.42,0.32,0.39,0.44,0.3,0.24,0.42,0.41,0.29,0.39,0.27,0.48,0.45,0.38,0.47,0.47,0.35,0.38,0.39,0.31,0.34,0.45,0.53,0.31
5684,5684,"(6, 8)","(4, 5)",6,8,4,5,0.78,0.39,0.16,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5685,5685,"(0, 2)","(0, 8)",0,2,0,8,0.47,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
5686,5686,"(4, 4)","(5, 6)",4,4,5,6,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5687,5687,"(5, 7)","(6, 7)",5,7,6,7,0.76,0.66,0.55,0.34,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,5688,"(5, 5)","(0, 6)",5,5,0,6,0.82,0.37,0.44,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
5689,5689,"(2, 4)","(6, 7)",2,4,6,7,0.94,0.45,0.33,0.43,0.41,0.43,0.43,0.37,0.51,0.38,0.49,0.38,0.44,0.42,0.31,0.37,0.54,0.23,0.27,0.41,0.35,0.36,0.47,0.28,0.4,0.38,0.41,0.4,0.43,0.37,0.42,0.42,0.31,0.47,0.4,0.36,0.51,0.3,0.44,0.39,0.42,0.37,0.51,0.31,0.42,0.42,0.4,0.43,0.4,0.42
5690,5690,"(4, 5)","(6, 8)",4,5,6,8,0.87,0.8,0.78,0.71,0.65,0.61,0.53,0.34,0.26,0.15,0.08,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5691,5691,"(0, 2)","(3, 6)",0,2,3,6,0.04,0.95,0.07,0.87,0.16,0.81,0.24,0.7,0.35,0.58,0.46,0.51,0.54,0.51,0.56,0.54,0.54,0.5,0.57,0.56,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
5692,5692,"(3, 6)","(4, 7)",3,6,4,7,0.61,0.83,0.76,0.72,0.8,0.82,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81,0.77,0.81
5693,5693,"(0, 6)","(4, 7)",0,6,4,7,0.71,0.86,0.63,0.8,0.77,0.79,0.8,0.77,0.81,0.76,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
5694,5694,"(3, 5)","(6, 7)",3,5,6,7,0.51,0.44,0.41,0.36,0.43,0.35,0.42,0.31,0.4,0.32,0.31,0.34,0.35,0.4,0.45,0.31,0.29,0.38,0.28,0.36,0.34,0.4,0.39,0.37,0.34,0.36,0.4,0.4,0.32,0.33,0.42,0.23,0.28,0.28,0.27,0.28,0.3,0.28,0.29,0.36,0.29,0.29,0.35,0.27,0.29,0.29,0.3,0.31,0.35,0.25
5695,5695,"(5, 7)","(0, 1)",5,7,0,1,0.48,0.19,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
5696,5696,"(1, 6)","(2, 7)",1,6,2,7,0.36,0.94,0.4,0.74,0.87,0.56,0.77,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86,0.61,0.86
5697,5697,"(5, 7)","(5, 7)",5,7,5,7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,5698,"(4, 8)","(3, 8)",4,8,3,8,0.62,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5699,5699,"(2, 5)","(5, 8)",2,5,5,8,0.04,0.04,0.08,0.12,0.16,0.24,0.2,0.36,0.32,0.38,0.46,0.28,0.28,0.36,0.4,0.32,0.32,0.48,0.3,0.42,0.28,0.42,0.4,0.44,0.24,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2
5700,5700,"(0, 6)","(0, 4)",0,6,0,4,0.32,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5701,5701,"(3, 5)","(4, 6)",3,5,4,6,0.21,0.23,0.27,0.25,0.27,0.24,0.24,0.26,0.29,0.3,0.35,0.35,0.39,0.4,0.46,0.52,0.46,0.47,0.49,0.52,0.53,0.54,0.54,0.52,0.55,0.54,0.57,0.57,0.62,0.68,0.67,0.65,0.63,0.66,0.68,0.65,0.67,0.62,0.71,0.67,0.63,0.68,0.67,0.66,0.65,0.69,0.68,0.64,0.64,0.69
5702,5702,"(3, 4)","(4, 4)",3,4,4,4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,5703,"(0, 7)","(2, 8)",0,7,2,8,0.89,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
5704,5704,"(4, 5)","(1, 3)",4,5,1,3,0.13,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
5705,5705,"(3, 8)","(3, 4)",3,8,3,4,0.63,0.59,0.3,0.48,0.42,0.48,0.54,0.46,0.6,0.53,0.48,0.61,0.43,0.55,0.57,0.43,0.58,0.4,0.6,0.56,0.44,0.65,0.45,0.39,0.56,0.53,0.53,0.66,0.4,0.46,0.48,0.61,0.66,0.33,0.5,0.4,0.55,0.59,0.39,0.48,0.59,0.57,0.55,0.47,0.51,0.66,0.35,0.51,0.35,0.52
5706,5706,"(1, 2)","(4, 8)",1,2,4,8,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
5707,5707,"(1, 6)","(5, 6)",1,6,5,6,0.68,0.66,0.66,0.65,0.65,0.6,0.62,0.67,0.64,0.7,0.66,0.69,0.7,0.66,0.64,0.58,0.58,0.54,0.6,0.68,0.59,0.67,0.68,0.54,0.66,0.65,0.66,0.67,0.67,0.58,0.66,0.59,0.66,0.59,0.69,0.53,0.64,0.64,0.66,0.67,0.6,0.66,0.54,0.68,0.54,0.64,0.55,0.59,0.67,0.64
5708,5708,"(1, 3)","(0, 3)",1,3,0,3,0.56,0.2,0.57,0.26,0.54,0.27,0.49,0.28,0.62,0.17,0.52,0.34,0.48,0.38,0.43,0.43,0.45,0.33,0.51,0.36,0.43,0.34,0.59,0.23,0.39,0.46,0.35,0.39,0.49,0.44,0.31,0.54,0.27,0.46,0.4,0.52,0.31,0.46,0.38,0.54,0.31,0.41,0.46,0.47,0.41,0.37,0.43,0.49,0.34,0.41
5709,5709,"(4, 7)","(0, 1)",4,7,0,1,0.42,0.3,0.25,0.24,0.16,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
5710,5710,"(0, 0)","(2, 6)",0,0,2,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5711,5711,"(0, 7)","(4, 6)",0,7,4,6,0.6,0.78,0.58,0.75,0.66,0.71,0.65,0.74,0.63,0.7,0.64,0.74,0.59,0.73,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72,0.62,0.72
5712,5712,"(3, 7)","(1, 6)",3,7,1,6,0.88,0.29,0.46,0.48,0.72,0.54,0.74,0.58,0.63,0.74,0.56,0.64,0.71,0.48,0.67,0.6,0.67,0.65,0.62,0.63,0.78,0.47,0.44,0.75,0.45,0.74,0.48,0.65,0.6,0.61,0.6,0.63,0.78,0.59,0.5,0.71,0.6,0.72,0.63,0.71,0.79,0.38,0.45,0.62,0.56,0.73,0.58,0.52,0.67,0.77
5713,5713,"(6, 7)","(1, 1)",6,7,1,1,0.67,0.17,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
5714,5714,"(6, 8)","(4, 6)",6,8,4,6,0.8,0.52,0.41,0.29,0.17,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,5715,"(3, 7)","(4, 6)",3,7,4,6,0.42,0.67,0.58,0.68,0.75,0.64,0.58,0.8,0.45,0.48,0.7,0.39,0.51,0.59,0.62,0.64,0.8,0.48,0.56,0.78,0.49,0.59,0.58,0.6,0.67,0.79,0.53,0.59,0.81,0.48,0.47,0.7,0.58,0.67,0.74,0.65,0.53,0.72,0.67,0.41,0.55,0.67,0.57,0.69,0.68,0.6,0.73,0.73,0.61,0.57
5716,5716,"(6, 7)","(2, 3)",6,7,2,3,0.35,0.25,0.19,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
5717,5717,"(5, 7)","(1, 3)",5,7,1,3,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
5718,5718,"(3, 8)","(2, 8)",3,8,2,8,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5719,5719,"(3, 6)","(3, 5)",3,6,3,5,0.22,0.25,0.28,0.45,0.28,0.44,0.41,0.64,0.5,0.7,0.43,0.54,0.64,0.48,0.63,0.51,0.59,0.55,0.56,0.6,0.63,0.48,0.58,0.64,0.48,0.53,0.71,0.42,0.53,0.6,0.61,0.44,0.57,0.54,0.7,0.45,0.47,0.64,0.51,0.58,0.69,0.42,0.58,0.54,0.51,0.67,0.57,0.41,0.59,0.55
5720,5720,"(2, 5)","(2, 6)",2,5,2,6,0.88,0.2,0.41,0.69,0.58,0.69,0.7,0.65,0.61,0.72,0.72,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7,0.73,0.7
5721,5721,"(6, 8)","(5, 6)",6,8,5,6,0.58,0.38,0.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
