,id,B,S,Bl,Bt,Sl,St,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1796,1796,"(1, 1)","(0, 8)",1,1,0,8,0.11,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
1797,1797,"(3, 4)","(6, 8)",3,4,6,8,0.7,0.37,0.31,0.31,0.24,0.17,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,1798,"(0, 1)","(1, 5)",0,1,1,5,0.81,0.15,0.68,0.28,0.55,0.39,0.38,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
1799,1799,"(0, 0)","(2, 7)",0,0,2,7,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
1800,1800,"(1, 1)","(3, 4)",1,1,3,4,0.68,0.13,0.2,0.28,0.24,0.27,0.32,0.29,0.24,0.23,0.31,0.34,0.23,0.27,0.31,0.23,0.27,0.33,0.27,0.24,0.3,0.16,0.41,0.27,0.18,0.38,0.31,0.34,0.32,0.19,0.34,0.34,0.25,0.34,0.28,0.26,0.29,0.39,0.29,0.34,0.41,0.39,0.28,0.36,0.34,0.25,0.43,0.29,0.29,0.29
1801,1801,"(3, 5)","(1, 2)",3,5,1,2,0.65,0.21,0.15,0.21,0.16,0.15,0.12,0.17,0.14,0.12,0.15,0.17,0.17,0.16,0.34,0.14,0.16,0.15,0.2,0.13,0.16,0.14,0.17,0.17,0.13,0.14,0.11,0.15,0.15,0.19,0.19,0.2,0.24,0.25,0.34,0.34,0.28,0.37,0.4,0.49,0.33,0.4,0.44,0.39,0.45,0.4,0.44,0.41,0.41,0.42
1802,1802,"(0, 1)","(3, 8)",0,1,3,8,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
1803,1803,"(0, 2)","(2, 6)",0,2,2,6,0.22,0.71,0.46,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
1804,1804,"(1, 8)","(0, 4)",1,8,0,4,0.69,0.52,0.58,0.46,0.63,0.42,0.61,0.47,0.69,0.31,0.67,0.47,0.57,0.56,0.52,0.49,0.63,0.5,0.52,0.6,0.46,0.58,0.57,0.41,0.57,0.58,0.54,0.61,0.42,0.65,0.4,0.68,0.4,0.6,0.43,0.66,0.39,0.69,0.39,0.51,0.56,0.53,0.58,0.51,0.57,0.48,0.53,0.61,0.5,0.5
1805,1805,"(5, 7)","(3, 7)",5,7,3,7,0.3,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
1806,1806,"(0, 8)","(3, 3)",0,8,3,3,0.48,0.69,0.34,0.73,0.28,0.76,0.24,0.82,0.18,0.84,0.16,0.86,0.14,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88,0.12,0.88
1807,1807,"(1, 4)","(0, 7)",1,4,0,7,0.83,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
1808,1808,"(1, 4)","(3, 7)",1,4,3,7,0.76,0.69,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
1809,1809,"(0, 5)","(0, 8)",0,5,0,8,0.72,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
1810,1810,"(4, 4)","(2, 3)",4,4,2,3,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,1811,"(2, 5)","(0, 3)",2,5,0,3,0.48,0.71,0.24,0.38,0.57,0.46,0.37,0.62,0.33,0.43,0.56,0.35,0.51,0.4,0.57,0.43,0.44,0.64,0.33,0.42,0.58,0.41,0.52,0.57,0.23,0.57,0.29,0.67,0.32,0.3,0.67,0.32,0.37,0.64,0.35,0.38,0.56,0.36,0.52,0.42,0.55,0.41,0.46,0.63,0.28,0.5,0.4,0.39,0.49,0.53
1812,1812,"(1, 7)","(4, 7)",1,7,4,7,0.94,0.39,0.66,0.96,0.26,0.48,0.78,0.66,0.84,0.73,0.71,0.9,0.57,0.69,0.94,0.41,0.67,0.95,0.27,0.49,0.82,0.53,0.71,0.8,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64,0.85,0.64
1813,1813,"(6, 7)","(2, 3)",6,7,2,3,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,1814,"(2, 6)","(4, 5)",2,6,4,5,0.31,0.59,0.53,0.66,0.49,0.5,0.76,0.36,0.5,0.66,0.57,0.63,0.63,0.54,0.6,0.68,0.47,0.55,0.62,0.62,0.47,0.59,0.62,0.59,0.55,0.62,0.59,0.42,0.62,0.51,0.68,0.6,0.59,0.57,0.64,0.38,0.64,0.54,0.52,0.67,0.52,0.54,0.6,0.62,0.5,0.55,0.7,0.49,0.61,0.67
1815,1815,"(0, 2)","(0, 1)",0,2,0,1,0.19,0.75,0.07,0.89,0.04,0.96,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1816,1816,"(1, 4)","(1, 2)",1,4,1,2,0.64,0.11,0.45,0.33,0.53,0.28,0.46,0.38,0.59,0.28,0.5,0.4,0.5,0.33,0.45,0.42,0.52,0.34,0.46,0.36,0.47,0.4,0.44,0.42,0.39,0.49,0.46,0.42,0.45,0.35,0.38,0.5,0.35,0.47,0.36,0.54,0.32,0.41,0.46,0.38,0.37,0.51,0.43,0.4,0.44,0.41,0.38,0.42,0.52,0.41
1817,1817,"(0, 5)","(1, 2)",0,5,1,2,0.1,0.95,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1818,1818,"(5, 6)","(2, 8)",5,6,2,8,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,1819,"(4, 4)","(5, 6)",4,4,5,6,0.5,0.34,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,1820,"(0, 5)","(4, 6)",0,5,4,6,0.45,0.73,0.55,0.73,0.56,0.64,0.69,0.7,0.58,0.66,0.72,0.55,0.62,0.74,0.57,0.68,0.68,0.62,0.71,0.68,0.64,0.74,0.65,0.68,0.73,0.65,0.72,0.68,0.68,0.71,0.66,0.69,0.69,0.71,0.64,0.72,0.67,0.67,0.76,0.62,0.7,0.69,0.69,0.63,0.73,0.63,0.66,0.7,0.64,0.61
1821,1821,"(4, 7)","(1, 7)",4,7,1,7,0.16,0.19,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
1822,1822,"(1, 6)","(0, 2)",1,6,0,2,0.62,0.36,0.63,0.36,0.61,0.37,0.53,0.46,0.56,0.43,0.58,0.41,0.58,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4,0.57,0.4
1823,1823,"(3, 3)","(1, 1)",3,3,1,1,0.68,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
1824,1824,"(1, 2)","(1, 3)",1,2,1,3,0.5,0.29,0.51,0.28,0.46,0.32,0.47,0.31,0.49,0.3,0.52,0.3,0.48,0.33,0.53,0.26,0.4,0.41,0.41,0.41,0.39,0.38,0.36,0.41,0.36,0.37,0.45,0.35,0.41,0.43,0.39,0.44,0.35,0.47,0.44,0.4,0.45,0.42,0.46,0.42,0.43,0.42,0.45,0.42,0.43,0.42,0.45,0.42,0.43,0.42
1825,1825,"(2, 7)","(8, 8)",2,7,8,8,0.45,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54,0.46,0.54
1826,1826,"(5, 5)","(4, 4)",5,5,4,4,0.39,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,1827,"(5, 6)","(3, 4)",5,6,3,4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,1828,"(3, 7)","(2, 8)",3,7,2,8,0.24,0.35,0.52,0.7,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1829,1829,"(1, 3)","(3, 3)",1,3,3,3,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,1830,"(4, 4)","(1, 5)",4,4,1,5,0.15,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
1831,1831,"(1, 1)","(5, 6)",1,1,5,6,0.09,0.46,0.15,0.4,0.12,0.21,0.16,0.2,0.21,0.2,0.25,0.18,0.28,0.18,0.26,0.24,0.29,0.22,0.24,0.2,0.24,0.18,0.15,0.34,0.2,0.29,0.09,0.3,0.21,0.18,0.19,0.23,0.21,0.2,0.2,0.25,0.18,0.25,0.23,0.2,0.24,0.15,0.28,0.2,0.28,0.15,0.37,0.11,0.36,0.07
1832,1832,"(5, 7)","(5, 8)",5,7,5,8,0.46,0.26,0.12,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,1833,"(1, 1)","(7, 8)",1,1,7,8,0.05,0.3,0.1,0.32,0.05,0.13,0.15,0.17,0.3,0.13,0.15,0.34,0.17,0.22,0.34,0.16,0.31,0.15,0.28,0.13,0.27,0.22,0.19,0.19,0.34,0.16,0.23,0.39,0.1,0.26,0.14,0.17,0.3,0.2,0.3,0.1,0.25,0.21,0.2,0.24,0.2,0.22,0.26,0.23,0.16,0.25,0.19,0.18,0.27,0.17
1834,1834,"(3, 3)","(3, 6)",3,3,3,6,0.94,0.07,0.06,0.05,0.04,0.04,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,1835,"(1, 7)","(6, 6)",1,7,6,6,0.54,0.55,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51
1836,1836,"(5, 8)","(4, 7)",5,8,4,7,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,1837,"(5, 6)","(4, 8)",5,6,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,1838,"(0, 5)","(1, 2)",0,5,1,2,0.14,0.96,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1839,1839,"(7, 8)","(6, 8)",7,8,6,8,0.6,0.21,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,1840,"(1, 4)","(2, 3)",1,4,2,3,0.65,0.18,0.45,0.37,0.58,0.34,0.51,0.41,0.46,0.47,0.48,0.4,0.37,0.6,0.28,0.45,0.38,0.57,0.29,0.68,0.08,0.36,0.6,0.25,0.62,0.27,0.49,0.4,0.49,0.44,0.41,0.46,0.48,0.44,0.44,0.41,0.58,0.33,0.48,0.36,0.53,0.35,0.66,0.19,0.42,0.52,0.4,0.51,0.3,0.51
1841,1841,"(1, 8)","(3, 4)",1,8,3,4,0.68,0.45,0.67,0.4,0.7,0.38,0.65,0.37,0.76,0.27,0.69,0.39,0.66,0.43,0.68,0.36,0.67,0.41,0.73,0.3,0.72,0.37,0.68,0.35,0.7,0.37,0.68,0.37,0.75,0.29,0.75,0.3,0.76,0.27,0.79,0.24,0.81,0.21,0.81,0.21,0.79,0.24,0.81,0.2,0.8,0.22,0.8,0.22,0.8,0.22
1842,1842,"(1, 2)","(0, 2)",1,2,0,2,0.16,0.6,0.09,0.42,0.22,0.44,0.3,0.36,0.33,0.34,0.33,0.34,0.33,0.34,0.35,0.26,0.46,0.26,0.36,0.41,0.24,0.44,0.19,0.46,0.19,0.48,0.2,0.43,0.26,0.45,0.3,0.29,0.45,0.26,0.2,0.61,0.08,0.15,0.33,0.36,0.28,0.4,0.29,0.3,0.39,0.29,0.45,0.21,0.46,0.24
1843,1843,"(4, 6)","(5, 7)",4,6,5,7,0.58,0.56,0.56,0.58,0.59,0.6,0.58,0.66,0.57,0.61,0.57,0.56,0.52,0.54,0.54,0.51,0.49,0.48,0.43,0.41,0.4,0.38,0.32,0.28,0.22,0.2,0.18,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
1844,1844,"(1, 8)","(0, 2)",1,8,0,2,0.69,0.33,0.84,0.17,0.36,0.51,0.54,0.53,0.52,0.42,0.58,0.42,0.56,0.47,0.52,0.48,0.55,0.46,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47,0.52,0.47,0.54,0.47
1845,1845,"(3, 7)","(6, 8)",3,7,6,8,0.62,0.51,0.51,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52,0.48
1846,1846,"(2, 3)","(3, 8)",2,3,3,8,0.6,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
1847,1847,"(4, 5)","(5, 7)",4,5,5,7,0.83,0.75,0.66,0.64,0.66,0.66,0.64,0.6,0.53,0.48,0.43,0.38,0.35,0.28,0.24,0.19,0.17,0.15,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
1848,1848,"(4, 7)","(1, 8)",4,7,1,8,0.59,0.9,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1849,1849,"(4, 8)","(2, 5)",4,8,2,5,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,1850,"(2, 5)","(1, 4)",2,5,1,4,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,1851,"(4, 8)","(0, 4)",4,8,0,4,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
1852,1852,"(0, 2)","(1, 3)",0,2,1,3,0.74,0.02,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1853,1853,"(1, 5)","(5, 5)",1,5,5,5,0.28,0.68,0.27,0.69,0.33,0.55,0.45,0.62,0.32,0.62,0.43,0.59,0.45,0.59,0.45,0.57,0.53,0.52,0.57,0.4,0.59,0.45,0.61,0.42,0.62,0.42,0.57,0.44,0.58,0.51,0.59,0.49,0.49,0.45,0.58,0.53,0.57,0.47,0.57,0.48,0.58,0.37,0.59,0.42,0.63,0.34,0.58,0.39,0.58,0.46
1854,1854,"(4, 5)","(5, 6)",4,5,5,6,0.91,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,1855,"(8, 8)","(1, 4)",8,8,1,4,0.44,0.29,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
