Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset14_density,DecisionTree,vector,1000,0,0.6714303135959456,0.5766138252248239,"{'1': 0.5861408977967058, '2': 0.764802493588437, '3': 0.6067844909075136, '4': 0.7331989332967783, '5': 0.6246060353686405, '6': 0.7212024422869006, '7': 0.6257500082403409, '8': 0.7341721988449706, '9': 0.6462153220332236}","{'1': 0.6708855276526468, '2': 0.4573947663624295, '3': 0.6603885616369107, '4': 0.5051223960620216, '5': 0.6398712612499281, '6': 0.5092089666851616, '7': 0.6421783744598709, '8': 0.49200589456369925, '9': 0.6124686783507451}"
dataset14_density,DecisionTree,vector,1000,1,0.6869837681613918,0.5384761305269489,"{'1': 0.580010974415218, '2': 0.6749397208153181, '3': 0.6567976455647192, '4': 0.7143187683302351, '5': 0.6813292174895826, '6': 0.7363330188730437, '7': 0.686046604431933, '8': 0.7632402478320955, '9': 0.6898377157003807}","{'1': 0.6836832767345937, '2': 0.5320094432845666, '3': 0.5787534519136479, '4': 0.5032928999476738, '5': 0.5550289736670044, '6': 0.4584651454980626, '7': 0.5568219155989315, '8': 0.4365167997592515, '9': 0.5417132683388076}"
dataset14_density,DecisionTree,vector,1000,2,0.6184510317490474,0.591143739616003,"{'1': 0.5378521661509829, '2': 0.6429138827913321, '3': 0.5776337790383844, '4': 0.6540538910549274, '5': 0.5782250202974648, '6': 0.6737560792617564, '7': 0.6063521252972243, '8': 0.6835243059426135, '9': 0.6117480359067399}","{'1': 0.6910242879917947, '2': 0.5559450788273841, '3': 0.6533876535203403, '4': 0.5370648151569407, '5': 0.6484911806565837, '6': 0.5149261339499104, '7': 0.6114453626858465, '8': 0.503315062831482, '9': 0.604694080923746}"
dataset14_density,DecisionTree,vector,1000,3,0.6074065166012379,0.6444643514800238,"{'1': 0.5154649693981179, '2': 0.7196182511201243, '3': 0.5322794836250357, '4': 0.6733138599011644, '5': 0.5571059995678735, '6': 0.6800590684298441, '7': 0.5472217236160426, '8': 0.6775684038079872, '9': 0.564026889944951}","{'1': 0.7568091572175164, '2': 0.5250752975931771, '3': 0.732710090942344, '4': 0.5686391232250306, '5': 0.6978874168227347, '6': 0.5589164462129759, '7': 0.7123077116296478, '8': 0.5620544492203411, '9': 0.6857794704564476}"
dataset14_density,DecisionTree,vector,1000,4,0.5862359560800672,0.6312997768320205,"{'1': 0.48843073982786117, '2': 0.6400939999432058, '3': 0.5209949998985858, '4': 0.632527864387741, '5': 0.5900215653708412, '6': 0.6416244244633917, '7': 0.5426080917188332, '8': 0.6739415870670042, '9': 0.54588033204314}","{'1': 0.7692888235196209, '2': 0.5552446084954753, '3': 0.7068134832222968, '4': 0.5839150582340498, '5': 0.6323268625977962, '6': 0.5648542156481067, '7': 0.687757976510861, '8': 0.500283164120569, '9': 0.6812137991394097}"
dataset14_density,DecisionTree,vector,1000,5,0.5783827387837381,0.6516210229071964,"{'1': 0.5565926098277902, '2': 0.6124800755707946, '3': 0.5602579415233292, '4': 0.610382367107792, '5': 0.5405544050424216, '6': 0.6086227021052797, '7': 0.5502074347434569, '8': 0.6127650514256491, '9': 0.5535820617071309}","{'1': 0.674736947323118, '2': 0.61136238467356, '3': 0.6704173241721817, '4': 0.6088128781392295, '5': 0.6947211534020488, '6': 0.622470212179215, '7': 0.6864389395178396, '8': 0.6096274381437392, '9': 0.6860019286138356}"
dataset14_density,DecisionTree,vector,1000,6,0.5624161554004415,0.6729541771029874,"{'1': 0.5023042013841981, '2': 0.6064864199119159, '3': 0.5028424686532449, '4': 0.6087998225080326, '5': 0.5015202893661687, '6': 0.6425907959729396, '7': 0.5104970690268589, '8': 0.6641302749063273, '9': 0.522574056874288}","{'1': 0.7301355650565383, '2': 0.6156779586838358, '3': 0.7433298633121821, '4': 0.613252639316533, '5': 0.7492048758927196, '6': 0.5794911537779022, '7': 0.7360143691589145, '8': 0.5606843799345861, '9': 0.7287967887936748}"
dataset14_density,DecisionTree,vector,1000,7,0.5928403567289797,0.6483402170348662,"{'1': 0.49319709372826487, '2': 0.647164977838772, '3': 0.5097338310319153, '4': 0.6464113632088393, '5': 0.5498222000446344, '6': 0.6572546887825008, '7': 0.5750035253686103, '8': 0.6666619318252385, '9': 0.590313598732042}","{'1': 0.7723166239090453, '2': 0.5557725039168038, '3': 0.7419713541630537, '4': 0.5872884649896413, '5': 0.7001052269106967, '6': 0.5719170231830831, '7': 0.6780423293775472, '8': 0.5673306606187911, '9': 0.6603177662451332}"
dataset14_density,DecisionTree,vector,1000,8,0.6215256736417872,0.6210794942632049,"{'1': 0.5547214023871291, '2': 0.6427402470390562, '3': 0.5832667168262982, '4': 0.661992396202454, '5': 0.6184682381832737, '6': 0.6487805779981135, '7': 0.6106891970015834, '8': 0.6710693327993539, '9': 0.6020029543388229}","{'1': 0.6447601550244066, '2': 0.5687351947816615, '3': 0.6602238544092266, '4': 0.5824418193562552, '5': 0.6371408586699963, '6': 0.6037607120750479, '7': 0.6532817230525341, '8': 0.5774410060584791, '9': 0.6619301249412367}"
dataset14_density,DecisionTree,vector,1000,9,0.5908050134175818,0.5954085812070509,"{'1': 0.4769799664291813, '2': 0.6063301071381089, '3': 0.5596280892751794, '4': 0.636568961381894, '5': 0.5618943903503671, '6': 0.6585689246836313, '7': 0.5825318073891222, '8': 0.6588363263829133, '9': 0.5759065477278391}","{'1': 0.7316845935773517, '2': 0.5844134636510074, '3': 0.6237853064157793, '4': 0.5428822426026059, '5': 0.6333304119594712, '6': 0.5093024353366811, '7': 0.6118120194288621, '8': 0.5038302449257486, '9': 0.617636512965951}"
dataset14_density,RandomForest,vector,1000,0,0.5008643766964587,0.7586909462072459,"{'1': 0.3087042464712714, '2': 0.6065549669849963, '3': 0.43899734244740746, '4': 0.563187057751366, '5': 0.4597608236011682, '6': 0.5821561330437913, '7': 0.4574447186569907, '8': 0.6014893174373505, '9': 0.489484783873786}","{'1': 0.9087089637137535, '2': 0.6587083093306106, '3': 0.8222387286545927, '4': 0.7080157114507601, '5': 0.8048766015180893, '6': 0.680212711660577, '7': 0.8087761348907774, '8': 0.6590280601902966, '9': 0.7776532944557549}"
dataset14_density,RandomForest,vector,1000,1,0.4415778396917258,0.8062708912486379,"{'1': 0.3314275312023468, '2': 0.4734983598015446, '3': 0.39254076887424855, '4': 0.48664041386556495, '5': 0.4309964466926272, '6': 0.5102183920563953, '7': 0.401948030637689, '8': 0.5283371310139622, '9': 0.41859348308115446}","{'1': 0.8967174635828752, '2': 0.7696734127682303, '3': 0.8495324955691879, '4': 0.7694672710441053, '5': 0.8219405259048069, '6': 0.739989981459223, '7': 0.847871407219029, '8': 0.7299894634852391, '9': 0.8312560002050445}"
dataset14_density,RandomForest,vector,1000,2,0.4302182767359648,0.7961311995182229,"{'1': 0.29116228492282786, '2': 0.47325680430568257, '3': 0.35990051680328994, '4': 0.49837552420206516, '5': 0.3699041416234633, '6': 0.5187150715943019, '7': 0.4049963699099455, '8': 0.5506294331842394, '9': 0.4050243440778677}","{'1': 0.9094541113549335, '2': 0.7593838279262859, '3': 0.8654437717922502, '4': 0.7312140684703343, '5': 0.8561463606180651, '6': 0.7124851920318365, '7': 0.8266577021488811, '8': 0.6776765454897928, '9': 0.8267192158316272}"
dataset14_density,RandomForest,vector,1000,3,0.463009078808596,0.7865424304612729,"{'1': 0.2780536419670637, '2': 0.6034898813419135, '3': 0.38947307792496005, '4': 0.5493781722766982, '5': 0.4148359719391911, '6': 0.5534643715668234, '7': 0.3967349562710788, '8': 0.5617745774749199, '9': 0.41987705851471613}","{'1': 0.9292370253589863, '2': 0.6659892799171558, '3': 0.8568939498796548, '4': 0.7128237997168915, '5': 0.8324879858605508, '6': 0.7078493003408162, '7': 0.8487823457055657, '8': 0.6989504444878701, '9': 0.8258677428839643}"
dataset14_density,RandomForest,vector,1000,4,0.3877268765188526,0.8387646341906738,"{'1': 0.3286435471360026, '2': 0.4340224538064898, '3': 0.3229524092378308, '4': 0.4321235028757104, '5': 0.38428239164128464, '6': 0.4211291235202982, '7': 0.36554833285805755, '8': 0.4275901737843807, '9': 0.37324995380961895}","{'1': 0.8955489344122649, '2': 0.7955165777611161, '3': 0.887344100188348, '4': 0.8058048180723123, '5': 0.8440350178100795, '6': 0.8125421818313201, '7': 0.8582874098294884, '8': 0.7988431150973472, '9': 0.8509595527137884}"
dataset14_density,RandomForest,vector,1000,5,0.4053602382985996,0.8260497901840174,"{'1': 0.28023079634764436, '2': 0.43379766229123273, '3': 0.3664853954517756, '4': 0.4480337634343, '5': 0.37945507746369456, '6': 0.47355277758375053, '7': 0.3942687548117298, '8': 0.47472524255529985, '9': 0.39769267474796866}","{'1': 0.9175498245370894, '2': 0.8050445786807221, '3': 0.8589731914267072, '4': 0.7892332603697942, '5': 0.8495685549126393, '6': 0.7714444851927658, '7': 0.8389895966257247, '8': 0.7656980195354506, '9': 0.8379466003752628}"
dataset14_density,RandomForest,vector,1000,6,0.3847006464166895,0.8442285459928622,"{'1': 0.2649951679079855, '2': 0.40113570643656, '3': 0.306003877231281, '4': 0.439523852356552, '5': 0.34619143485977055, '6': 0.46860952289276986, '7': 0.35900051229300334, '8': 0.49294811195227106, '9': 0.38389763182001246}","{'1': 0.9248916984130857, '2': 0.8318736540240073, '3': 0.904947115480465, '4': 0.7984219584207115, '5': 0.8804981271879413, '6': 0.7763708799951161, '7': 0.8694478829265384, '8': 0.7579681594233065, '9': 0.8536374380645871}"
dataset14_density,RandomForest,vector,1000,7,0.3781195813621197,0.8542200923498019,"{'1': 0.255325168654393, '2': 0.4111446893832556, '3': 0.30098134556662165, '4': 0.42921795220544984, '5': 0.3510964419359886, '6': 0.44943141919801466, '7': 0.3573768660428946, '8': 0.4587865462339285, '9': 0.3897158030385313}","{'1': 0.9389792473736364, '2': 0.8207063978501078, '3': 0.9100377798597896, '4': 0.8180364507887176, '5': 0.8777138673509359, '6': 0.7998353266055536, '7': 0.8756314319699888, '8': 0.7950885835787358, '9': 0.8519517457707517}"
dataset14_density,RandomForest,vector,1000,8,0.4141282499015395,0.8302096604446139,"{'1': 0.27145196518052106, '2': 0.43026664388231517, '3': 0.3662301294868817, '4': 0.46988023044257055, '5': 0.41787139073812174, '6': 0.47098431027656557, '7': 0.4125373005508882, '8': 0.488611305558881, '9': 0.3993209729971098}","{'1': 0.9149336482568694, '2': 0.8067371476973468, '3': 0.8660426224664608, '4': 0.7896292570779819, '5': 0.834351104919795, '6': 0.7911787295227897, '7': 0.8417795171031356, '8': 0.7759837164248953, '9': 0.8512512005322506}"
dataset14_density,RandomForest,vector,1000,9,0.4043745373510329,0.8080980724073289,"{'1': 0.261086213837592, '2': 0.4428023920926223, '3': 0.37291100305767133, '4': 0.4499069337380662, '5': 0.3788890139643537, '6': 0.4673564988702022, '7': 0.39919884568091707, '8': 0.4640865193443399, '9': 0.4031334155735318}","{'1': 0.9196079296097016, '2': 0.7783523561645517, '3': 0.8329497463268261, '4': 0.7716597105541304, '5': 0.8332793005094417, '6': 0.752879936670484, '7': 0.8177022323395311, '8': 0.753808462628433, '9': 0.8126429768628601}"
dataset14_density,NeuralNetwork,vector,1000,0,0.4919646057867211,0.7615370376718767,"{'1': 0.26431246131484504, '2': 0.5994288880464561, '3': 0.394943242326479, '4': 0.5819143723550276, '5': 0.43329164844209506, '6': 0.6160698795831729, '7': 0.43198771609103914, '8': 0.6429742160019922, '9': 0.4627590279193833}","{'1': 0.9330765675227068, '2': 0.6666804969427409, '3': 0.8561258602876081, '4': 0.6882745084501252, '5': 0.8266970067726318, '6': 0.6418687699514344, '7': 0.829467306628751, '8': 0.6103722161594067, '9': 0.8012706063314858}"
dataset14_density,NeuralNetwork,vector,1000,1,0.4214250485804297,0.818339464687414,"{'1': 0.2496904870238889, '2': 0.505843939340376, '3': 0.3312386583059623, '4': 0.47734513072358453, '5': 0.40117631830340844, '6': 0.5094377854898022, '7': 0.37955389882679214, '8': 0.5412198099479055, '9': 0.3973194092621474}","{'1': 0.9413789323145856, '2': 0.7371304893417678, '3': 0.8928591187536086, '4': 0.7781899400022663, '5': 0.8457275829576153, '6': 0.7407849753985478, '7': 0.8643505767790491, '8': 0.716661354404719, '9': 0.8479722122345662}"
dataset14_density,NeuralNetwork,vector,1000,2,0.3776774296108858,0.8433126067666367,"{'1': 0.27256108493694736, '2': 0.42450494371546976, '3': 0.3156283653838618, '4': 0.44821401249466447, '5': 0.31831895774448954, '6': 0.44839851404786923, '7': 0.3418393971505344, '8': 0.47011683588722575, '9': 0.3595147551369101}","{'1': 0.9206537883875496, '2': 0.8064039087965393, '3': 0.8965117801527996, '4': 0.7825977761806232, '5': 0.8934710922585571, '6': 0.785152248515766, '7': 0.8765058127989187, '8': 0.7650450098811741, '9': 0.8634720439278015}"
dataset14_density,NeuralNetwork,vector,1000,3,0.4268660946102191,0.8192460769769334,"{'1': 0.255170529279084, '2': 0.5200778132706185, '3': 0.34546642659946825, '4': 0.4965990618801337, '5': 0.3915126314591783, '6': 0.512492734425192, '7': 0.37754041225988355, '8': 0.5238203537108325, '9': 0.4191148886075821}","{'1': 0.940404984911539, '2': 0.7519398087066377, '3': 0.8874061148623309, '4': 0.7653516880994097, '5': 0.8507945454532021, '6': 0.7495027178511875, '7': 0.8630605898709246, '8': 0.7382548966544022, '9': 0.8264993463827668}"
dataset14_density,NeuralNetwork,vector,1000,4,0.3643717993976123,0.8544047647499281,"{'1': 0.2515852422300664, '2': 0.445008898726895, '3': 0.30065997512919757, '4': 0.4305853447487917, '5': 0.3566370152948524, '6': 0.4154349804823179, '7': 0.32767409503934913, '8': 0.42562240955834485, '9': 0.32613823336869574}","{'1': 0.9387885058637557, '2': 0.7850333443125135, '3': 0.9023599220063592, '4': 0.8071848461143276, '5': 0.8656681601108529, '6': 0.817577194911775, '7': 0.8861316472186607, '8': 0.8006902974955321, '9': 0.8862089647155758}"
dataset14_density,NeuralNetwork,vector,1000,5,0.3486350067892158,0.8702923641580079,"{'1': 0.25797948606348625, '2': 0.4302674803312395, '3': 0.3186767281634389, '4': 0.3952893425449369, '5': 0.2987868806698645, '6': 0.395799893325897, '7': 0.3005047443120221, '8': 0.419755517225877, '9': 0.3206549884661796}","{'1': 0.9301236504371723, '2': 0.8082047052606763, '3': 0.8933676373118611, '4': 0.835936942177137, '5': 0.9067302228508364, '6': 0.8403362688762495, '7': 0.906465488718681, '8': 0.8168174350618389, '9': 0.894648926727618}"
dataset14_density,NeuralNetwork,vector,1000,6,0.3362067914923758,0.8812226659747063,"{'1': 0.2416884869349983, '2': 0.3513164259428879, '3': 0.24701605121803014, '4': 0.3858085484281635, '5': 0.3065624619561449, '6': 0.3969481099843709, '7': 0.31452837160809194, '8': 0.42072451188368115, '9': 0.3612681554750137}","{'1': 0.9375224547722925, '2': 0.8710414793273354, '3': 0.9380613419400371, '4': 0.8446819188115586, '5': 0.906291275992523, '6': 0.8395374786822932, '7': 0.8997894524245126, '8': 0.823694557580819, '9': 0.8703840342409861}"
dataset14_density,NeuralNetwork,vector,1000,7,0.3899591888881088,0.8438565674178635,"{'1': 0.2388204223971459, '2': 0.43054599508901314, '3': 0.3106421116059029, '4': 0.4375262957344739, '5': 0.36796901877467103, '6': 0.46394137674990127, '7': 0.36441313772196554, '8': 0.4848138682141292, '9': 0.41096047370577676}","{'1': 0.9466132812301242, '2': 0.8033859585807313, '3': 0.9041699609312753, '4': 0.810923757916371, '5': 0.865678088561668, '6': 0.7867019987402993, '7': 0.870685920371671, '8': 0.7711795283480462, '9': 0.8353706120805855}"
dataset14_density,NeuralNetwork,vector,1000,8,0.3994823226842536,0.8409903218121133,"{'1': 0.29858599589389057, '2': 0.4482712310470704, '3': 0.3246720241951611, '4': 0.45221735558773096, '5': 0.37204174900198156, '6': 0.47006728941024595, '7': 0.3730567416778326, '8': 0.48565688683051766, '9': 0.3707716305138517}","{'1': 0.8970774122401146, '2': 0.790224501194748, '3': 0.8947194286646205, '4': 0.8051477403164606, '5': 0.8686933803285074, '6': 0.7919911007053063, '7': 0.8706143695738422, '8': 0.7786845830404145, '9': 0.8717603802450065}"
dataset14_density,NeuralNetwork,vector,1000,9,0.35111826929415674,0.8559461724814015,"{'1': 0.25299643771061, '2': 0.4026052093126878, '3': 0.3555331400132673, '4': 0.38279043252157746, '5': 0.3240773592827688, '6': 0.38296027051713294, '7': 0.3313062545847254, '8': 0.40241814655454666, '9': 0.32537717315009496}","{'1': 0.9245126559890209, '2': 0.8167677214667816, '3': 0.8481562499549804, '4': 0.8347051497062624, '5': 0.8780272317106879, '6': 0.8340723063275142, '7': 0.8744368892626003, '8': 0.8148898099902127, '9': 0.8779475379245534}"
