Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset15_density,RandomForest,vector,100,0,1.0469840424862171,-0.1636790320840042,"{'1': 1.0371723376992326, '2': 0.9753223564624325, '3': 1.2963742551518576, '4': 0.9122020105727738, '5': 1.2319537069408641, '6': 0.7811879386894106, '7': 1.2409145612213248, '8': 0.7410442494515086, '9': 1.20668496618655}","{'1': -0.17827832545814948, '2': -1.410165934211943, '3': 0.23327976859520339, '4': 0.0867508322600935, '5': 0.2753780101036194, '6': -0.28892583787894943, '7': 0.24827552036511102, '8': -0.7241465975394172, '9': 0.2847212750083943}"
dataset15_density,RandomForest,vector,100,1,0.80224953834122,0.4190951717785334,"{'1': 0.722232898132652, '2': 1.057123848742677, '3': 0.6631533817498161, '4': 1.0005723985752992, '5': 0.6160720629037152, '6': 1.0256330613222657, '7': 0.5330927054150753, '8': 1.0151331463387439, '9': 0.5872323418907367}","{'1': 0.04772827621046016, '2': 0.3585002003088521, '3': 0.3843302035721652, '4': 0.4688083059909457, '5': 0.3955108448389296, '6': 0.4409822735369566, '7': 0.6413867062765595, '8': 0.4428454608768305, '9': 0.5917642743951019}"
dataset15_density,RandomForest,vector,100,2,0.8350997640156792,0.2377447380457008,"{'1': 0.7547157475840703, '2': 1.0602393986070286, '3': 0.7141314367747537, '4': 0.9625391784008882, '5': 0.727471585132748, '6': 1.0562240979779658, '7': 0.6153186784717485, '8': 1.066533720263193, '9': 0.5587240329287163}","{'1': -0.12158782393716416, '2': 0.1114699165163936, '3': 0.29273544131886975, '4': 0.2834285319339055, '5': 0.2508148319734116, '6': 0.22623350162934353, '7': 0.41812075821478745, '8': 0.14844034981820498, '9': 0.5300471349435553}"
dataset15_density,RandomForest,vector,100,3,0.7580257633322898,0.1045831203949239,"{'1': 0.8555456038017325, '2': 1.024203612547909, '3': 0.6853545437319185, '4': 0.8608409026829997, '5': 0.7302730363738007, '6': 0.6674288080433224, '7': 0.6556846814428001, '8': 0.6731646863681963, '9': 0.6697359949979284}","{'1': 0.21519916277002782, '2': -0.08921988895925459, '3': 0.18078459199472963, '4': -0.0745275378985708, '5': 0.1744517452452672, '6': 0.02082727385286287, '7': 0.2796435300934823, '8': -0.08596186946760698, '9': 0.32005107592337756}"
dataset15_density,RandomForest,vector,100,4,0.8636513305348518,0.2518411769579844,"{'1': 0.7966582279208902, '2': 0.7674018213974793, '3': 0.8839718634870163, '4': 0.8193342442959581, '5': 0.8986957624360574, '6': 0.9426163904862815, '7': 0.8619561864374133, '8': 0.7667481812527923, '9': 1.0354792970997782}","{'1': 0.38980655112297735, '2': 0.5824919523942466, '3': 0.039477947940793956, '4': 0.47654308413692437, '5': 0.10730791854569899, '6': 0.3601877967444741, '7': -0.002544518814287189, '8': 0.5253371895785968, '9': -0.21203732902756478}"
dataset15_density,RandomForest,vector,100,5,0.8402474297301814,0.0864270480975595,"{'1': 1.470972638292324, '2': 0.7972188057292452, '3': 0.894531071479614, '4': 0.7731297365072504, '5': 0.7321977161922013, '6': 0.7626392992561234, '7': 0.6543509779317502, '8': 0.7129831003681844, '9': 0.7642035218149399}","{'1': -0.39592759157562374, '2': 0.19356885977526528, '3': 0.18288441180057435, '4': 0.24209466494207132, '5': 0.13075749189289887, '6': -0.11585047689934869, '7': 0.28185686114979025, '8': 0.053729428409222124, '9': 0.2047297833831866}"
dataset15_density,RandomForest,vector,100,6,0.94315438166002,0.1042693501181542,"{'1': 0.850791894427894, '2': 1.1279704415727412, '3': 0.6508634429266925, '4': 1.1396591661237123, '5': 0.8684868026845699, '6': 1.137445573104579, '7': 0.7069202636017244, '8': 1.2569208073918912, '9': 0.7493310431063747}","{'1': 0.2499430890890686, '2': -0.11970987229402241, '3': 0.39115074218963963, '4': -0.05556334897581072, '5': 0.10416422210406573, '6': -0.08712462310078695, '7': 0.3408199820165838, '8': -0.27340935681529666, '9': 0.3881533168499469}"
dataset15_density,RandomForest,vector,100,7,0.9749099978244592,0.175378129207481,"{'1': 1.2054328319895449, '2': 1.1574911092409335, '3': 1.1691476448515015, '4': 0.8294142245079803, '5': 1.238986250391358, '6': 0.6494681182553896, '7': 0.816830863905113, '8': 0.84596108791254, '9': 0.8614578493657733}","{'1': 0.41648281524984176, '2': -0.08613687093741884, '3': 0.3628199530424654, '4': -0.0674866790346218, '5': 0.2802708595183979, '6': -0.3280332987127601, '7': 0.6246802774707385, '8': -0.2018444323368933, '9': 0.5776505386075803}"
dataset15_density,RandomForest,vector,100,8,0.9396138258660208,-0.2699675449854155,"{'1': 1.1009031266332774, '2': 0.6087777855172442, '3': 1.2007191513297806, '4': 0.6425047387401507, '5': 1.1736504885988888, '6': 0.692625365319273, '7': 1.1307158718650938, '8': 0.811322760256974, '9': 1.0953051445335056}","{'1': -0.2788800502587696, '2': -0.5975192654053776, '3': -0.2661267222681012, '4': -0.039096579820894206, '5': -0.12387944401829643, '6': -0.4189838927426346, '7': 0.0658606132853079, '8': -0.8318111045121104, '9': 0.06072854087213775}"
dataset15_density,RandomForest,vector,100,9,0.8147960562747519,0.0852209867877474,"{'1': 0.9435127375589221, '2': 0.7176314210035424, '3': 0.9315674564507377, '4': 0.6131923506361467, '5': 0.9861802024136552, '6': 0.6207997758162884, '7': 0.997350964577227, '8': 0.690000000906109, '9': 0.8329295971101387}","{'1': 0.09265860939270276, '2': -0.1792986051125529, '3': 0.26756949601834445, '4': -0.10217883759712665, '5': 0.3239656186189185, '6': -0.0906485359910838, '7': 0.3490617047858272, '8': -0.3417899610920314, '9': 0.4476493920667288}"
dataset15_density,NeuralNetwork,vector,100,0,1.300938665686968,-0.6529689122771569,"{'1': 1.5266506134261357, '2': 0.8621941757066808, '3': 1.5384251258487296, '4': 0.9964769361660244, '5': 1.7206340868532506, '6': 0.9068206630493736, '7': 1.730801888605549, '8': 0.8928115149054685, '9': 1.5336329866215015}","{'1': -1.5528503184203077, '2': -0.8834788802287816, '3': -0.07976403091856898, '4': -0.089787287080761, '5': -0.41351290083765035, '6': -0.7368394945330341, '7': -0.4624116984724631, '8': -1.5026808601512691, '9': -0.1553947398515767}"
dataset15_density,NeuralNetwork,vector,100,1,1.2302288774535102,-0.263942679779461,"{'1': 0.7389299278272221, '2': 1.7067198483648167, '3': 0.7594185334235708, '4': 1.9058286926299663, '5': 0.778422893325278, '6': 1.8734073672370686, '7': 0.7582864624370913, '8': 1.7726102478960994, '9': 0.7784359239404774}","{'1': 0.0031888939631475877, '2': -0.6721270101281487, '3': 0.19261206615645476, '4': -0.9271785837505855, '5': 0.034934737837003293, '6': -0.8651166683154217, '7': 0.2744163126706374, '8': -0.6988544306474322, '9': 0.2826405641991958}"
dataset15_density,NeuralNetwork,vector,100,2,0.8010278640294851,0.1555304860169057,"{'1': 1.2008894837626338, '2': 0.9171364108355944, '3': 0.7516199647326537, '4': 0.8133249523139026, '5': 0.6779230056504991, '6': 0.7900084951375674, '7': 0.6951184028807832, '8': 0.7686749063532287, '9': 0.594555154598503}","{'1': -1.8397005498205248, '2': 0.3351370528552913, '3': 0.21653029549447422, '4': 0.48837604202673823, '5': 0.3493943266327232, '6': 0.5671261992128516, '7': 0.2574080452929248, '8': 0.5576650043911981, '9': 0.4678379580664741}"
