,id,B,S,0,1,2,3,4,5,6,7,8,9
0,0,5,0,0.55,0.77,0.87,0.91,0.95,0.99,1.0,1.0,1.0,1.0
1,1,3,3,0.57,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2,7,9,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3,5,0.61,0.76,0.9,0.98,1.0,1.0,1.0,1.0,1.0,1.0
4,4,2,4,0.55,0.8,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5,7,6,0.57,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,8,8,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1,6,0.59,0.64,0.52,0.53,0.47,0.53,0.47,0.53,0.47,0.53
8,8,7,7,0.48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,8,1,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
10,10,5,9,0.48,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,8,9,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,4,3,0.53,0.81,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,13,0,3,0.53,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,14,5,0,0.51,0.68,0.78,0.88,0.96,1.0,1.0,1.0,1.0,1.0
15,15,2,3,0.54,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,16,8,1,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
17,17,3,3,0.61,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,18,3,7,0.58,0.43,0.53,0.47,0.53,0.47,0.53,0.47,0.53,0.47
19,19,0,1,0.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,20,9,9,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0,4,0.51,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,22,7,3,0.51,0.49,0.47,0.44,0.42,0.41,0.4,0.39,0.38,0.36
23,23,2,7,0.45,0.53,0.47,0.53,0.47,0.53,0.47,0.53,0.47,0.53
24,24,2,0,0.43,0.89,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,25,0,4,0.5,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,26,5,5,0.41,0.18,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
27,27,6,8,0.63,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,4,1,0.55,0.89,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,29,4,9,0.59,0.36,0.28,0.2,0.13,0.08,0.03,0.0,0.0,0.0
30,30,8,1,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
31,31,1,7,0.48,0.53,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.52
32,32,9,9,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,3,6,0.48,0.49,0.51,0.49,0.51,0.49,0.51,0.49,0.51,0.49
34,34,7,2,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
35,35,0,3,0.41,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,36,5,9,0.51,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,4,4,0.5,0.66,0.8,0.91,0.96,1.0,1.0,1.0,1.0,1.0
38,38,6,4,0.45,0.27,0.18,0.15,0.13,0.09,0.06,0.03,0.0,0.0
39,39,4,3,0.53,0.84,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,40,4,4,0.51,0.65,0.8,0.9,0.99,1.0,1.0,1.0,1.0,1.0
41,41,8,4,0.46,0.25,0.17,0.12,0.09,0.07,0.04,0.0,0.0,0.0
42,42,3,7,0.48,0.41,0.49,0.49,0.51,0.49,0.51,0.49,0.51,0.49
43,43,5,5,0.59,0.58,0.5,0.39,0.29,0.17,0.08,0.03,0.0,0.0
44,44,0,1,0.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,45,5,9,0.47,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,3,0,0.57,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,47,5,0,0.53,0.76,0.85,0.91,0.94,0.97,1.0,1.0,1.0,1.0
48,48,1,2,0.49,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,49,4,2,0.52,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,50,0,3,0.43,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,51,2,0,0.55,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,52,7,5,0.51,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
