Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset13_density,KNN,vector,1000,0,0.5506843229014005,0.7100613110390259,"{'1': 0.4382659703754024, '2': 0.5281592563566059, '3': 0.48728957288270197, '4': 0.5390811407079333, '5': 0.5139912329288462, '6': 0.5651917920292304, '7': 0.5332153138173866, '8': 0.5635409385543401, '9': 0.5232516123494226, '10': 0.5807693694282025, '11': 0.539470134293818, '12': 0.5759886043432606, '13': 0.533584617719759, '14': 0.5613620742484801, '15': 0.5271095840433829, '16': 0.5780286525386491, '17': 0.5413787829937009, '18': 0.5769167953509801, '19': 0.5322153782594997, '20': 0.5899918707853455, '21': 0.5566946133180718, '22': 0.5774744803411702, '23': 0.5306211990519429, '24': 0.5697084784276687, '25': 0.5272249800743483, '26': 0.5814994761795337, '27': 0.5420073164760256, '28': 0.5822973213886233, '29': 0.5355355106981575, '30': 0.5834443148463241, '31': 0.5476938541288052, '32': 0.5884759392249278, '33': 0.5261461185744879, '34': 0.5826393222084666, '35': 0.534436065836722, '36': 0.5930085314583355, '37': 0.5508753239020473, '38': 0.5811614206403399, '39': 0.5183840729332438, '40': 0.5750355614822218, '41': 0.5457582303371604, '42': 0.5710593279930071, '43': 0.5268165322382854, '44': 0.5764731288501684, '45': 0.5195218190135958, '46': 0.5800308857280815, '47': 0.5488613327401556, '48': 0.5724091375840737, '49': 0.5294348324856843}","{'1': 0.8154814888616074, '2': 0.7350048295458812, '3': 0.7713382959345256, '4': 0.7232052401576894, '5': 0.7538313503946096, '6': 0.6969902744559378, '7': 0.7363356241336698, '8': 0.6949680699089442, '9': 0.7446751273710863, '10': 0.6812493888797138, '11': 0.7262292466371317, '12': 0.6880045325659089, '13': 0.7329176992547313, '14': 0.7024136167593797, '15': 0.7333274866324647, '16': 0.6836655357144723, '17': 0.7233348420578296, '18': 0.6846240137792056, '19': 0.7276045266254877, '20': 0.6680155224729725, '21': 0.708725903631537, '22': 0.678238123245053, '23': 0.7329282762087341, '24': 0.6887165619010358, '25': 0.7364237541692515, '26': 0.6790789740561584, '27': 0.7224908228675795, '28': 0.6726887590931528, '29': 0.7289903695936094, '30': 0.6728915630668995, '31': 0.7115139496064151, '32': 0.6694726947365823, '33': 0.7353651943566988, '34': 0.6713049161225844, '35': 0.731802750820634, '36': 0.6620539045893146, '37': 0.7069165407251763, '38': 0.6787497916436059, '39': 0.7422953245913544, '40': 0.6811058274868078, '41': 0.7125686928948702, '42': 0.689416855380409, '43': 0.729229758812277, '44': 0.6815299010401781, '45': 0.7419917532842941, '46': 0.6743851806966173, '47': 0.7117887114239184, '48': 0.6861120544182353, '49': 0.7310106183060294}"
dataset13_density,KNN,vector,1000,1,0.5170979035199813,0.7296239301324227,"{'1': 0.4181431127879642, '2': 0.5106364148934555, '3': 0.5170462075920841, '4': 0.5401187009431977, '5': 0.5478638536274067, '6': 0.5165090334058869, '7': 0.5096060942611568, '8': 0.5235681196656612, '9': 0.5152070475505661, '10': 0.5144948843457071, '11': 0.4901255747870388, '12': 0.5020541016061755, '13': 0.5178666278281995, '14': 0.507413805157348, '15': 0.5196025338645104, '16': 0.5022932766991697, '17': 0.5184621315597661, '18': 0.5156263994783482, '19': 0.48122412749674176, '20': 0.5210770660323675, '21': 0.5278393765611465, '22': 0.5340366147211809, '23': 0.5225468937214751, '24': 0.520515903842306, '25': 0.521791982542546, '26': 0.5300972680791366, '27': 0.49983206001966746, '28': 0.49936815037481086, '29': 0.5330517854401099, '30': 0.5066766781739729, '31': 0.5196501740842608, '32': 0.5098748645174457, '33': 0.5333748361322491, '34': 0.5312456627500002, '35': 0.5068169970646572, '36': 0.5305351105391798, '37': 0.542084495452083, '38': 0.5141767087759272, '39': 0.5209675205471396, '40': 0.513909694992796, '41': 0.5227033453577041, '42': 0.5420258320468395, '43': 0.5152381317380391, '44': 0.5279733646832017, '45': 0.5431358915344511, '46': 0.5253161340277173, '47': 0.5113189829917507, '48': 0.5211858985520114, '49': 0.5215677996325333}","{'1': 0.7973197668827925, '2': 0.7113224313511315, '3': 0.7197710540037245, '4': 0.7005995794650152, '5': 0.6888571274010142, '6': 0.7322236284297046, '7': 0.736145698220073, '8': 0.7230680668731657, '9': 0.7314832086506642, '10': 0.7356143778093589, '11': 0.7545785599626345, '12': 0.7477512985362103, '13': 0.7313123137425752, '14': 0.744512202426151, '15': 0.7315585240475282, '16': 0.7442315957392003, '17': 0.72937053621008, '18': 0.7341297102562361, '19': 0.7601537381689665, '20': 0.7353623920838925, '21': 0.7206245495449612, '22': 0.7219983651785018, '23': 0.7251666135698527, '24': 0.728463287986313, '25': 0.727047929912626, '26': 0.7169338075530669, '27': 0.7451486498278683, '28': 0.7495221087069603, '29': 0.7137100430996838, '30': 0.7449600536558884, '31': 0.7298484591325979, '32': 0.7395607783417946, '33': 0.7111304834050385, '34': 0.718729770075289, '35': 0.7387698348540264, '36': 0.7221607688129026, '37': 0.7052998166366189, '38': 0.7396584440952545, '39': 0.7262857977296329, '40': 0.7381632912739551, '41': 0.7212035663845127, '42': 0.7110909277488069, '43': 0.7316236211929753, '44': 0.724225344361485, '45': 0.7037460504445098, '46': 0.7255062003134811, '47': 0.7326552783787007, '48': 0.7286202954774912, '49': 0.7203526285337964}"
dataset13_density,KNN,vector,1000,2,0.560202568352521,0.6756201227084684,"{'1': 0.42263852812485014, '2': 0.5379717300392619, '3': 0.48279879390513725, '4': 0.568761735589774, '5': 0.5314012775817784, '6': 0.5732742678906445, '7': 0.5281884523319845, '8': 0.5888082559623246, '9': 0.5312828092410231, '10': 0.5656212074472273, '11': 0.5433302154566082, '12': 0.5794697967326835, '13': 0.5435988179969364, '14': 0.5881259737037814, '15': 0.5361667345010361, '16': 0.5807239088143793, '17': 0.5464655869798013, '18': 0.5822381393407279, '19': 0.5537254753057723, '20': 0.577693536552196, '21': 0.5525721873433461, '22': 0.5892174957349873, '23': 0.5324199589896544, '24': 0.586477897025651, '25': 0.543036891684849, '26': 0.5874196882068833, '27': 0.5566449067906661, '28': 0.575676705711877, '29': 0.556700010259742, '30': 0.591203931763715, '31': 0.5564696213380212, '32': 0.5865630870602927, '33': 0.5534974477622154, '34': 0.5981080466584109, '35': 0.5522122652766004, '36': 0.6006309345953018, '37': 0.5480241649789064, '38': 0.5920360645400212, '39': 0.5438518585341781, '40': 0.5897698860873235, '41': 0.5379398234564955, '42': 0.5894852681693775, '43': 0.5456528586132858, '44': 0.5976843998530094, '45': 0.5525718659840778, '46': 0.5889233589603826, '47': 0.5457301789032364, '48': 0.5910792962067598, '49': 0.5460405052863322}","{'1': 0.8183748013615946, '2': 0.6858070743652731, '3': 0.7604700478828545, '4': 0.6580311824769925, '5': 0.7158857522962074, '6': 0.6572110062892438, '7': 0.716750739339639, '8': 0.6422599584012456, '9': 0.7167333817652739, '10': 0.6658541165320266, '11': 0.6978607660284829, '12': 0.6538017782947023, '13': 0.7005354447816126, '14': 0.6415471014392149, '15': 0.7139359730264405, '16': 0.6431678715813935, '17': 0.6953326356379296, '18': 0.6458863605381671, '19': 0.689006894424623, '20': 0.6555699779365114, '21': 0.6914107948075643, '22': 0.6367776858829565, '23': 0.7112831646236388, '24': 0.6431641371061156, '25': 0.6992069856226646, '26': 0.6392011778997104, '27': 0.6872408453363928, '28': 0.651258967404827, '29': 0.6859491955248351, '30': 0.6386435285791225, '31': 0.6862989463974556, '32': 0.6389955130426266, '33': 0.6915635288415786, '34': 0.632884207976879, '35': 0.689864181026678, '36': 0.6245571135189791, '37': 0.6911720013392866, '38': 0.6347736991578616, '39': 0.6981760768809546, '40': 0.6357538828948879, '41': 0.7052002282222561, '42': 0.6348104577207088, '43': 0.6940446290707614, '44': 0.6328537766987012, '45': 0.6911018942723762, '46': 0.6362049938817556, '47': 0.6954249164302517, '48': 0.6392539444630689, '49': 0.694292673690633}"
dataset13_density,KNN,vector,1000,3,0.5676132593011639,0.6849894627976999,"{'1': 0.4529831287056187, '2': 0.5464522731268645, '3': 0.5387735554325258, '4': 0.5561474035019365, '5': 0.5291475949040345, '6': 0.5707458473773529, '7': 0.5501615471165705, '8': 0.5814867711757719, '9': 0.5477648455230181, '10': 0.5564664908064079, '11': 0.5582735910488674, '12': 0.5689120818388128, '13': 0.5505493473104855, '14': 0.565366893482072, '15': 0.5377336108916563, '16': 0.5640278724768585, '17': 0.567188525598373, '18': 0.5565756238303124, '19': 0.5443633821059095, '20': 0.5545868886497504, '21': 0.5633476293883984, '22': 0.5724991085605395, '23': 0.557950317523839, '24': 0.5788388582238632, '25': 0.5712081110812136, '26': 0.5597444105895326, '27': 0.579081715419136, '28': 0.5799052627574326, '29': 0.5826927240944911, '30': 0.5946303506084633, '31': 0.5713403332199768, '32': 0.5620037915103528, '33': 0.5817369112809122, '34': 0.5748558987593568, '35': 0.5688049181778719, '36': 0.577925133589346, '37': 0.6019843913817009, '38': 0.5840021562420363, '39': 0.5899586066835257, '40': 0.5699478030358531, '41': 0.594518728230186, '42': 0.5887540152807006, '43': 0.590725790038756, '44': 0.590346873692239, '45': 0.5892127887248239, '46': 0.5860552946814758, '47': 0.5813596875203879, '48': 0.5827318879207269, '49': 0.5891789326366962}","{'1': 0.8015102471177915, '2': 0.7221913637344843, '3': 0.7172114048107061, '4': 0.7049601168177843, '5': 0.7172967635045764, '6': 0.6814107067315294, '7': 0.700396649094536, '8': 0.6654995543381587, '9': 0.7011790313992938, '10': 0.697186993583877, '11': 0.6846616518622959, '12': 0.6843438600451244, '13': 0.6978694546275253, '14': 0.6864921711390277, '15': 0.7040094431530343, '16': 0.6918649740940563, '17': 0.6776051475167335, '18': 0.6981105503731269, '19': 0.7027514185164778, '20': 0.7037264626214793, '21': 0.6826701608361352, '22': 0.6857889244671874, '23': 0.6880267017459709, '24': 0.678333176851786, '25': 0.677373112371721, '26': 0.6989284956787781, '27': 0.6673199797047448, '28': 0.6782142175491788, '29': 0.665323432290127, '30': 0.6643300375575235, '31': 0.6784681028899618, '32': 0.695391887835558, '33': 0.6667711158411248, '34': 0.68478287738727, '35': 0.6756884862843369, '36': 0.6807125481599476, '37': 0.6490015159494378, '38': 0.6752701837837463, '39': 0.6596764309462643, '40': 0.6898720890768688, '41': 0.6505314089952426, '42': 0.6700521854995594, '43': 0.662061231820612, '44': 0.6651794046807347, '45': 0.6610394992098227, '46': 0.6743658630847129, '47': 0.6645071773625912, '48': 0.6744131384888685, '49': 0.6601123256558594}"
dataset13_density,KNN,vector,1000,4,0.5832407810236898,0.6622723001268209,"{'1': 0.45301730906927046, '2': 0.6063449045678998, '3': 0.5106918045910254, '4': 0.5955752751204406, '5': 0.5173718085505256, '6': 0.5979451075658183, '7': 0.5348709566262926, '8': 0.5959263744919234, '9': 0.5329136429730683, '10': 0.597640504994611, '11': 0.5282540904594266, '12': 0.6166607809110567, '13': 0.5541933510508417, '14': 0.6186257914523464, '15': 0.5409802981066363, '16': 0.6166621998746823, '17': 0.5421606118235326, '18': 0.6432355613717162, '19': 0.5509879649090402, '20': 0.6258664082005081, '21': 0.5614821354577716, '22': 0.642055407524302, '23': 0.5614009746359656, '24': 0.6415557274768491, '25': 0.5488034067794814, '26': 0.619135563514938, '27': 0.5645460472743656, '28': 0.6296347035836217, '29': 0.5620722364829901, '30': 0.6250888520910772, '31': 0.5555643063365312, '32': 0.6179807764209251, '33': 0.5666332075769989, '34': 0.6220114853234014, '35': 0.564102458615111, '36': 0.6283095938815837, '37': 0.5489695678882602, '38': 0.627208457287378, '39': 0.5734846262007536, '40': 0.6205432910420859, '41': 0.5603671388862317, '42': 0.6299099182700763, '43': 0.5638512406236067, '44': 0.6321781990265097, '45': 0.5467591175908199, '46': 0.6204070265573624, '47': 0.5794500756294464, '48': 0.6385506495180987, '49': 0.5468173319535933}","{'1': 0.8007261616141466, '2': 0.6506771208396765, '3': 0.743018685906084, '4': 0.6556528823297394, '5': 0.7386049568494342, '6': 0.6510808004133924, '7': 0.7200325741917033, '8': 0.647275494881284, '9': 0.7203869487283893, '10': 0.6394748959282979, '11': 0.7225486249836737, '12': 0.6331175542882813, '13': 0.6891841125584162, '14': 0.6214220927069731, '15': 0.7108123035549255, '16': 0.6201074154559558, '17': 0.7093029289974406, '18': 0.5945584285741448, '19': 0.6983634324015384, '20': 0.6157972169991461, '21': 0.6899861216457028, '22': 0.5905639181772057, '23': 0.6904182237643685, '24': 0.5994139634723044, '25': 0.7004013811572474, '26': 0.6215635129640987, '27': 0.6870784133952964, '28': 0.6056058567509631, '29': 0.6874268433693012, '30': 0.6177580108793732, '31': 0.6890438115633758, '32': 0.6301307518816273, '33': 0.683719294761316, '34': 0.616093579538697, '35': 0.6901262046938081, '36': 0.6108197036132466, '37': 0.6975108683101823, '38': 0.6141425298238019, '39': 0.6737258219728905, '40': 0.6154445032953184, '41': 0.6861851133584023, '42': 0.6078292909109438, '43': 0.6811454173940648, '44': 0.6072179768027981, '45': 0.6968779181814767, '46': 0.6163074730952536, '47': 0.6685757415007509, '48': 0.5947404199738462, '49': 0.6993454077639238}"
dataset13_density,KNN,vector,1000,5,0.5421503734191782,0.7255086169372688,"{'1': 0.41277591545337816, '2': 0.5331936000939844, '3': 0.4707168040559169, '4': 0.5106373337428316, '5': 0.49060870669070666, '6': 0.5512189177204597, '7': 0.5244419920954243, '8': 0.5647916726108162, '9': 0.519033663359437, '10': 0.5684019220930047, '11': 0.5170592940567157, '12': 0.5957101215162621, '13': 0.5218216111172786, '14': 0.5829425574932109, '15': 0.5273150665230454, '16': 0.5695340998163438, '17': 0.5296032256829857, '18': 0.5785798813009911, '19': 0.5263088828241472, '20': 0.5845322972094321, '21': 0.506943479674121, '22': 0.568071071639454, '23': 0.5310310715057263, '24': 0.5576733880224982, '25': 0.5154025595192271, '26': 0.5797253032038249, '27': 0.5263694775099901, '28': 0.5744553038090631, '29': 0.5117431162696352, '30': 0.5643092110347534, '31': 0.5283870449958319, '32': 0.5763554702239317, '33': 0.5309675474408168, '34': 0.5861678730282681, '35': 0.5395854094174872, '36': 0.5828475107434169, '37': 0.5216460238863057, '38': 0.577140182910589, '39': 0.5288876232156415, '40': 0.5628063840556261, '41': 0.5137226634999301, '42': 0.5724072594846725, '43': 0.5238318364468112, '44': 0.578393332794805, '45': 0.5269957158966776, '46': 0.5717370141598851, '47': 0.5369626213936444, '48': 0.5700303808924426, '49': 0.5215448554082829}","{'1': 0.8369772000128719, '2': 0.7408832378721779, '3': 0.7925657767109308, '4': 0.7578046728473005, '5': 0.7770959071879607, '6': 0.7258632980677002, '7': 0.7458962787940188, '8': 0.7067045121293819, '9': 0.7488532281123711, '10': 0.7034153827558214, '11': 0.753103912083581, '12': 0.6809347018592694, '13': 0.7442161996298762, '14': 0.6918808803447241, '15': 0.742343421870735, '16': 0.6991280744515547, '17': 0.740581480886807, '18': 0.6928135013326711, '19': 0.7412989126120266, '20': 0.6887761611913923, '21': 0.7548880305145507, '22': 0.702870795614724, '23': 0.735971134734584, '24': 0.708782147594601, '25': 0.7461038110895042, '26': 0.6930099418271097, '27': 0.7378089808718276, '28': 0.6910381937909535, '29': 0.7513629363579795, '30': 0.7074908468266383, '31': 0.735385576137396, '32': 0.6865561696444316, '33': 0.7372796709029612, '34': 0.6836823725829031, '35': 0.72616948989632, '36': 0.6825898788651923, '37': 0.7438425684630539, '38': 0.6895203471213219, '39': 0.7376061247891021, '40': 0.7037204565517686, '41': 0.7517054978081882, '42': 0.6959818980257089, '43': 0.7406367549548966, '44': 0.6931137747183879, '45': 0.7375392341204441, '46': 0.6957953937108552, '47': 0.7312784058980193, '48': 0.696372749535962, '49': 0.74068230622361}"
dataset13_density,KNN,vector,1000,6,0.5581030551135204,0.6186049213911934,"{'1': 0.4042319958394442, '2': 0.5252662294145698, '3': 0.5190210353114247, '4': 0.5363205645560774, '5': 0.5257197451710436, '6': 0.5495984580057647, '7': 0.5550459649323093, '8': 0.5552006035911224, '9': 0.5539441937684387, '10': 0.555772579595237, '11': 0.5563660053135986, '12': 0.5811800028694363, '13': 0.5697941508652712, '14': 0.5629444085535974, '15': 0.5576272568824657, '16': 0.5738350111596943, '17': 0.5597046506513069, '18': 0.5650553343416418, '19': 0.567523527165873, '20': 0.5678051132985152, '21': 0.5611280184871671, '22': 0.5766292279514166, '23': 0.5490760701248134, '24': 0.5713929173246843, '25': 0.5736517301540595, '26': 0.5652441577254936, '27': 0.5549613307025357, '28': 0.567045119902815, '29': 0.5589193990993012, '30': 0.5790698262338151, '31': 0.5666181672212032, '32': 0.5732701940891, '33': 0.5585027866740131, '34': 0.5783559875146165, '35': 0.5690660619278187, '36': 0.5582724822255566, '37': 0.5611541239898356, '38': 0.5745273972451416, '39': 0.5490785465831473, '40': 0.5839397669406211, '41': 0.5497174735948552, '42': 0.5551221682063112, '43': 0.5615199211017896, '44': 0.5603903000785457, '45': 0.5624867363192535, '46': 0.5830702839780334, '47': 0.5676622770842219, '48': 0.5719667287209498, '49': 0.5632536680745529}","{'1': 0.8205428496697019, '2': 0.6636497848186896, '3': 0.6683032807308844, '4': 0.6392268274648947, '5': 0.6584749157417796, '6': 0.6241866010371462, '7': 0.6284118185441334, '8': 0.609709570006304, '9': 0.6324246470552704, '10': 0.6144160041631243, '11': 0.6260474313106055, '12': 0.5951247344361946, '13': 0.6084931449394739, '14': 0.6078235437937857, '15': 0.6239312597495841, '16': 0.5928908794095173, '17': 0.6193929262300937, '18': 0.601835122564965, '19': 0.6172526047690042, '20': 0.6058363010964749, '21': 0.6184763780955514, '22': 0.5829853006586536, '23': 0.6355699137552959, '24': 0.5917283879303745, '25': 0.607522365364528, '26': 0.6021310617547266, '27': 0.6283596445048418, '28': 0.6070205809274406, '29': 0.622916132711882, '30': 0.5866369263054765, '31': 0.6125799704554578, '32': 0.5929140842396201, '33': 0.6213467304472091, '34': 0.5885003467330725, '35': 0.6091205463558648, '36': 0.6150457334264463, '37': 0.6169030427531119, '38': 0.5923099136344905, '39': 0.6372877947631973, '40': 0.5799590680969616, '41': 0.6353822249320001, '42': 0.6160462175342212, '43': 0.6192621813449934, '44': 0.6074730969309314, '45': 0.6197044958879316, '46': 0.577799349093837, '47': 0.6166522340657598, '48': 0.5928063669015853, '49': 0.6192268110313894}"
dataset13_density,KNN,vector,1000,7,0.5539482931325285,0.6557179410401318,"{'1': 0.4304439274724539, '2': 0.5614323730702928, '3': 0.5169163760650362, '4': 0.5560137868508054, '5': 0.5132899724986688, '6': 0.5802822799009213, '7': 0.5408748558394227, '8': 0.5816139176019592, '9': 0.5148222403637018, '10': 0.5941582760832648, '11': 0.5509679626415371, '12': 0.5736421473803298, '13': 0.5368429231673454, '14': 0.5843261046248772, '15': 0.5297291554306627, '16': 0.5806960933041955, '17': 0.5271415920276847, '18': 0.5746618189325532, '19': 0.5325954488007089, '20': 0.5725738368877914, '21': 0.5236127527473476, '22': 0.579112324698816, '23': 0.5178106244890884, '24': 0.5670770294092248, '25': 0.5466265108630487, '26': 0.5861819099801994, '27': 0.5318811471391862, '28': 0.5730653743943436, '29': 0.5536912243226326, '30': 0.5788532509270904, '31': 0.5386186703186914, '32': 0.5881425210080728, '33': 0.545026391579544, '34': 0.5743743745666978, '35': 0.530716435212098, '36': 0.5819747907803822, '37': 0.5322632118829869, '38': 0.5915728682495451, '39': 0.5321013422021628, '40': 0.5921095022671772, '41': 0.552947269405163, '42': 0.5808082958345706, '43': 0.536787857179007, '44': 0.5729616348608836, '45': 0.5331030723308285, '46': 0.5852144874360811, '47': 0.5321015662441985, '48': 0.5930641275336888, '49': 0.5386407066869245}","{'1': 0.8089685590042752, '2': 0.6473601276170264, '3': 0.7095482696859758, '4': 0.6412172715082042, '5': 0.7155313256721967, '6': 0.6204744843819873, '7': 0.6837022552422563, '8': 0.6213343169502873, '9': 0.7067262232313393, '10': 0.5980229272605775, '11': 0.6732528593786411, '12': 0.631448367350036, '13': 0.6774860584507083, '14': 0.6187634251835108, '15': 0.688803893192196, '16': 0.6230511492169886, '17': 0.6889323655311275, '18': 0.6313311295482851, '19': 0.6813881205203485, '20': 0.6246895431273443, '21': 0.691317611225768, '22': 0.6181791372439237, '23': 0.6968520840487343, '24': 0.6303420075196091, '25': 0.6703778976409733, '26': 0.6161478494323976, '27': 0.6806477485768165, '28': 0.6283991462382906, '29': 0.6600706750359817, '30': 0.6212754795467066, '31': 0.67826412654477, '32': 0.6067215876215097, '33': 0.6693078283633709, '34': 0.6265315837258182, '35': 0.6850015256573261, '36': 0.6134998176467861, '37': 0.6871910829845003, '38': 0.6077972340688262, '39': 0.6868496148737759, '40': 0.6036119771927894, '41': 0.6621097459140477, '42': 0.6213837144103624, '43': 0.6807344806310189, '44': 0.6265015774888996, '45': 0.6816633573399928, '46': 0.6172264054387064, '47': 0.6863497183074483, '48': 0.608291266473997, '49': 0.6755001577200006}"
dataset13_density,KNN,vector,1000,8,0.5316627044083044,0.7127474337044344,"{'1': 0.38834046443992504, '2': 0.5563298432767506, '3': 0.5273852887527309, '4': 0.5494504313305874, '5': 0.5220937427717159, '6': 0.535041351179547, '7': 0.5136849607992613, '8': 0.557357824372208, '9': 0.5141690110954683, '10': 0.5429322196601086, '11': 0.5343432750110791, '12': 0.5453394092908707, '13': 0.5201362495756048, '14': 0.5599887012696525, '15': 0.5181340567162727, '16': 0.5521236124630441, '17': 0.5155646290911158, '18': 0.5486354522610581, '19': 0.5168544074042856, '20': 0.5359022871665338, '21': 0.5281233100458782, '22': 0.5392091944105878, '23': 0.5095149416950074, '24': 0.5471510614294604, '25': 0.5087304552856909, '26': 0.5526515696579217, '27': 0.514883308052294, '28': 0.5534128680012685, '29': 0.527820233737565, '30': 0.5429825404634988, '31': 0.5221976680565756, '32': 0.5515742432202172, '33': 0.5058075655056952, '34': 0.5425380133679369, '35': 0.5116766857306194, '36': 0.5378759470777734, '37': 0.5235977535005224, '38': 0.5409686898881414, '39': 0.5236554154804197, '40': 0.5509174745661587, '41': 0.5240467690097271, '42': 0.5510750451010162, '43': 0.5287503700891418, '44': 0.5571929337703978, '45': 0.5246305348402875, '46': 0.5621814250746251, '47': 0.5299971795933324, '48': 0.5605189094112578, '49': 0.523983192016074}","{'1': 0.8363055539833878, '2': 0.6855271529419815, '3': 0.7189599934314367, '4': 0.698469732313531, '5': 0.7308934013148143, '6': 0.7163066611924489, '7': 0.7360629924577126, '8': 0.6938453109950524, '9': 0.7319009231963399, '10': 0.7046686327935644, '11': 0.7142608483274309, '12': 0.7017789147259024, '13': 0.7275535104599571, '14': 0.6838800989769133, '15': 0.7299039410385568, '16': 0.6931189555705002, '17': 0.7307130729012308, '18': 0.6967155212079292, '19': 0.7284987980806761, '20': 0.7080929581804041, '21': 0.7193569837381394, '22': 0.7028206971643822, '23': 0.7323389125188957, '24': 0.6959677253332431, '25': 0.7342437545405018, '26': 0.6897274215799485, '27': 0.7296610188739663, '28': 0.6882137619508744, '29': 0.7170968136713948, '30': 0.7011441350053312, '31': 0.721946403884092, '32': 0.6934369280105923, '33': 0.7399409305859468, '34': 0.7036323886550425, '35': 0.7317295136840949, '36': 0.7050404563005268, '37': 0.7202609723031057, '38': 0.701756738375511, '39': 0.7214484440106482, '40': 0.6913444214015647, '41': 0.7212527897967901, '42': 0.6908851687379398, '43': 0.7128143088024579, '44': 0.6833555493919887, '45': 0.7198309841293535, '46': 0.6745403657612156, '47': 0.7129546972240637, '48': 0.6835701083157348, '49': 0.7168548836801698}"
dataset13_density,KNN,vector,1000,9,0.5802655272344908,0.659529622636037,"{'1': 0.3951515284248175, '2': 0.5583052140499779, '3': 0.5236921892560829, '4': 0.58919810370224, '5': 0.5474598662902855, '6': 0.5949203510078047, '7': 0.5456813740327108, '8': 0.5985435570896158, '9': 0.548941659308697, '10': 0.6076101241598919, '11': 0.5645939346382712, '12': 0.616182494120597, '13': 0.5578697488673031, '14': 0.6128784775852475, '15': 0.5416172476720427, '16': 0.6151255747965513, '17': 0.5633477164489384, '18': 0.628543114200602, '19': 0.5568294337669139, '20': 0.6042776251442665, '21': 0.5500608286305987, '22': 0.628925295357569, '23': 0.5492728515446152, '24': 0.6233230551009442, '25': 0.5654601074100146, '26': 0.6100426670971548, '27': 0.5580534049873703, '28': 0.6272299080775582, '29': 0.5399854356697489, '30': 0.6135812577156152, '31': 0.5713003326104549, '32': 0.6252368744864291, '33': 0.5638110463179876, '34': 0.6262530507048244, '35': 0.569280638595989, '36': 0.6213925714008075, '37': 0.5798272173775391, '38': 0.6123790995151706, '39': 0.5460034880007585, '40': 0.6150594142977347, '41': 0.553585771499792, '42': 0.6429862624418068, '43': 0.5459561780883577, '44': 0.6144647791063367, '45': 0.5467226579336764, '46': 0.6212276985926759, '47': 0.5581482972324318, '48': 0.6209167896626153, '49': 0.5617545204706158}","{'1': 0.8570196134229593, '2': 0.7235574852696122, '3': 0.7193058521897786, '4': 0.679917644662815, '5': 0.6953844794859931, '6': 0.6682573137522851, '7': 0.6916440261464964, '8': 0.6624287922648939, '9': 0.6821419869976311, '10': 0.6404983633610583, '11': 0.6759152734291398, '12': 0.6343436258666395, '13': 0.6670169335922052, '14': 0.6353611866783244, '15': 0.69054420238346, '16': 0.6362447771070396, '17': 0.6686777725832762, '18': 0.6241766945153228, '19': 0.6690773710896765, '20': 0.6471134553080722, '21': 0.6782608636951535, '22': 0.6201147364501214, '23': 0.6746835109198486, '24': 0.6224617386301748, '25': 0.6549036375412798, '26': 0.6386206498439588, '27': 0.6724289256330687, '28': 0.6164827978635935, '29': 0.681015204976446, '30': 0.6333317753925332, '31': 0.6541036409075947, '32': 0.6166485513328326, '33': 0.6583461471910383, '34': 0.615593515303424, '35': 0.6566239329466936, '36': 0.6256692964965238, '37': 0.6460947875760151, '38': 0.6283771148575135, '39': 0.6816381237102548, '40': 0.6276062700767224, '41': 0.6743010110575032, '42': 0.6027309750581085, '43': 0.6764288903988257, '44': 0.6338582624538522, '45': 0.6791101581694343, '46': 0.6239665880866844, '47': 0.6688970916484185, '48': 0.6222718179014108, '49': 0.6637546429401039}"
