,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,100,1.1270434856414795,0.43443635953054005,0.010642051696777344,0.004538756194070043,tanh,0.05,True,"(18, 18, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (18, 18, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9516604053627264,0.755016047128095,0.9722245915657006,0.9565877937809802,0.9874225902087965,0.9245822856092598,0.08570761874462977,14,0.9942129775235288,0.9957865812980549,0.994789243246264,0.9928634615840676,0.9997851456966385,0.9954874818697107,0.0023476267079966117
1,0,100,0.7174155235290527,0.2786391973688379,0.010793733596801757,0.0076310547533258825,tanh,0.05,True,"(18, 9, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (18, 9, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9251124551328302,0.723901040015535,0.9588761360682415,0.9694407910474377,0.9866855557607267,0.9128031956049542,0.09656570660341182,23,0.9935620306781086,0.9936949994245396,0.9890625515714327,0.9895560615781529,0.99749281877895,0.9926736924062368,0.003092447316159007
2,0,100,1.8809367656707763,0.4353986667946844,0.010006952285766601,0.001666933700828295,tanh,0.05,True,"(18, 36, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (18, 36, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9742580590149229,0.7635254563460674,0.969735085300485,0.9219336422633276,0.9765365508227152,0.9211977587495035,0.0813569246110517,18,0.9995161137218068,0.9996295032532213,0.9997545547612589,0.9997938249895517,0.9995783764719933,0.9996544746395664,0.00010487401547214151
3,0,100,3.9600186347961426,2.2715594308578355,0.007994270324707032,0.0027675867391854085,tanh,0.05,True,"(36, 36, 36)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (36, 36, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9455998194629772,0.7137057699527347,0.977352880623134,0.9627075857420779,0.9843404347141717,0.916741298099019,0.10238412645701553,20,0.9997910077358289,0.999782231790902,0.9997873095881151,0.9998049636380755,0.9997677198636228,0.9997866465233087,1.2105245408929369e-05
4,0,100,1.9192886829376221,0.5997611742447552,0.011422443389892577,0.00102142550062114,tanh,0.05,True,"(36, 18, 36)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (36, 18, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9416979321452214,0.727309937449952,0.9595465693904552,0.976439857105593,0.9766156198973224,0.9163219831977087,0.09538064632192665,21,0.9953937370370138,0.9996243014976303,0.9949595322520929,0.9997401905012071,0.9996164085561795,0.9978668339688248,0.0022012623539772614
5,0,100,2.496794891357422,0.616807964263935,0.014398193359375,0.008860340744169894,tanh,0.05,True,"(36, 36, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (36, 36, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9539461368771751,0.7715510266655209,0.9749824222522857,0.9643323856879353,0.984036588334439,0.9297697119634712,0.07975125498288504,10,0.995695581893405,0.9994463834342487,0.9998221523142203,0.9998097882421996,0.9998091099303644,0.9989166031628877,0.0016167877000867865
6,0,100,2.6587357997894285,0.9777869441969473,0.011316251754760743,0.0017356310720048772,tanh,0.05,True,"(18, 36, 36)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (18, 36, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9584973183621395,0.7739757709337854,0.9670588118743537,0.973664729554389,0.9861954320160526,0.9318784125481441,0.07946811406482737,7,0.996145910874394,0.9997531545021827,0.9997935746469208,0.9998003323369958,0.999727725708028,0.9990441396137042,0.0014493586298478655
7,0,100,1.5336523532867432,0.7377265985529582,0.010813236236572266,0.0017066380466484086,tanh,0.05,True,"(36, 18, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (36, 18, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9717553678949158,0.7539437456251458,0.9711502737286016,0.9717103333336676,0.9859240689511788,0.9308967579067019,0.08865200843932154,9,0.9955327195373566,0.9970735413266418,0.9996646980384238,0.9997635681163797,0.9996718406683891,0.9983412735374382,0.0017343531185273395
8,0,100,1.620443058013916,0.8706642880011898,0.010413074493408203,0.0014690715391524243,tanh,0.05,True,"(18, 18, 36)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (18, 18, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9556972498131795,0.7558183501586826,0.9767851971259216,0.9682864532390251,0.9783574353796652,0.9269889371432948,0.08596209864818682,11,0.9962468912039347,0.9935648088377347,0.9924753021203148,0.9997444845568433,0.999652716462836,0.9963368406363328,0.003007018473149085
9,0,100,2.146708917617798,0.7637065625655727,0.010316801071166993,0.0034865535457241394,tanh,0.05,True,"(20, 40, 20)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'early_stopping': True, 'hidden_layer_sizes': (20, 40, 20), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.9636167056782778,0.7896129194097558,0.9664536176564327,0.9622016379297167,0.9796631370577581,0.9323096035463883,0.07161589608825664,6,0.9936931507515293,0.9996114766866488,0.9954300892670557,0.9997346890170945,0.9997262912497091,0.9976391393944075,0.002572484181388698
