,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0065901756286621095,0.0004855408125281177,0.005003213882446289,0.0,auto,1,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.8890212722771278,0.8811657178502752,0.9332073030711119,0.9411808771304161,0.8933095693275291,0.907576947931292,0.02462341742249071,1027
1,0.0077896595001220705,0.0007457788398908796,0.010203266143798828,0.0026357060052184917,auto,1,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.8890212722771278,0.8811657178502752,0.9332073030711119,0.9411808771304161,0.8933095693275291,0.907576947931292,0.02462341742249071,1027
2,0.009506320953369141,0.0013293374413017036,0.008292293548583985,0.0009876686815378226,auto,1,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.9029122906782481,0.881232708568555,0.9425095559057288,0.9412903932318726,0.9295662403920538,0.9195022377552917,0.023854256495700946,738
3,0.00995621681213379,0.0011010240671881697,0.008603382110595702,0.0004966276377566486,auto,1,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.9029122906782481,0.881232708568555,0.9425095559057288,0.9412903932318726,0.9295662403920538,0.9195022377552917,0.023854256495700946,738
4,0.009397029876708984,0.0010233995354133902,0.008408880233764649,0.0008160743113479138,auto,1,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.9041670335715923,0.8960386547324015,0.933614951468673,0.9191169079109683,0.9315632217268524,0.9169001538820976,0.014809716506531479,856
5,0.010188961029052734,0.0014766782899173175,0.008996534347534179,0.0006437461179946097,auto,1,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.9215262596669689,0.9156972352590798,0.9557113789606293,0.9399752117021003,0.9470113384843081,0.9359842848146173,0.015147808583025906,96
6,0.008594322204589843,0.0007815925322915963,0.009385633468627929,0.0028072744050439916,auto,1,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.910893253158286,0.8993952406129917,0.9360456599329344,0.910999570635849,0.9374290945851755,0.9189525637850473,0.015127773159292464,815
7,0.009196281433105469,0.0024825073718226865,0.009942197799682617,0.0014644309964282872,auto,1,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.9201993337820112,0.9193213243300741,0.9548292808061765,0.9318872188501885,0.9576423163645212,0.9367758948265943,0.01652074969976426,46
8,0.008993244171142578,0.0006301304556271424,0.0085968017578125,0.0004899828521712805,auto,1,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.9012589446277572,0.8957941293215619,0.9298176162206238,0.8939721792998796,0.9241727018067277,0.90900311425531,0.014991586509631678,891
9,0.008596277236938477,0.0007981286565655004,0.009604120254516601,0.002729943568993161,auto,1,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.933557814127821,0.9246328765880779,0.9522256278585963,0.9248284164673907,0.9490828743982707,0.9368655218880313,0.011753016688114439,1
10,0.008191871643066406,0.0004037354734923121,0.008207607269287109,0.0003948620070191581,auto,1,5,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.9120582006716632,0.896003120053931,0.9199716236958204,0.9018879644719134,0.911888865818666,0.9083619549423988,0.00843254521241073,932
11,0.010984039306640625,0.005069145559009189,0.010604476928710938,0.0028011476288562496,auto,1,5,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.9357957471519585,0.9239781446757231,0.9464754656012812,0.9259037692723623,0.945631536356296,0.9355569326115243,0.009465948744442853,122
12,0.008203411102294922,0.0009827373280512598,0.010401535034179687,0.0025773785454429685,auto,1,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.8922497031454306,0.8807006520425679,0.915351457146963,0.8922572058260305,0.911201854018708,0.8983521744359401,0.012961905099792089,1146
13,0.008798980712890625,0.0011806048321893797,0.009408044815063476,0.001946592170324352,auto,1,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.9304525882650462,0.9174997545583635,0.9486553471464003,0.9267010576782317,0.9476974599750263,0.9342012415246135,0.012168105092090886,176
14,0.009791374206542969,0.0027969687167155744,0.010596752166748047,0.002792226479331259,auto,1,7,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.9057648378687956,0.873700424790594,0.9219181412749898,0.8886233595511015,0.910544991561788,0.9001103510094538,0.017005115918536838,1099
