,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.02836308479309082,0.0046515794989441805,0.03844032287597656,0.006571266686913467,auto,1,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.7236614808795426,0.7072502344136725,0.7380505662855179,0.7306052289368932,0.7194385342865578,0.7238012089604369,0.0104146635539723,1597
1,0.0270599365234375,0.0031119040920269624,0.033552694320678714,0.007335340203097355,auto,1,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.7236614808795426,0.7072502344136725,0.7380505662855179,0.7306052289368932,0.7194385342865578,0.7238012089604369,0.0104146635539723,1597
2,0.03296871185302734,0.0039223193354222695,0.040934514999389646,0.006944000073456869,auto,1,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.7349946830668103,0.7147841550453581,0.742985440485894,0.7353603043647949,0.7261252704683453,0.7308499706862405,0.009645979496387638,1517
3,0.03259057998657226,0.004004937951506528,0.03906736373901367,0.004119259635197066,auto,1,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.7349946830668103,0.7147841550453581,0.742985440485894,0.7353603043647949,0.7261252704683453,0.7308499706862405,0.009645979496387638,1517
4,0.025519371032714844,0.008108223771303342,0.05991945266723633,0.012777223559912638,auto,1,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.8188126583231415,0.8116830034262068,0.8165307634649388,0.8144654207799104,0.7936680206690643,0.8110319733326523,0.00899438719979608,1305
5,0.03169131278991699,0.009630106630159866,0.06041297912597656,0.00584394892958626,auto,1,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.8283045551627657,0.8195456182661269,0.8280299343695179,0.829081128403252,0.8071815863854312,0.8224285645174187,0.008377839074420624,1025
6,0.02018146514892578,0.004579170554700591,0.06527667045593262,0.007252504543181343,auto,1,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.8288348101597434,0.8145372074396184,0.8251331155776909,0.8175626249101797,0.8023502600408045,0.8176836036256073,0.009218139788369464,1153
7,0.028210926055908202,0.006221822281115892,0.06253318786621094,1.9795577465835237e-05,auto,1,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.8366483035520287,0.8221091622973145,0.8353521501894823,0.8317627281676843,0.8139743371606105,0.827969336273424,0.008653575857454486,793
8,0.021885013580322264,0.007660407234322037,0.06562643051147461,0.015305954791006316,auto,1,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.8319359691909123,0.8285240146539818,0.832759920957912,0.830288822995257,0.8144072610515247,0.8275831977699175,0.0067461979615924894,803
9,0.02498335838317871,0.007659295530314403,0.06250495910644531,0.009880544284752137,auto,1,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.8465729200975268,0.8390561425144034,0.8466193280891788,0.8462732608542851,0.8284600131260041,0.8413963329362797,0.007080762958424556,361
