,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0,500,11.66557765007019,2.0871922139861057,0.015849781036376954,0.00018739884742042864,relu,0.05,"(36, 36, 36)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (36, 36, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.6721837937810435,0.7520384999220042,0.7671839627274364,0.7750507212505184,0.6984517460287344,0.7329817447419474,0.04047582505589527,29,0.9866818183699926,0.9842980276411437,0.9857529409512029,0.9842920412889414,0.987250258143682,0.9856550172789926,0.001208952221480893
1,0,500,59.863455295562744,7.394046867826697,0.015673255920410155,8.356992585771908e-05,relu,0.05,"(100, 100, 100)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.7077335276042126,0.7173480276727526,0.7753595794186235,0.7511616414926845,0.7225354395797623,0.7348276431536072,0.0249012597375942,26,0.9993979840715945,0.9992859473641548,0.9993061416627691,0.9987519805287614,0.9992268241991616,0.9991937755652882,0.00022763917102199558
2,0,500,7.493848896026611,3.2340721547846436,0.009539508819580078,0.0030585305735588344,relu,0.05,"(9, 18, 9)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (9, 18, 9), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.6727632710267556,0.5359331158593065,0.6963977747012079,0.588916645623658,0.671407666661509,0.6330836947744873,0.06073027502649813,37,0.8906676601630663,0.9180506416838909,0.907655537172674,0.9131044779342589,0.9241911801094411,0.9107338994126664,0.011422635733009674
3,0,500,4.7221901416778564,0.36463923231702244,0.01640791893005371,0.012156482652054722,relu,0.05,"(18, 18, 18)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (18, 18, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.7305287026592677,0.6235121296662693,0.7006869643147806,0.8163837310051305,0.725265800416401,0.7192754656123699,0.06182019662651532,33,0.9562829288877605,0.9595413460161074,0.9570659936251052,0.9606365692153486,0.9577083318562973,0.9582470339201239,0.0016079730967350062
4,0,500,4.900158786773682,2.257861617766861,0.018581151962280273,0.005921985350844937,relu,0.05,"(18, 9, 18)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (18, 9, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.6854316918884297,0.6657930695190593,0.7005710656467483,0.6911251220398874,0.7441734148421656,0.697418872787258,0.02599776436279711,36,0.9146216291424031,0.9310876009622082,0.9270304959982786,0.9202768256399794,0.9353212608754033,0.9256675625236545,0.007422950688375466
5,0,500,3.125120449066162,1.514687001870179,0.012495183944702148,0.0062477164404436195,relu,0.05,"(10, 18, 9)",invscaling,5000,lbfgs,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (10, 18, 9), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.761329431804674,0.6183269376052023,0.7360353621474383,0.7528618940474706,0.6949004987682387,0.7126908248746047,0.052431737004671165,34,0.9076249477890583,0.8864581713737735,0.8891030933171175,0.8990462931513709,0.9242023538868127,0.9012869719036265,0.013701427178184202
6,0,500,14.008952093124389,4.592329804927397,0.012522077560424805,0.006261351908362752,tanh,0.05,"(36, 36, 36)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (36, 36, 36), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.6123450826081294,0.6313739250532026,0.7622013302990501,0.733623980293974,0.7535427349185466,0.6986174106345805,0.06363924409222835,35,0.987676512823428,0.9924971311709656,0.9899800725466537,0.9869226423145877,0.9911686307239163,0.9896489979159103,0.0020906682962999958
7,0,500,80.01050562858582,7.414059963446264,0.007872200012207032,0.007420821749854754,tanh,0.05,"(100, 100, 100)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (100, 100, 100), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.7402708365739923,0.6756174806031934,0.7830032256443539,0.7586850317195126,0.7161616798348428,0.7347476508751789,0.03680738956829159,27,0.9997724804830885,0.9997803303933979,0.9997599306244384,0.9996675476384422,0.9997752619616094,0.9997511102201952,4.2318596081852454e-05
8,0,500,5.025424480438232,1.9358193928595073,0.01283574104309082,0.006451181872122876,tanh,0.05,"(9, 18, 9)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (9, 18, 9), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.7478139367113741,0.7142417718834948,0.7134583408167745,0.8003748446535813,0.6772402790446024,0.7306258346219654,0.04140901629717741,31,0.9555695035285174,0.944755302454876,0.9551462621084337,0.9528329879630765,0.9408885405111364,0.949838519313208,0.005931683915007663
9,0,500,4.33657693862915,1.3679284193936518,0.015653657913208007,3.190122554849321e-05,tanh,0.05,"(18, 18, 18)",invscaling,5000,lbfgs,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (18, 18, 18), 'learning_rate': 'invscaling', 'max_iter': 5000, 'solver': 'lbfgs'}",0.6752598350369041,0.6950853892822493,0.7994071556167355,0.7782030277583947,0.7079398274343007,0.7311790470257169,0.048654087786794434,30,0.9733678351536449,0.9732255201645733,0.9727165324015972,0.973943489444472,0.9736046677254754,0.9733716089779525,0.0004078835990371057
