,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
12,0,10,0.0041773319244384766,0.0012626515413723912,0.0031861305236816407,0.0008047268326248428,auto,1,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",-1.9317438473021997,-0.005969976080620455,-48.35276452438353,-27.22699342043841,-0.1711690447751421,-15.537728162595979,19.36984767295567,1602,0.10608747493455281,0.10608747493455281,0.06836184639482124,0.055416441413130194,0.013867689461470064,0.06996418542770541,0.03455663552943427
13,0,10,0.002521991729736328,0.0006892081626834153,0.0024899005889892577,0.00027645431945431574,auto,1,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",-1.6672692975121453,0.1640284029529834,-46.88830763702154,-26.208899494637297,0.15919907618064005,-14.888249790007473,18.867707509440265,1522,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,0,10,0.0022587299346923826,0.00023080398181105996,0.0026546001434326174,0.0006405224067908862,auto,1,7,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",-1.9317438473021997,-0.005969976080620431,-12.480862169992887,-27.22699342043841,-0.17116904477514217,-8.363347691717852,10.498705986303627,802,0.10930366513798923,0.10930366513798923,0.10877066177029751,0.0997793853572117,0.012170659621188327,0.0878656074049352,0.03802069216053433
15,0,10,0.002894687652587891,0.0005559353079643711,0.0025103092193603516,0.0009948060396730676,auto,1,7,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",-1.8332597486760855,0.14799815516306797,-17.856230006631108,-25.270133538977078,0.14738927239860825,-8.93284717334452,10.600474275931878,882,1.0,1.0,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.9999999999999989,8.7136595140917915e-16
16,0,10,0.0026682376861572265,0.0006767068697751029,0.003938913345336914,0.0005426157332182322,auto,1,9,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
17,0,10,0.003096914291381836,0.0003444397029302473,0.004321527481079101,0.0007054301005668335,auto,1,9,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
18,0,10,0.0030485153198242187,0.0009022224466685495,0.00394291877746582,0.00039412713902345955,auto,1,9,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
19,0,10,0.0035773754119873048,0.000828308138444335,0.002485179901123047,0.0012938590392808657,auto,1,9,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
20,0,10,0.002735328674316406,0.0006791849006935476,0.00200505256652832,0.0005503067387844073,auto,1,11,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
21,0,10,0.002791166305541992,0.00020242195101753202,0.002044057846069336,0.0003248441582405458,auto,1,11,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
22,0,10,0.0028425216674804687,0.000433989289036478,0.0018908977508544922,0.00039034336547941575,auto,1,11,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
23,0,10,0.0028691768646240236,0.0007945623487790808,0.001930379867553711,0.0005691712284758433,auto,1,11,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
24,0,10,0.0028696537017822267,0.0005501920497647084,0.0015802860260009765,0.0004819280752915147,auto,1,13,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
25,0,10,0.0026050567626953124,0.00022377544641303442,0.0020390987396240235,0.0003951475791339812,auto,1,13,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
26,0,10,0.0027533531188964843,0.0005198527073289558,0.0020943164825439455,0.0005886595642052651,auto,1,13,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
27,0,10,0.0030521392822265626,0.0004608742164462375,0.002189350128173828,0.0006244734029318413,auto,1,13,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
28,0,10,0.003168487548828125,0.0006162936375750263,0.0016300201416015625,0.0005584860717438094,auto,1,15,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
29,0,10,0.00337367057800293,0.0005673759973450319,0.0014597415924072266,0.0005656236782981313,auto,1,15,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
30,0,10,0.002694511413574219,0.00047763675405822556,0.001968860626220703,0.00041971511662022306,auto,1,15,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
31,0,10,0.002898979187011719,0.0003665529581174451,0.0015312671661376954,0.0004894937839875795,auto,1,15,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
32,0,10,0.003471994400024414,0.00040695626969350753,0.002042722702026367,0.0005170952036516101,auto,1,17,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 17, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
33,0,10,0.0031113624572753906,0.0006394228410585216,0.0023056507110595704,0.0002968186103907127,auto,1,17,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 17, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
34,0,10,0.002958393096923828,0.00015638329514861368,0.0018932342529296875,0.0004492380627855133,auto,1,17,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
35,0,10,0.002808952331542969,0.0005918119235552903,0.0022037506103515627,0.0002524840100034254,auto,1,17,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
36,0,10,0.003354597091674805,0.001425923216488337,0.0019676685333251953,0.0007141561161722979,auto,1,19,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 19, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
37,0,10,0.0027828216552734375,0.0008796183663663387,0.0023870944976806642,0.000851667786245459,auto,1,19,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 19, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
38,0,10,0.003376626968383789,0.0009428437186500703,0.0024680614471435545,0.0012234303939480352,auto,1,19,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 19, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
39,0,10,0.004335546493530273,0.0016129649975257189,0.002381563186645508,0.0009848129383923183,auto,1,19,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
40,0,10,0.0033176422119140627,0.0008300090946917945,0.003339338302612305,0.0005716681230579046,auto,6,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",-34.97533112982714,0.6917609141373958,-171.01887248017817,-52.06996127265875,0.6639106892553318,-51.34169865585427,63.25042071827124,1842,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41,0,10,0.004474115371704101,0.0012072637094292,0.0059563636779785155,0.0016514184165913456,auto,6,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",-34.97533112982714,0.6917609141373958,-171.01887248017815,-52.06996127265875,0.6639106892553318,-51.34169865585426,63.25042071827123,1762,1.0,1.0,1.0,1.0,1.0,1.0,0.0
42,0,10,0.0037116527557373045,0.0010462684755375771,0.005717802047729492,0.0016128806890289408,auto,6,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",-34.97533112982714,0.6917609141373958,-235.92880590746194,-52.06996127265875,0.6639106892553318,-64.32368534131102,88.215863587706,1922,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,0,10,0.004453134536743164,0.0010063977282453182,0.004975128173828125,0.0013218222789543091,auto,6,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",-34.97533112982715,0.6917609141373958,-235.92880590746194,-52.06996127265875,0.6639106892553317,-64.32368534131102,88.215863587706,1922,1.0,1.0,1.0,1.0,1.0,1.0,0.0
44,0,10,0.0037503719329833986,0.0009965161177773146,0.005510520935058594,0.000767621639697736,auto,6,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",-3.4234263207932742,0.6202716797721332,-28.563472194810945,-13.57701898218699,0.11159641829494543,-8.966409879944827,11.048455965262717,962,0.10356861756295982,0.10356861756295982,0.03378875494775191,-0.05972108286989598,0.2729653980447692,0.09083406104970895,0.10901117381599512
45,0,10,0.005353736877441406,0.0014908418749584864,0.004733610153198242,0.0012853666553967853,auto,6,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",-3.9379605652699428,0.6596446427142687,-37.84731758183875,-14.07824302551051,0.4146204965476992,-10.957851206671448,14.466225728313393,1202,1.0,1.0,1.0,1.0,1.0,1.0,0.0
46,0,10,0.003839397430419922,0.0015904248227974968,0.004676628112792969,0.0008473973933438237,auto,6,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",-7.351235140087187,0.3245117502777088,-28.563472194810945,-9.769451094307776,0.12908003800384915,-9.04611332818487,10.548136464732732,1042,0.1526231227682327,0.1526231227682327,-0.1118090073707057,-0.03946427180681914,0.2729653980447692,0.08538767288074196,0.1404999311140866
47,0,10,0.003947305679321289,0.002264765018829435,0.004366350173950195,0.0022648954095880066,auto,6,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",-8.152075746727968,0.4662395000498168,-32.023379902658185,-10.554972478021508,0.4915375830414953,-9.954530208863268,11.902573448235854,1122,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48,0,10,0.005791378021240234,0.002062695945383937,0.0036214351654052734,0.001884526909638868,auto,6,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",-0.6043720538253766,0.16942448232278423,-36.75249933924762,-44.41307299814298,0.07078948914788079,-16.30594608394906,19.971213552225283,1682,0.3128262297763994,0.3128262297763994,0.14762847639562449,0.007599991954634862,-0.005612092921861612,0.15505376699623932,0.13956759601080795
49,0,10,0.0037432193756103517,0.002103206051087063,0.003776264190673828,0.0023550793447506204,auto,6,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",-0.9001968139929214,0.3038648728144991,-36.54567994153879,-37.10964578618073,0.3031777078180705,-14.789695992215973,18.000175554375666,1442,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50,0,10,0.0016784191131591797,0.0020556375250772646,0.0035164356231689453,0.0045174531314086655,auto,6,5,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",-0.6043720538253766,-0.14250970232089488,-36.75249933924762,-22.302807207646307,-0.13088943515681903,-11.986615547639403,15.034422916941107,1362,0.22307345458355135,0.22307345458355135,0.29857161494874546,0.19709076996726405,0.027077804357616295,0.1937774196881457,0.08999786522237176
51,0,10,0.0028687477111816405,0.0020295478116168415,0.0029265880584716797,0.002134925569336937,auto,6,5,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",-1.0701397231148997,0.07796560000612605,-36.355465007392176,-19.777305699616235,0.2111458177362055,-11.382759802476198,14.602886106887025,1282,1.0,1.0,0.9999999999999994,0.999999999999999,0.9999999999999987,0.9999999999999994,5.324442579404919e-16
52,0,10,0.002997684478759766,0.002507253613275598,0.0016481399536132813,0.0016424071357891237,auto,6,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",-1.9317438473021997,-0.005969976080620455,-48.35276452438353,-27.22699342043841,-0.1711690447751421,-15.537728162595979,19.36984767295567,1602,0.10608747493455281,0.10608747493455281,0.06836184639482124,0.055416441413130194,0.013867689461470064,0.06996418542770541,0.03455663552943427
53,0,10,0.0026423454284667967,0.0016072691135771994,0.0029042243957519533,0.0009049114953361008,auto,6,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",-1.6672692975121453,0.1640284029529834,-46.88830763702154,-26.208899494637297,0.15919907618064005,-14.888249790007473,18.867707509440265,1522,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,0,10,0.0024532794952392576,0.0004983764882689428,0.0023897647857666015,0.0014943068329737576,auto,6,7,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",-1.9317438473021997,-0.005969976080620431,-12.480862169992887,-27.22699342043841,-0.17116904477514217,-8.363347691717852,10.498705986303627,802,0.10930366513798923,0.10930366513798923,0.10877066177029751,0.0997793853572117,0.012170659621188327,0.0878656074049352,0.03802069216053433
55,0,10,0.0040568351745605465,0.0008120351527189771,0.005313968658447266,0.0014454050140573177,auto,6,7,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",-1.8332597486760855,0.14799815516306797,-17.856230006631108,-25.270133538977078,0.14738927239860825,-8.93284717334452,10.600474275931878,882,1.0,1.0,0.9999999999999982,0.9999999999999982,0.9999999999999982,0.9999999999999989,8.7136595140917915e-16
56,0,10,0.003539562225341797,0.0008644733775320692,0.002264547348022461,0.0003708822557347755,auto,6,9,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
57,0,10,0.003964567184448242,0.0008753972160954054,0.0031420707702636717,0.0005941180008070539,auto,6,9,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
58,0,10,0.0033776283264160155,0.0009187247451541324,0.0034961700439453125,0.0008645713468823198,auto,6,9,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
59,0,10,0.00428156852722168,0.0011067893502908293,0.0031691551208496093,0.0010120908233870833,auto,6,9,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
60,0,10,0.004259920120239258,0.0006176944682308683,0.0032097339630126954,0.0005766897964781237,auto,6,11,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
61,0,10,0.0036815643310546876,0.0013786621705866573,0.0030145168304443358,0.0012446609384589025,auto,6,11,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
62,0,10,0.00446467399597168,0.0009399941998717644,0.003618669509887695,0.00111676628005086,auto,6,11,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
63,0,10,0.006102848052978516,0.0018912003081136709,0.002947235107421875,0.000864081107494671,auto,6,11,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
64,0,10,0.004294443130493164,0.00060683324907949,0.003667736053466797,0.0015080442994289422,auto,6,13,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
65,0,10,0.005226802825927734,0.0006588196467960516,0.0031760692596435546,0.001326390595879187,auto,6,13,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
66,0,10,0.00459747314453125,0.000943902875165937,0.002731657028198242,0.0005949062427984943,auto,6,13,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
67,0,10,0.004219770431518555,0.0019519310229357476,0.0041045665740966795,0.0022921214726994467,auto,6,13,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
68,0,10,0.005411338806152344,0.001950162068807992,0.003991365432739258,0.002393961852675376,auto,6,15,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
69,0,10,0.00510563850402832,0.0009207945864988027,0.004352712631225586,0.002506518724876761,auto,6,15,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
70,0,10,0.0018425941467285155,0.001644522048447492,0.0037411212921142577,0.0032956485803975906,auto,6,15,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
71,0,10,0.005075979232788086,0.002737948493764767,0.003478813171386719,0.0018684839031061094,auto,6,15,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
72,0,10,0.0045773029327392575,0.0011449615575931577,0.003052949905395508,0.0009663887766362185,auto,6,17,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 17, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
73,0,10,0.007781028747558594,0.004437332950692877,0.005003929138183594,0.0020372287252027723,auto,6,17,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 17, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
74,0,10,0.008497810363769532,0.004886043389568645,0.0025423526763916015,0.0030409349051639606,auto,6,17,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
75,0,10,0.004039478302001953,0.0022157043048148645,0.003221940994262695,0.00278611251432987,auto,6,17,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
76,0,10,0.004787254333496094,0.005796657747656878,0.004090213775634765,0.006094740498772391,auto,6,19,1,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 19, 'p': 1, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
77,0,10,0.004570960998535156,0.003744020150237096,0.009913921356201172,0.008025410769510112,auto,6,19,1,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 19, 'p': 1, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
78,0,10,0.005620384216308593,0.005748950250144839,0.005933952331542969,0.00413672766616228,auto,6,19,2,uniform,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 19, 'p': 2, 'weights': 'uniform'}",,,,,,,,2082,,,,,,,
79,0,10,0.003148651123046875,0.00629730224609375,0.010807657241821289,0.0057730598584354335,auto,6,19,2,distance,"{'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",,,,,,,,2082,,,,,,,
80,0,10,0.007666778564453125,0.005245493333638521,0.007666206359863282,0.004999751940135228,auto,11,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",-34.97533112982714,0.6917609141373958,-171.01887248017817,-52.06996127265875,0.6639106892553318,-51.34169865585427,63.25042071827124,1842,1.0,1.0,1.0,1.0,1.0,1.0,0.0
