,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.01579461097717285,0.00040307653364542764,0.42259721755981444,0.014759061393980403,auto,1,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.7074075788417945,0.7033408048376842,0.7352758870097359,0.7049554429053323,0.7033661988662132,0.710869182492152,0.012293197098728484,1441
1,0.013312053680419923,0.0008913188756964891,0.4445798397064209,0.027354202329747217,auto,1,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.7074075788417945,0.7033408048376842,0.7352758870097359,0.7049554429053323,0.7033661988662132,0.710869182492152,0.012293197098728484,1441
2,0.011034631729125976,0.002576028486636415,0.2558011531829834,0.02673787340406008,auto,1,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.7031823945963287,0.6939648047141476,0.73345698815708,0.7039285912208744,0.7016414092338769,0.7072348375844615,0.013581862559562407,1533
3,0.008397436141967774,0.0011978366912094164,0.111198091506958,0.058898979861167926,auto,1,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.7031823945963287,0.6939648047141476,0.73345698815708,0.7039285912208744,0.7016414092338769,0.7072348375844615,0.013581862559562407,1533
4,0.012999916076660156,0.003678380520283049,0.3069797992706299,0.020331610148441297,auto,1,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.8244347618769651,0.7992637099783546,0.8265518080047837,0.8115379128148967,0.8030440812005851,0.8129664547751171,0.010994028693859143,1295
5,0.00940251350402832,0.0023334529258762712,0.3427907943725586,0.02947109267086796,auto,1,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.819119126730099,0.8008785646436459,0.8298823850459078,0.8110322794619014,0.8038656457641777,0.8129556003291466,0.010551647517267195,1317
6,0.007602214813232422,0.002728306459376313,0.10179414749145507,0.00851325215700917,auto,1,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.8228769183315797,0.7973894904372958,0.8253287389467645,0.8097829280641561,0.8043291696343892,0.811941449082837,0.01070672246209739,1395
7,0.008395242691040038,0.0013597179699760744,0.1140026569366455,0.01707996660561075,auto,1,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.8165415322793199,0.7995823964744977,0.8290073927157299,0.8098448644876525,0.8048748631533992,0.8119702098221199,0.01019295390584705,1375
8,0.008804750442504884,0.002132602816304654,0.3409970760345459,0.014256634087600223,auto,1,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.8423940745495524,0.826080415035402,0.8481703509243741,0.8278359947364209,0.8242233277774876,0.8337408326046474,0.00966666023833099,1162
9,0.0075958251953125,0.002333397990017787,0.31861443519592286,0.019932650107006466,auto,1,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.8371858950966006,0.8280216006407297,0.8510890186783916,0.8277819351221669,0.8260407522717833,0.8340238403619346,0.009380158413008407,1131
