Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset10_density,KNN,vector,1000,0,0.2592793304269273,0.9287662079499152,"{'1': 0.22761720964084245, '2': 0.18729207719085722, '3': 0.17279097185356806, '4': 0.17953007113323463, '5': 0.18435342995268164, '6': 0.19818685732230118, '7': 0.21398722033796125, '8': 0.24213904965941183, '9': 0.2481109131841745, '10': 0.25665964898583943, '11': 0.2579849277199767, '12': 0.26709896481020684, '13': 0.26646740449742595, '14': 0.2738761121578696, '15': 0.27299814220253243, '16': 0.2816129140221603, '17': 0.28186291455172724, '18': 0.28976689955423673, '19': 0.28897857180465963, '20': 0.29464909841855447, '21': 0.29095167351905105, '22': 0.29463559531986666, '23': 0.29094038625088836, '24': 0.29462371659823133, '25': 0.29092707337946605, '26': 0.29461258499040605, '27': 0.2909200303488066, '28': 0.2946079682311492, '29': 0.29091815474280375}","{'1': 0.9493684340303441, '2': 0.9649569047598797, '3': 0.9693288213558767, '4': 0.9664346549653181, '5': 0.9641824668887163, '6': 0.9587030498323353, '7': 0.9518649262462316, '8': 0.9389343753932894, '9': 0.9358416001119563, '10': 0.9315811972755971, '11': 0.9307203553632143, '12': 0.9260271283468131, '13': 0.9261458964994055, '14': 0.9222032107746635, '15': 0.9224706928550152, '16': 0.9178039694037243, '17': 0.9174864837476381, '18': 0.913164595591669, '19': 0.9134609047774548, '20': 0.9103714333739737, '21': 0.9123366390917058, '22': 0.9103714333739736, '23': 0.9123366390917058, '24': 0.9103714333739737, '25': 0.9123366390917057, '26': 0.9103714333739736, '27': 0.9123366390917058, '28': 0.9103714333739736, '29': 0.9123366390917058}"
dataset10_density,KNN,vector,1000,1,0.1925154751826753,0.9659369518501936,"{'1': 0.16193514349576382, '2': 0.17967176618211453, '3': 0.1865934216716786, '4': 0.19861336091972417, '5': 0.19900657677953992, '6': 0.20184134974814483, '7': 0.1970957166625151, '8': 0.1898278776897918, '9': 0.18491147762227292, '10': 0.1844608627975715, '11': 0.18649795292472768, '12': 0.18957497671049775, '13': 0.190969065769206, '14': 0.19117824837125888, '15': 0.19160431262349562, '16': 0.19204470948770586, '17': 0.19313774936714312, '18': 0.19437533986615418, '19': 0.19578574762067646, '20': 0.19647033190147428, '21': 0.1975791853280557, '22': 0.1973918421967, '23': 0.19757152038074266, '24': 0.1973838840179063, '25': 0.19756247988869743, '26': 0.19737642636984834, '27': 0.19755769711414556, '28': 0.19737333336062213, '29': 0.1975564234294076}","{'1': 0.9740512255801074, '2': 0.9697814417296174, '3': 0.9683108293912275, '4': 0.9645077777640134, '5': 0.9642950470714113, '6': 0.9630652609478614, '7': 0.964589764177857, '8': 0.9669792587684828, '9': 0.968601488042421, '10': 0.9687400853389585, '11': 0.9680489632263121, '12': 0.9669938228723405, '13': 0.9665047491975332, '14': 0.9664172728172843, '15': 0.9662825835869124, '16': 0.9661220743803098, '17': 0.9657587698757852, '18': 0.9653269752847988, '19': 0.964853935180082, '20': 0.9646082250129498, '21': 0.9642355762718169, '22': 0.9642885430125637, '23': 0.9642355762718169, '24': 0.9642885430125637, '25': 0.9642355762718169, '26': 0.9642885430125637, '27': 0.9642355762718169, '28': 0.9642885430125637, '29': 0.9642355762718169}"
dataset10_density,KNN,vector,1000,2,0.3006206396618307,0.9061067423695848,"{'1': 0.1701568382866816, '2': 0.17981414083824304, '3': 0.20340749927177765, '4': 0.21794717192397803, '5': 0.23212742856306262, '6': 0.238356737429623, '7': 0.2557346946236942, '8': 0.27142049790630657, '9': 0.28850609522184395, '10': 0.3020401900882772, '11': 0.31706647366069374, '12': 0.3253268401838262, '13': 0.3349276295752861, '14': 0.3362029235774879, '15': 0.33713099435788424, '16': 0.3359835928680223, '17': 0.3369295267234453, '18': 0.335765477414622, '19': 0.3367971674131459, '20': 0.3357421426302126, '21': 0.33677913254899583, '22': 0.335726756330679, '23': 0.33676606743637855, '24': 0.33571322095088324, '25': 0.33675065767009293, '26': 0.33570053688063756, '27': 0.3367425052998821, '28': 0.335695276248064, '29': 0.3367403342693635}","{'1': 0.9694107314844105, '2': 0.9671525027879494, '3': 0.9583538825512273, '4': 0.9520984881649396, '5': 0.9452760153155353, '6': 0.9420684370412801, '7': 0.933059904459496, '8': 0.9251304658572943, '9': 0.9155097176206902, '10': 0.9078323009281154, '11': 0.8984732738130734, '12': 0.8935948816444845, '13': 0.887241136595701, '14': 0.8866937113969381, '15': 0.8857565019797945, '16': 0.8867649287066396, '17': 0.8858507717174413, '18': 0.886886564702455, '19': 0.8859180814063715, '20': 0.886886564702455, '21': 0.8859180814063715, '22': 0.886886564702455, '23': 0.8859180814063715, '24': 0.886886564702455, '25': 0.8859180814063715, '26': 0.886886564702455, '27': 0.8859180814063715, '28': 0.886886564702455, '29': 0.8859180814063715}"
dataset10_density,KNN,vector,1000,3,0.316702678902637,0.8975443202636842,"{'1': 0.2773416511374555, '2': 0.2310219488467714, '3': 0.2671278487542073, '4': 0.26733440111030415, '5': 0.27748545576085865, '6': 0.2886283984106996, '7': 0.29956935085160313, '8': 0.3050455575683173, '9': 0.30973796222986166, '10': 0.3131809738520392, '11': 0.31535572318467875, '12': 0.31813645782821764, '13': 0.32216828844170914, '14': 0.3244557220241324, '15': 0.32846097603575375, '16': 0.33256204936388395, '17': 0.3360822788114604, '18': 0.3392727232731588, '19': 0.3392511688596085, '20': 0.3392491447447333, '21': 0.33923300258822875, '22': 0.33923359772726125, '23': 0.3392198422794271, '24': 0.33921992096335096, '25': 0.3392043202331332, '26': 0.3392071044013637, '27': 0.33919610846239817, '28': 0.3392017888187341, '29': 0.33919392161312406}","{'1': 0.9265224868133923, '2': 0.9472881988437457, '3': 0.9284520807486247, '4': 0.9280560537708175, '5': 0.9223468332005559, '6': 0.9156721680078789, '7': 0.9091815055159838, '8': 0.9054030057285298, '9': 0.9023513853831218, '10': 0.8999564985890881, '11': 0.8985504425566601, '12': 0.8966377060714978, '13': 0.8941823782335867, '14': 0.8925742358405823, '15': 0.8901394113567777, '16': 0.8874542553049967, '17': 0.8853094283451864, '18': 0.8831753513520003, '19': 0.883275850870636, '20': 0.8831753513520003, '21': 0.883275850870636, '22': 0.8831753513520002, '23': 0.883275850870636, '24': 0.8831753513520002, '25': 0.883275850870636, '26': 0.8831753513520003, '27': 0.883275850870636, '28': 0.8831753513520003, '29': 0.883275850870636}"
dataset10_density,KNN,vector,1000,4,0.2032947506339185,0.9578714554808472,"{'1': 0.16196765113223124, '2': 0.16466150115149839, '3': 0.17085211220548677, '4': 0.18634383058229576, '5': 0.19389400216087657, '6': 0.19524287297856907, '7': 0.197259421541914, '8': 0.2035912755611413, '9': 0.20592845345604407, '10': 0.20961186007071841, '11': 0.21026112289355753, '12': 0.21259572907418128, '13': 0.21090175894846547, '14': 0.21221583409470768, '15': 0.21033756984973517, '16': 0.21187510417736746, '17': 0.21012689594853332, '18': 0.2116456708458176, '19': 0.20992166594539657, '20': 0.21146423702921055, '21': 0.20982975124051845, '22': 0.21145454610371012, '23': 0.20982161104100652, '24': 0.21144602096373522, '25': 0.20981201000841904, '26': 0.21143803201359648, '27': 0.20980693068595505, '28': 0.21143471865041621, '29': 0.20980557802853173}","{'1': 0.9739916899413037, '2': 0.9727558837337033, '3': 0.9706525410031198, '4': 0.9650910001889178, '5': 0.9622682798495238, '6': 0.9616281876326395, '7': 0.9607860043867392, '8': 0.9581788435924841, '9': 0.9571699699800731, '10': 0.9555039282472038, '11': 0.9552108580000849, '12': 0.9540998332220667, '13': 0.9548089622399784, '14': 0.9541744003640007, '15': 0.9549965846331845, '16': 0.954287600821119, '17': 0.955064927931897, '18': 0.9543701481762265, '19': 0.9551416867678306, '20': 0.9544420151771517, '21': 0.9551761604693442, '22': 0.9544420151771517, '23': 0.9551761604693442, '24': 0.9544420151771517, '25': 0.9551761604693442, '26': 0.9544420151771517, '27': 0.9551761604693442, '28': 0.9544420151771517, '29': 0.9551761604693442}"
dataset10_density,KNN,vector,1000,5,0.2438871128698193,0.939942677453247,"{'1': 0.17572441578635217, '2': 0.1934027419368026, '3': 0.21904871216232646, '4': 0.23115450979622776, '5': 0.23458569688573339, '6': 0.24133966609086918, '7': 0.2423174129346372, '8': 0.24509421816047067, '9': 0.2464499089406953, '10': 0.24883914273699007, '11': 0.2482054919501293, '12': 0.24983243138986996, '13': 0.24968980286305062, '14': 0.2513755277457425, '15': 0.2511238039384627, '16': 0.25308885575692064, '17': 0.2527766117628878, '18': 0.2538163586183221, '19': 0.2528495025696527, '20': 0.25373243773509513, '21': 0.2527814049819819, '22': 0.25368043927672534, '23': 0.25274116246718337, '24': 0.25365117233286877, '25': 0.25271983567332024, '26': 0.2536415887684245, '27': 0.2527137175986762, '28': 0.2536376140497175, '29': 0.2527120883146246}","{'1': 0.9696902934227557, '2': 0.9631110946752812, '3': 0.9526059947635697, '4': 0.9471726238402371, '5': 0.9454119614213236, '6': 0.9422159237141281, '7': 0.9416737003872144, '8': 0.9401581894594372, '9': 0.9393094803743327, '10': 0.9379325250812005, '11': 0.9381066318340664, '12': 0.9371807601313149, '13': 0.9371854745237043, '14': 0.9362781416388181, '15': 0.9363857967170581, '16': 0.935358703660004, '17': 0.935514438101453, '18': 0.9349631717479391, '19': 0.9354614539430645, '20': 0.9349971369719106, '21': 0.9354893037143065, '22': 0.9350178210288003, '23': 0.9355048381466411, '24': 0.9350275752295178, '25': 0.9355098203856842, '26': 0.9350275752295178, '27': 0.9355098203856842, '28': 0.9350275752295178, '29': 0.9355098203856842}"
dataset10_density,KNN,vector,1000,6,0.2430027936022071,0.94158989939959,"{'1': 0.18285124716023776, '2': 0.19680391575876177, '3': 0.2005922306440285, '4': 0.2014491177084217, '5': 0.21903979171919816, '6': 0.22012038264834405, '7': 0.22965394698094344, '8': 0.23021146629300485, '9': 0.23987809751887534, '10': 0.23756606243466685, '11': 0.24968457251393275, '12': 0.24801579611402694, '13': 0.25684350051450106, '14': 0.2516618259590104, '15': 0.25880947230346635, '16': 0.2529320210729802, '17': 0.25994721330176795, '18': 0.25433683301336224, '19': 0.2610964804882064, '20': 0.2550772468376844, '21': 0.26167113928890595, '22': 0.2558413621375261, '23': 0.26251482793269204, '24': 0.2565662880274458, '25': 0.2631558600773535, '26': 0.2570660783662627, '27': 0.2633169426546789, '28': 0.2570620499837109, '29': 0.263315245010011}","{'1': 0.9691767033142, '2': 0.9624230418353446, '3': 0.9602705879949667, '4': 0.9597582351470583, '5': 0.9527001802958673, '6': 0.95215578330003, '7': 0.9478689030864372, '8': 0.9476346057708114, '9': 0.9431603266297405, '10': 0.9443741827026252, '11': 0.9386974673828634, '12': 0.9396678709913008, '13': 0.9354124547873349, '14': 0.9380013337596935, '15': 0.9344049349992553, '16': 0.9373275230637707, '17': 0.9337948846564862, '18': 0.9366066254009425, '19': 0.9331918404371623, '20': 0.9362281286997662, '21': 0.9328902477237802, '22': 0.9358396029256905, '23': 0.932451554268585, '24': 0.935470287996753, '25': 0.932115047410774, '26': 0.9352137402903022, '27': 0.9320286237131351, '28': 0.9352137402903022, '29': 0.9320286237131351}"
dataset10_density,KNN,vector,1000,7,0.2779173595066017,0.924760529426824,"{'1': 0.16971415253680808, '2': 0.19176054728459518, '3': 0.2035038914249112, '4': 0.21403500893074903, '5': 0.23500254070930474, '6': 0.24655114055028204, '7': 0.26230666504702577, '8': 0.2766446917444102, '9': 0.2835166392253439, '10': 0.282492863892663, '11': 0.28738120612997153, '12': 0.28919840782804407, '13': 0.29690625256819886, '14': 0.29703612234361343, '15': 0.30210239860664895, '16': 0.300349585407428, '17': 0.30286164617404293, '18': 0.30028816710425993, '19': 0.30281945901694896, '20': 0.30026328171314565, '21': 0.302800767562586, '22': 0.3002469182435973, '23': 0.3027888131695051, '24': 0.30023489572402695, '25': 0.30277909117312213, '26': 0.3002281788168658, '27': 0.30277933385698613, '28': 0.30023000098450264, '29': 0.3027807579218638}","{'1': 0.9723596031796519, '2': 0.966043304680398, '3': 0.9614503203809984, '4': 0.9571677031770843, '5': 0.9481111676042474, '6': 0.9424994463830393, '7': 0.9345678417453878, '8': 0.9269861612015602, '9': 0.9230158428199823, '10': 0.9233323821834795, '11': 0.9205425115003418, '12': 0.9195570164160581, '13': 0.9153360349164213, '14': 0.9153268362726498, '15': 0.9125092142456163, '16': 0.9135334328454778, '17': 0.9120677555917984, '18': 0.9135377159627065, '19': 0.9120707400770701, '20': 0.9135400288754463, '21': 0.9120721780729317, '22': 0.913541528040067, '23': 0.9120722985555318, '24': 0.9135414805643503, '25': 0.9120698980211043, '26': 0.9135388157425793, '27': 0.9120654995180748, '28': 0.913535056330052, '29': 0.9120635384737872}"
dataset10_density,KNN,vector,1000,8,0.2400700657691967,0.944276304420447,"{'1': 0.1795348111873489, '2': 0.19409864427307033, '3': 0.1956145775872234, '4': 0.2013598576305523, '5': 0.21177120616924053, '6': 0.22533041353283492, '7': 0.23024106769815933, '8': 0.23947336197046704, '9': 0.24187718704119268, '10': 0.25024281696760875, '11': 0.24964007958049697, '12': 0.2547796083972593, '13': 0.2508897253288246, '14': 0.2544547916797838, '15': 0.25057052965200227, '16': 0.2542284718165643, '17': 0.25047925607180804, '18': 0.25418278033556674, '19': 0.250448615768862, '20': 0.25416511532597325, '21': 0.2504352047096282, '22': 0.2541534675162441, '23': 0.25042548924974184, '24': 0.25414322089858743, '25': 0.2504140302619326, '26': 0.2541336187433395, '27': 0.2504079680083507, '28': 0.25412963631422214, '29': 0.2504063535898199}","{'1': 0.9697386423730806, '2': 0.9639457968686482, '3': 0.9635879498513138, '4': 0.9615704090871307, '5': 0.9575362819742135, '6': 0.951855298018885, '7': 0.9496744902877371, '8': 0.9454061952026193, '9': 0.9441605479364554, '10': 0.9400540494668737, '11': 0.9402639810120635, '12': 0.937682655072979, '13': 0.9395075128084849, '14': 0.9377200476568919, '15': 0.9395890687552747, '16': 0.9377847359320721, '17': 0.9396038214708291, '18': 0.937784735932072, '19': 0.9396038214708291, '20': 0.9377847359320721, '21': 0.9396038214708291, '22': 0.9377847359320721, '23': 0.9396038214708291, '24': 0.937784735932072, '25': 0.9396038214708291, '26': 0.937784735932072, '27': 0.9396038214708291, '28': 0.937784735932072, '29': 0.9396038214708291}"
dataset10_density,KNN,vector,1000,9,0.2845264358607048,0.9155968311239928,"{'1': 0.19981967670031053, '2': 0.19579569315439266, '3': 0.21329922441585816, '4': 0.23839107421731356, '5': 0.26346522234885555, '6': 0.27733934185085485, '7': 0.2832259925378063, '8': 0.2899859387498969, '9': 0.2943427566739746, '10': 0.2966355052524884, '11': 0.2964869436475552, '12': 0.29888080858295923, '13': 0.2989062046328186, '14': 0.3015786831941228, '15': 0.3000726681121566, '16': 0.30155349883471766, '17': 0.29987386442902636, '18': 0.30133368910172925, '19': 0.29964773046011695, '20': 0.3011044120811002, '21': 0.2993800924045428, '22': 0.30087330980960475, '23': 0.29922829974807885, '24': 0.30081534911222857, '25': 0.299214607637706, '26': 0.3008039835693157, '27': 0.299207363974781, '28': 0.3007992697870593, '29': 0.29920543493906865}","{'1': 0.9581127015817894, '2': 0.9582374615169432, '3': 0.9517992483360881, '4': 0.9407322517909914, '5': 0.9285865158666315, '6': 0.9213329868460133, '7': 0.9179920056598606, '8': 0.9139310538508537, '9': 0.9113497063652825, '10': 0.9096345517871884, '11': 0.9096358145812695, '12': 0.9080203667729657, '13': 0.9081386174051166, '14': 0.9064323834945001, '15': 0.9074334276812643, '16': 0.9063787145917812, '17': 0.9075112483589899, '18': 0.9064815381568184, '19': 0.9076280890152069, '20': 0.9066108154444206, '21': 0.9077831481884784, '22': 0.9067455686227543, '23': 0.9078694885113238, '24': 0.9067739775450978, '25': 0.9078694885113238, '26': 0.9067739775450978, '27': 0.9078694885113238, '28': 0.9067739775450978, '29': 0.9078694885113238}"
