,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.011192560195922852,0.00780982229138992,0.011368036270141602,0.006794011738351346,auto,1,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.5137658084924376,0.6021254552523977,0.6365747988263711,0.5947068743372442,0.5872620217156923,0.5868869917248286,0.04027179557484882,1555
1,0.012508201599121093,0.00625413860052861,0.006247282028198242,0.007651332805655916,auto,1,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.5137658084924376,0.6021254552523977,0.6365747988263711,0.5947068743372442,0.5872620217156923,0.5868869917248286,0.04027179557484882,1555
2,0.010743141174316406,0.006841325620465511,0.00984487533569336,0.005745798989951773,auto,1,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.5065236858568274,0.6251909755534609,0.5933704454892472,0.5986973252027545,0.6053657216413844,0.585829630748735,0.0410922101009751,1567
3,0.011133146286010743,0.009644282573973555,0.010831212997436524,0.006312661772973736,auto,1,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.5065236858568274,0.6251909755534609,0.5933704454892472,0.5986973252027545,0.6053657216413844,0.585829630748735,0.0410922101009751,1567
4,0.010625123977661133,0.004124161730970513,0.003704071044921875,0.004544735532681936,auto,1,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.6692149013566501,0.7258497298424166,0.7676753980369733,0.6889715613005123,0.7229079202895815,0.7149239021652267,0.03384870846524385,975
5,0.008963489532470703,0.005057589078382408,0.005072641372680664,0.006494141867930385,auto,1,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.6781091399486149,0.7454823538791214,0.7771237081490068,0.7160522842495781,0.7362997747031641,0.730613452185897,0.0328187532556215,449
6,0.009403038024902343,0.0076775483976661615,0.016027164459228516,0.0020525146400738065,auto,1,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.6821177554281479,0.7068938544391327,0.7554810806482544,0.6781017374239596,0.7301111372097457,0.710541113029848,0.029244108392039482,1061
7,0.015650081634521484,0.005740901656156904,0.01710934638977051,0.005997963590236097,auto,1,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.6918805672887823,0.7277827330491013,0.7672287800119507,0.6997105152218879,0.7405396321095923,0.725428445536263,0.027451887607919723,663
8,0.00780644416809082,0.0007348027745989691,0.009924983978271485,0.0013648774500278206,auto,1,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.6963499810179526,0.7306816606194753,0.7594188169518024,0.7238439567337908,0.7323746295603828,0.7285338089766809,0.020154614276617248,547
9,0.011676979064941407,0.004529061587113199,0.009752464294433594,0.002021505792516289,auto,1,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.7118986729242912,0.7553738554014846,0.7799442485414647,0.7478968284465739,0.7587234186102583,0.7507674047848145,0.022157726777958867,129
10,0.009016132354736328,0.0011237775858040791,0.008610200881958009,0.0017067374352508367,auto,1,5,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.6899572897560262,0.7256295350176231,0.7414594646445971,0.7032261583418129,0.7255282307250874,0.7171601356970292,0.018255758975063312,863
11,0.009709596633911133,0.0026983480853022355,0.010011911392211914,0.003335101196557347,auto,1,5,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.7037243314815792,0.7455619562635559,0.7590555021065495,0.7206613376545516,0.7487037632352869,0.7355413781483046,0.020299332285343193,342
12,0.011776065826416016,0.002495635233863559,0.012330865859985352,0.009663252468899384,auto,1,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.7051788835881407,0.7355798841013623,0.7616677397814013,0.7133298580138627,0.7201937881996505,0.7271900307368835,0.01992307434504649,583
13,0.008786821365356445,0.007948571066015177,0.008988666534423827,0.004715471558371874,auto,1,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.7238176827085514,0.7610926186312666,0.7840739218098511,0.7465590172387635,0.7578030529199098,0.7546692586616686,0.019663723906416453,1
14,0.007954597473144531,0.004317215698711343,0.01109766960144043,0.0026998676835550254,auto,1,7,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.6884156521794575,0.7390916628113106,0.7286239200404038,0.7043053777865729,0.7176723639978219,0.7156217953631133,0.017845617330771255,921
15,0.0066112041473388675,0.001146856062398552,0.006090497970581055,0.0025193385984878663,auto,1,7,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.7045459017109913,0.754730304714768,0.7517412847045238,0.7271708922986255,0.7483047674256382,0.7372986301709094,0.019020519975169414,280
16,0.003551006317138672,0.0021751905424712424,0.010561323165893555,0.005459142508817034,auto,1,9,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",0.7067168028677464,0.7300372662109026,0.7553092464310555,0.704046509317175,0.717474000907539,0.7227167651468838,0.018697183716470916,756
17,0.009200525283813477,0.007713773678988339,0.01418008804321289,0.004600482471153355,auto,1,9,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.728925948695008,0.7559231332753064,0.7777662346943267,0.743365106116843,0.761334218763762,0.7534629283090493,0.01650872438900354,79
18,0.007690048217773438,0.0010009062815226138,0.005995988845825195,0.0028376678121436634,auto,1,9,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.6889425797235871,0.7384202001800317,0.7175008572544176,0.6942457417906363,0.7065136289341888,0.7091246015765724,0.017685617939211758,1089
19,0.009360885620117188,0.00544228847625043,0.006235313415527344,0.007636668127186286,auto,1,9,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.7070159900058605,0.7548998488894392,0.7407632191095008,0.7204338108552335,0.7418280790727639,0.7329881895865596,0.017034571435792706,369
20,0.0002048015594482422,0.0004096031188964844,0.01255488395690918,0.006277677581655581,auto,1,11,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",0.7196221979618923,0.7301739351379046,0.7445394356461494,0.7036588585495289,0.7124332658687201,0.7220855386328391,0.014201243641134087,763
21,0.0,0.0,0.01564445495605469,6.879565517898998e-05,auto,1,11,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",0.7385874347766073,0.756814812079127,0.7709168787557121,0.7426304995045129,0.756783038898225,0.7531465328028369,0.011532735463751404,83
22,0.009409141540527344,0.007682703021064926,0.013151454925537109,0.00673825994258806,auto,1,11,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",0.6938776339319126,0.72851434641163,0.7164185521492855,0.7000920846382015,0.6931680983307255,0.706414143092351,0.013864323814642908,1175
23,0.0027035236358642577,0.0054070472717285155,0.015984153747558592,0.004597399619843468,auto,1,11,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",0.7110394352870932,0.7479443356524152,0.7381029885060977,0.7235022987809797,0.7314203441731261,0.7304018804799425,0.012574502599067802,479
24,0.003941631317138672,0.005354745181639241,0.010881423950195312,0.006194645065685226,auto,1,13,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}",0.717731706092333,0.717707300416191,0.7301975181080219,0.6982616513865479,0.6979175391995498,0.7123631430405287,0.012513784068321316,1003
25,0.0045855045318603516,0.0053502137978710075,0.009793472290039063,0.006105965184983006,auto,1,13,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",0.73855179710704,0.747629407162827,0.7609815304055549,0.737900676450152,0.7464212302493621,0.7462969282749873,0.008341613659421088,163
26,0.002849912643432617,0.001714533509647613,0.012330389022827149,0.006308678524538266,auto,1,13,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}",0.6922434438412939,0.722098950537022,0.7157519819965494,0.6956752661506358,0.6883779128468451,0.7028295110744692,0.013493689511480304,1212
27,0.0,0.0,0.01603279113769531,0.0004065834901155587,auto,1,13,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}",0.7107320797028743,0.7414961265219033,0.7378130905252811,0.7210591451225857,0.7255762531643773,0.7273353390074043,0.011211283531492673,572
28,0.004517650604248047,0.005540080980960034,0.011681127548217773,0.005278098337443931,auto,1,15,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",0.7139249123527365,0.7165999290202808,0.7240395004985023,0.6913054506447365,0.6898401986447943,0.70714199823221,0.013936530917349126,1126
29,0.007967138290405273,0.006509759374387957,0.007329893112182617,0.006321932504452753,auto,1,15,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",0.7366917710188541,0.7472897218495582,0.7558067907521409,0.7314234473586932,0.7387089546177988,0.741984137119409,0.008596267915351528,201
